bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
FROST, FRANCES M.	Innocent summer [11.	363	2.5	by Dorothy Waugh]. 365p Farrar		-1 No Am 241:373 Je '36 800w	365 a ability about adjust age and and and are awkward belonged book but But character childish children children closes could cruelty different Don's Each eager efforts endure entire environment episode exquisite exquisite far Fern Fern Field five fourteen from from from Frost Frost gift hers how idyll Ignorant important In In infantile Innocent Is Is L M make mature Miss Miss most neither nist nor novel novelist's of of of of of of or others physical pitiful poor portray possesses possesses protago- puzzled rather refined Renaissance romance short so something spirit the the the The the the the the the their their them themselves These thirteen those to to to to to to to very which which wonder years you	3.33333333333	3.463395189	4	6	15	frost + fm + innocent summer	1.956973886066068
FROST, FRANCES M.	Innocent summer [11.	363	2.5	by Dorothy Waugh]. 365p Farrar	Sat R	162:373 S 19 '36 50w		3.33333333333	3.463395189	4	6	15	frost + fm + innocent summer	1.956973886066068
FROST, FRANCES M.	Innocent summer [11.	363	2.5	by Dorothy Waugh]. 365p Farrar	Sat R of Lit	13:10 F 1 '36 470w	a a a a a adoles- after all almost an and and and And and are as Basil been bitter book book cence chapters completely Davenport delicate divided emotions even feels Frost gives grim have hold idyll in integrated Intense into Is is Is Is is is is It it It Its little little Miss mixed monotonously much neither nor not number of of of of of of One one paradox picture progression reading sense short so so; some stories stories strong sufficient sufficiently that that that that the the the the theme There there these to together together; town transitory understanding us very well with written yet yet	3.33333333333	3.463395189	4	6	15	frost + fm + innocent summer	1.956973886066068
FROST, FRANCES M.	Innocent summer [11.	363	2.5	by Dorothy Waugh]. 365p Farrar	Spec	167:355 Ag 28 '36 HUw		3.33333333333	3.463395189	4	6	15	frost + fm + innocent summer	1.956973886066068
FROST, FRANCES M.	Innocent summer [11.	363	2.5	by Dorothy Waugh]. 365p Farrar	Times [London] Lit Sup	p712 S 5 '36 320w		3.33333333333	3.463395189	4	6	15	frost + fm + innocent summer	1.956973886066068
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	Booklist	33:62 O '36	'36 10:632 adventurous all all and and another author autobiographical background Bulletin Dawns during era family for For forms four generations in involved Je leading Maine Merrymeeting of of of of one one-time or seamen see shipbuilders shipbuilding sketch souls tale the the the the this Trefethens way Wilson with	3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	Books	p24 S 20 '36 650w	Bell by Lisle Reviewed	3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	Christian Science Monitor	pl2 O 7 '36		3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	Commonweal	25:82 N 13 '36 460w	420 by Engels Reviewed Vincent w	3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	N Y Times	p2 S 20 '36 960w	'John a and And and and bucolic building civilization- Coffin convincing? Dawn' days embodied England entertaining fact fidelity fundamental has has he highly humor Hutchison in in in in moving Mr narrative New of of Percy pioneering recaptured rich salt sea spirit spirit sturdy surely swiftly tang that the the the to was what with with	3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	Springf'd Republican	p7e S 20 '36 430w	a a addition America and book carries Dawn describes does growing intimately is It it John knows literature lose Maine Maine makes not of of over pleasant poet-novelist rapidly seacoast story the the The the this Though to touch us well which with world	3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
COFFIN, ROBERT PETER TRISTRAM.	John Dawn.	197	2.5	307p Macmillan	Wis Lib Bui	32:110 N '36		3.0	3.31434462445	5	3	7	coffin + rpt + john dawn	1.765366980475027
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	Booklist	32:232 Ap '36	A a amusing and anecdotes are Association bean black by by characteristic children concerning day-by-day depression dinner family fea- gardening hard hints hit in incidents Island life life Long meetings menus of of of one or other Parent record roast soup suburban Teachers the the the There tured turkey two year	3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	Books	p20 Ap 5 '36 560w	  95 a a Action adversity any are as Blake Blake book but by closed conviction courage delight ears economist either give herself I in in is is is it It Just Keep kidding Marion Maybe Mrs Mrs needed of of of oft or ostentatious outwitting pause plain prevent recurrence rest School seeking she situation Smiling solely Sturges-Jones taken that that that the the the the the the the the to to truism ungrateful! us with worst would wrote	3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	Boston Transcript	p3 Mr 26 '36 3S0w		3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	N Y Times	pl5 Mr 29 '36 550w	affection and and are books charm consequence gallant have human humor is much much nature of of of one one pleasure reads remembers slight so so spirit such such tender that that This those tolerant understanding very with with yet	3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	Sat R of Lit	13:37 Ap 4 '36 2B0w	'slice a Americans amusingly an and and are artful as average be but C C children combination day diary fact find historian how imagination in in is it life' lived may moment nineteen-thlrties of of of of out present question reads real result some The the the the The the though to to value were which who wishes	3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	Time	27:92 Mr 23 '36 40w		3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
BLAKE, DOROTHY, pseud. (MRS DOROTHY [ATKINSON] ROBINSON).	Diary of a subur- ban housewife.	93	2.0	274p Morrow	Wis Lib Bui	32:66 My '36		3.0	3.31434462445	6	3	7	blake + dp + diary of a suburban housewife	1.7739894926408106
CHILDERS, JAMES SAXON.	Novel about a white man and a black man: In the deep South.	185	2.5	276p Farrar	summary	summary	a a and and attitude because between bipoted birmingham both Both but city educated found friendship friendship grew impossible in Intelligent living man Negro of of of of of out sensitive Southern Story the the the the the the tragedy was well were which white whites	2.75	3.0167010309299997	7	4	6	chllders + js + novel about a white man and a black man: in the deep south	1.9188049614278155
CHILDERS, JAMES SAXON.	Novel about a white man and a black man: In the deep South.	185	2.5	276p Farrar	Books	p5 Ap 12 '36 650w	  a and and are artificial beauty been better but Carl Carmer character Childers' chronological clarity consecutive descends devotes each effects excellent has have he history in In Introduce its main main Mr Much muddiness of of one one overlappings poems present prose related section sections sentimental sometimes story structure telling than the The the thereby This to to two which which would	2.75	3.0167010309299997	7	4	6	chllders + js + novel about a white man and a black man: in the deep south	1.9188049614278155
CHILDERS, JAMES SAXON.	Novel about a white man and a black man: In the deep South.	185	2.5	276p Farrar	Christian Century	53:1163 N 4 36 460w	a against Alabama and and arrogance but challenge desire energy find good i_ ignorance in in in intolerance is is it James K novel novel of of of One oversentimental Parts pit plenty plenty portrayal race relationships seem sentimentality South strength the the their there There those tnis to to wants who who will	2.75	3.0167010309299997	7	4	6	chllders + js + novel about a white man and a black man: in the deep south	1.9188049614278155
CHILDERS, JAMES SAXON.	Novel about a white man and a black man: In the deep South.	185	2.5	276p Farrar	New Repub	87:55 My 20 '36 200w	a a a A accuracy and and any attempt Childers' color contribution courage deal delicate detail dramatic face forced G genuine he his his his his his his honesty impartially in intelligent is is it make Mr novel of often one problem sacrifices sanity Southerner that theme to to to to too unity whatever with Yet	2.75	3.0167010309299997	7	4	6	chllders + js + novel about a white man and a black man: in the deep south	1.9188049614278155
CHILDERS, JAMES SAXON.	Novel about a white man and a black man: In the deep South.	185	2.5	276p Farrar	N Y Times plS Ap	12 '36 700w	a an and and and avoidance Childers clearly created cuts deal deep educated excellent for formula good has has he his in In in its Margaret melodramatic Mr Negro of of of of Parker point problems protagonist respect spent story sympathy the the the this thought upon view Wallace	2.75	3.0167010309299997	7	4	6	chllders + js + novel about a white man and a black man: in the deep south	1.9188049614278155
CHILDERS, JAMES SAXON.	Novel about a white man and a black man: In the deep South.	185	2.5	276p Farrar	Sat R of Lit	14:18 My 9 '36 360w	  a a all almost Altogether and and beautiful beautiful book but But but Childers close D disjointed excellent exquisite from has has has he he he his his his hung incoherent indeed is is is it J like long loose most Mr Much much much mysticism of often poetry poetry prosaic prose prose runs sometimes sometimes stirring strange such that that the title to to to together turns wise writing written written yet	2.75	3.0167010309299997	7	4	6	chllders + js + novel about a white man and a black man: in the deep south	1.9188049614278155
ROBINSON, LEWIS GEORGE (GEORGE LIM- NELIUS, pseud).	The general goes too far.	815	2.0	278p Putnam [7s 6d Nicholson]	Books plO My	31 '36 130w	a and Cuppy Detective dullness fear from in is muddled plain quality spots story suffers The we what Will yarn	2.5	3.13006185567	8	2	5	Hathi: robinson lewis george + the general goes too far	1.16
ROBINSON, LEWIS GEORGE (GEORGE LIM- NELIUS, pseud).	The general goes too far.	815	2.0	278p Putnam [7s 6d Nicholson]	-| Boston Transcript	p3 My 23 '36 180w	a a a amorous an and and and as as becomes bits but by C clues completed conspicuously course court devastatmgly fine flags follow for golf good hard has he his In in into intrigue It's Jr khaki martial morton Mr of of of on one or outline passes plants reading Required ribbon Robinson shredded spots such surroundings the the thing time to trifle two W what	2.5	3.13006185567	8	2	5	Hathi: robinson lewis george + the general goes too far	1.16
ROBINSON, LEWIS GEORGE (GEORGE LIM- NELIUS, pseud).	The general goes too far.	815	2.0	278p Putnam [7s 6d Nicholson]	N Y Times	pl6 My 24 '36 200w	  a actions and Anderson are are as author characters conceived curiously deplorable drawn good has Interlocking is Isaac It Job logical made of of of of perfectly plot seem so some story telling that The the the The the their them thoroughly well well	2.5	3.13006185567	8	2	5	Hathi: robinson lewis george + the general goes too far	1.16
ROBINSON, LEWIS GEORGE (GEORGE LIM- NELIUS, pseud).	The general goes too far.	815	2.0	278p Putnam [7s 6d Nicholson]	Sat R of Lit	14:16 My 16 '36 30w		2.5	3.13006185567	8	2	5	Hathi: robinson lewis george + the general goes too far	1.16
ROBINSON, LEWIS GEORGE (GEORGE LIM- NELIUS, pseud).	The general goes too far.	815	2.0	278p Putnam [7s 6d Nicholson]	Times [London] Lit Sup	p841 D 7 '35 180w		2.5	3.13006185567	8	2	5	Hathi: robinson lewis george + the general goes too far	1.16
BLAKE. GEORGE.	David and Joanna.	94	2.0	Faber	Booklist	33:121 D '36	a and and back burdened But by call city city conventional demands demands depressed escape families for Glasgow happy hills in Into life life lovers of of of over Scotland summer summer the the the the them then to Two young	3.4	3.47505154639	9	5	10	blake + g + david and joanna	1.9877795910252192
BLAKE. GEORGE.	David and Joanna.	94	2.0	Faber	Books	pl2 O 11 '36 150w	a although and appreciation are Bell Blake buoyant courtship early freshness has Is Lisle lyric moments Mr of of phases resolutely story The the there too when	3.4	3.47505154639	9	5	10	blake + g + david and joanna	1.9877795910252192
BLAKE. GEORGE.	David and Joanna.	94	2.0	Faber	Chicago Dally Tribune plO Je	6 '36	by Frank Reviewed Swlnnerton	3.4	3.47505154639	9	5	10	blake + g + david and joanna	1.9877795910252192
BLAKE. GEORGE.	David and Joanna.	94	2.0	Faber	Manchester Guardian	p7 My 15 '36 lOOw	after and and are Beresford Blake book characters D go has his Is J kind living Mr of on people read sensibility SOw the the understanding who	3.4	3.47505154639	9	5	10	blake + g + david and joanna	1.9877795910252192
