bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
ABBOTT, MRS JANE LUDLOW DRAKE).	Happy House.	1	1.6	ii (20) ippincott	Bookllst	16:345 J1 '20	a as as from it like like older pretty seventeen story sweet to twelve well who will women “Girls	1420	3.58993247391	2	5	6	abbott + jl + happy house	1.6407523518570242
ABBOTT, MRS JANE LUDLOW DRAKE).	Happy House.	1	1.6	ii (20) ippincott	Boston Transcript pt;	.1] 3 '20 320w	 boo enjoy higher in teens their this will “girls	1420	3.58993247391	2	5	6	abbott + jl + happy house	1.6407523518570242
ABBOTT, MRS JANE LUDLOW DRAKE).	Happy House.	1	1.6	ii (20) ippincott	Cath World	1122258 N '20 170w	Nevertheless We amply an and and and aside deception important in interesting is part plays plot reading regret repay setting story such that the the the this told well will	1420	3.58993247391	2	5	6	abbott + jl + happy house	1.6407523518570242
ABBOTT, MRS JANE LUDLOW DRAKE).	Happy House.	1	1.6	ii (20) ippincott	N Y Times	25:17 Je 27 ’20 530w	a a added as but cake cloy criticise enjoys fare has ie in invigoratin is is is its late maple-sugarish may more nothing of of of offering on perhaps popularity possible reader sam- story sweet taken that the the the there to tter which who word—style y-goody' ‘good'—‘ “It ﬂavor	1420	3.58993247391	2	5	6	abbott + jl + happy house	1.6407523518570242
ABBOTT, MRS JANE LUDLOW DRAKE).	Happy House.	1	1.6	ii (20) ippincott	Pub w	97: 289 Ap 17 '20 280w	Fellows Ms Reviewed by erite	1420	3.58993247391	2	5	6	abbott + jl + happy house	1.6407523518570242
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	Ath	p31 .Ta 2 ’20 100w	Acadie Avalon.’ But Evangeline Evangeline Glastonbury Later Much Nova Scotia She The The Welsh a a a a after alluringly amiable an an and and and and answer arrives at at be because belonging clergyman come comes country.’ daughter doctor falls foot for friend from front gives have have he her her heroine his in in incidentally is is is is life' longer losing love love l‘lvangeline manor marries men merely mother mother named no of of of of old on on or ought pleasant problem respect scene set settle some son sort story story the the the the the the their themselves they they this to to to to to to understanding valley visit where whether while whom widowed with with with women young —Ath ‘Island ‘given ‘saddled ﬁttingly	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	Cath World	1112828 S ’20 280w	It Its a a a almost along an and author becomes book credit defect divide does equally error even from grave in interest is judgment lines novel of piece principal proceeds remain rises secondary seeks space story story that that the the thoughtful to unhackucycd virtually war when which with work “The	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	N Y Times	25:27 Je 27 '20 420w	Glastonbury Wales and contains descriptions gracefully novel of of some written “The	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	Sat R	129:41 Ja 10 ’20 90w	We above as average it much novel of ordinary recommend the the	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	The Times [London] Lit Sup	p782 D 25 ’19 120w		3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	tained.	2v ea ‘$1.50 (1%0) Knopf 20-26886	Cedar L0~.'ett LOVETT Life WILLIAM \\‘illiam account and and and associations be- bread different enter- freedom; he he his in knowledge lougcd of of of of opinions pursuit short some struggle the the to with	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	Ath	p784 Je 11 '20 70w	'Thle 334 Chartism Economic H In London Luveit R Tawney The \Vorking an an and and are as association autobiography belong book books by come developed first for for- inasmuch into introduction is issue labour malion mentioned men’s more movement of of of of political reprints says series spokesman started than that the the the the the the them they this time to was which which who with with	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	Booklist	17:81 N ’20 Boston Transcript p7 J1 24 ’20 480w		3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	—— Freeman	2:187 N 3 ’20 850w	Not Roberts a document historical it: relialT-le wholly	3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
LORIMER. NORMA OCTAVIA.	With other eyes.	333	1.9	Brentano's 20-8363	The Times [London] Lit Sup	p195 Mr 25 ’20 1000w		3420	3.7158379373800003	3	6	10	lorimer + n + with other eyes	1.7545283116454409
ABBOTT, KEENE.	Wine 0' the winds.	1	0.0	11 ‘81315 (1%0) Doubleday 20-10311	summary	summary	A Alice Arden But Dr Harry He He Indian North The West West a a again along an and and and and and and are aspects attracts be because behind between changes come conﬂict country dau days disgrace dishonored error feels from frontier girl girl given glimpses goes greaty has he her hide him him him him himself his hter in into is is lOVlgs leaves life life love many medicine meets near nevur new new of of of of of of old pioneer place place plains practise prairies professional puts resolved scene settlement still story the the the the the the the there thereafter this to to to to to true typical unexpressed varied warfare who who	1920	3.38489871087	4	3	4	abbott + k + wine 0' the winds	2.017971124680145
ABBOTT, KEENE.	Wine 0' the winds.	1	0.0	11 ‘81315 (1%0) Doubleday 20-10311	Boston Transcript	p6 .11 10 '20 1000w	 L M There a allows an and and and atmosphere author books differs from him his in in interests invoke is it large material matter mold new numbers of power stirs subject the the to to treatment us which which “In	1920	3.38489871087	4	3	4	abbott + k + wine 0' the winds	2.017971124680145
ABBOTT, KEENE.	Wine 0' the winds.	1	0.0	11 ‘81315 (1%0) Doubleday 20-10311	N Y Tlmes	25:27 Ji 25 '20 350w	'Wine 0' Matt Now This a a a all and and and because because better certain characters comes degree disliking dull exception faults—it future his hold hunchback impressiveness in interest is is is is is it lack last liking little minor moment neither nor not of of of of of of one or out partly partly plot possesses presented promise put reader's scene seems single that the the the the the the the the then there things to together true vitality well well which which winds' wins with without worst “	1920	3.38489871087	4	3	4	abbott + k + wine 0' the winds	2.017971124680145
ABBOTT, KEENE.	Wine 0' the winds.	1	0.0	11 ‘81315 (1%0) Doubleday 20-10311	Review	3:372 S 29 '20 560w	Boynton H W a above all always descriptions his in in is narrative narrator's of of part quality remain style the the there this visual vivid which “Magic	1920	3.38489871087	4	3	4	abbott + k + wine 0' the winds	2.017971124680145
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	summary	summary	Craighouse Five Irom Mr New Petite Simunde: The The The The York a a a a a a airy almost and and and antagonistic apparently are: at based be before blowing blows bred bubbles bubbles carefree chair contrives crippled delightful depicts dilettante energy eoplo ever everything garden gayer gentleman get gives gloomy happiness happy: has he heart his his his icturcsque in in in in in into invalld's iridescent is is is it lasting least life lslo luminous making man more most n no not of of of of on on one or other other permanently person personality possible prince; quality reality remote righler satirist scoffed: sct sitting sparkling spends spite stories story than the the tho time title titles to to to unfortunate university unusual vocation war war weak who who who with words yct yet “'izht	2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	Ath	p1411 D 26 '19 40w	are readable “All	2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	Bookllst	162242 Ap '20		2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	Baston Transcript	p6 Mr 24 '20 160w	Humor a actors add affords an and and appreciate are author cannot character delicacy done drawing every fact fail feeling forceful graceful has in incisive is lacking nationalities not of of of one passages scope story style that the the the this thought-compelling to to various very which wide with work “The	2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	Dial	68:399 Mr '20 60w	But a are becomes characters impulse metamorphosis of patriotic regularity stimulus the the the the under undergo various wearisome which whimsically with written “They	2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	N Y Times 25:12:! Mr	14 '20 1650w	In One a and and as avoid best bnihos books brightly can collection false fiction five great hand has have joviality light needed—that obviously of of of on on one other poseful proof—rather pur- recent season seen setting short sorely stories that the the the the the this this unassuming war we with written yet ﬁction	2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
BAXTER, ARTHUR BEVERLEY.	Blower of bubbles.	32	0.0	'Sl.75 (mi-c) Appleton 20-1698	The Times [London] th Sup	p754 D 11 '19 100w	American Cralghouse His Lord New Perhaps Summersdale York a a as best—'Mr is last makes of sntirist.’ story taking the the to typical very visit	2030	3.65982636148	5	4	7	DISCARD: bax’ter + ab + . Blower of bubbles. 	1.5030233995519018
DELAND, MARGARET WADE (CAMPBELL) (MRS LORIN FULLER DELAND).	Old Chester secret.	142	1.5	ii (60) Harper	summary	summary	Chester Dr Just Lake Later Lav- Lydia Lydia Mary Miss Miss Old Sampson Smith's Still When When about acknowledge adopt adoption agrees also and and as been been behalf birth born boy boy but but by cast casts child condition confession does endar face formality go gossip grandfather ground had has has he heart her her her her her him him his in in intervenes is keep keep later little make makes means meek mother moved of of off on once only parents promises proud relationship same secret she she she so son soul telling that that the the the the the the the the the the the the thru to to to to to truth wants weak when whose wish won word ﬁnally	1520	3.58993247391	6	5	6	deland + m + old chester secret	1.729614513820453
DELAND, MARGARET WADE (CAMPBELL) (MRS LORIN FULLER DELAND).	Old Chester secret.	142	1.5	ii (60) Harper	Bookllst	172115 D '30	character exquisite hit of work “An	1520	3.58993247391	6	5	6	deland + m + old chester secret	1.729614513820453
DELAND, MARGARET WADE (CAMPBELL) (MRS LORIN FULLER DELAND).	Old Chester secret.	142	1.5	ii (60) Harper	Bookm	522253 N '20 70w	Boynton H Reviewed W by	1520	3.58993247391	6	5	6	deland + m + old chester secret	1.729614513820453
DELAND, MARGARET WADE (CAMPBELL) (MRS LORIN FULLER DELAND).	Old Chester secret.	142	1.5	ii (60) Harper	N Y Times	p19 N 14 '20 550w	Chester Deland Johnny Mrs Old Simple all and and artistry as at be delicate familiar foster handles happened has his his interest is is its mother narrative need never no of of one other parents permitting plot quality reader's story suspense tales the the the the the to to to told truth what what who will with “With ﬂag	1520	3.58993247391	6	5	6	deland + m + old chester secret	1.729614513820453
DELAND, MARGARET WADE (CAMPBELL) (MRS LORIN FULLER DELAND).	Old Chester secret.	142	1.5	ii (60) Harper	Sprlngf'd Republican	p7a D 1‘1 '20 800w	but convincing dramatic entirely is not of reader remains skill spell story the the the under writer‘s “The	1520	3.58993247391	6	5	6	deland + m + old chester secret	1.729614513820453
DELAND, MARGARET WADE (CAMPBELL) (MRS LORIN FULLER DELAND).	Old Chester secret.	142	1.5	ii (60) Harper	Wis Lib Bul	16:237 D ‘20 80w	Old and chester earlier is lacks of stories suggests that the the thin this vein vitality wearing “It	1520	3.58993247391	6	5	6	deland + m + old chester secret	1.729614513820453
ABDULLAH, ACHMED.	Man on horseback.	1	0.75	McCann 20-363	summary	summary	"A American a a actor an and and bring complications cowboy debt exchange for gold great him in in international into make mine mine of of of owner poker results taken tale the the the war.""—-Outiook which"	520	3.35972989564	7	1	3	abdullah + a + man on horseback	1.9877795910252192
ABDULLAH, ACHMED.	Man on horseback.	1	0.75	McCann 20-363	N Y Tlmes	25:64 F 1 '20 500w	The an book combined complete does excessive failure hero heroine's injure interesting liking much of otherwise reader's simple-mindedness the the the to to win with	520	3.35972989564	7	1	3	abdullah + a + man on horseback	1.9877795910252192
ABDULLAH, ACHMED.	Man on horseback.	1	0.75	McCann 20-363	Outlook	124:291 F 18 ’20 40W		520	3.35972989564	7	1	3	abdullah + a + man on horseback	1.9877795910252192
RINEHART, MARY (ROBERTS) (MRS STAN- LEY MARSHALL FthEHART).	Poor wise man.	452	2.0	(11,50) Doran 20-17961	Bookm	52:252 N '20 360w	8 American Cameron Cardew Legion Lily Lily Lily's Many She Soon The The Willy Willy adventures after after all-round an anarchist and and and and and and and arch are at back been before bombs both but by by by camp campaigns changed circumstances clerk crisis department drug ensnared escapes even from granddaughter had hairbreadth her her him immediately in in interferences is is is is is just justice man marries mobs much nature's noblemen of of of of of of of of on one pal part plots political poor rescued return reward richest riots romance social story strikes supplied that the the the the the the the the the their time timely town unrest very vigilance war war- who wiles wise work ﬁend ﬁnal	1210	3.66666666667	8	6	6	rineliart + m + poor wise man	1.3696585529062404
RINEHART, MARY (ROBERTS) (MRS STAN- LEY MARSHALL FthEHART).	Poor wise man.	452	2.0	(11,50) Doran 20-17961	Cath World	1122554 Ja '21 150w	The and are but by hearts hero heroine impossible is not of our romance story the the told touched well	1210	3.66666666667	8	6	6	rineliart + m + poor wise man	1.3696585529062404
RINEHART, MARY (ROBERTS) (MRS STAN- LEY MARSHALL FthEHART).	Poor wise man.	452	2.0	(11,50) Doran 20-17961	N Y Evening Post	p10 D 31 '20 200w	 'novel Mrs Rinehart a a a and and character disappointment gives good her method need not obscure of of points purpose.’ readable sense story the this thrilling us very with with	1210	3.66666666667	8	6	6	rineliart + m + poor wise man	1.3696585529062404
RINEHART, MARY (ROBERTS) (MRS STAN- LEY MARSHALL FthEHART).	Poor wise man.	452	2.0	(11,50) Doran 20-17961	Outlook	126:515 N 17 ’20 80w	alive and is novel vigorous “The	1210	3.66666666667	8	6	6	rineliart + m + poor wise man	1.3696585529062404
RINEHART, MARY (ROBERTS) (MRS STAN- LEY MARSHALL FthEHART).	Poor wise man.	452	2.0	(11,50) Doran 20-17961	Pub W	98:1193 O 16 ‘20 300w	And It Katharine Oliver actual and and between book capital exceedingly fairly futility in is it it labor lives mob of of people problem proves states states the the the timely very violence “The	1210	3.66666666667	8	6	6	rineliart + m + poor wise man	1.3696585529062404
RINEHART, MARY (ROBERTS) (MRS STAN- LEY MARSHALL FthEHART).	Poor wise man.	452	2.0	(11,50) Doran 20-17961	The Times [London] Lit Sup	p801 D 2 '20 120w	reading story well worth “A	1210	3.66666666667	8	6	6	rineliart + m + poor wise man	1.3696585529062404
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SELINCOURT).	Christmas roses, and other stories.	476	2.25	(2%c) Houghton	summary	summary	Autumn Carnations; Christmas Daffodils: English Hepaticas; Pansles; Pink Staking The The a a all and and are are: background character complicated crocuses; delicately each evening fox- gioves; iarkspur; in in in in is is of of of or primroses; revelation reﬂect roses; situation something stories stories symbol the the the there these titles war which ﬂower	610	3.7697974217300003	9	2	4	sedgwick + ad + christmas roses	1.653305524435127
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SELINCOURT).	Christmas roses, and other stories.	476	2.25	(2%c) Houghton	Booklist	17:160 Ja ‘21	analysis and character delicacy mark nine of stories style subtle these “Quiet ﬂower-named	610	3.7697974217300003	9	2	4	sedgwick + ad + christmas roses	1.653305524435127
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SELINCOURT).	Christmas roses, and other stories.	476	2.25	(2%c) Houghton	Boston Transcript	p8 Ja 29 '21 580w	(I): D M ability all all and appreciation beauty character dramatic etfectively forms her her here.” in intensity its make of of quietly satisfaction sum the the to total understanding up we which with work yet “Her ﬁnd	610	3.7697974217300003	9	2	4	sedgwick + ad + christmas roses	1.653305524435127
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SELINCOURT).	Christmas roses, and other stories.	476	2.25	(2%c) Houghton	tsgprlngf'd Republican	p5a Ja 30 '21	The With a and and and are artistry characters choice effect evolved happy her her her implied invisible is labelled not of of of people produces rhythm smooth style telling temperaments the words yet	610	3.7697974217300003	9	2	4	sedgwick + ad + christmas roses	1.653305524435127
ABDULLAH, ACHMED, and	Teri-foot chain.	1	0.0	ii *51.50 Reynolds pub. 20-17407	summary	summary	1’ Abdullah; Achmed An At Brand: E I'erley Index Indian Jataka K Max Means: Out Plumb Princess Shechan Subject The The Thi- This a a a a a according alphabet and and and and and and are: at book book by by by by by chain circumstances comprises conclusions consented dark days differed dinner distinguished each editor emotional end er fiction for form four four his human in in in indicates individual interpretation introduc- its linked love man menta nature nauseatcd nights? of of of of of percheron present problem pseudonym public question raised reaction resent result shackles? solution states stories sub-title survive symposium ten-foot that the the the the the the the the the the their their this three tion title to to to to together trend undergo unique unnamed was was were where which woman would writers writers writing “Can “\Vliat	110	3.7697974217300003	10	1	2	abdullah + aao + ten-foot chain	1.4571043061307498
ABDULLAH, ACHMED, and	Teri-foot chain.	1	0.0	ii *51.50 Reynolds pub. 20-17407	N Y Evening Post	p10 0 30 ’20 100w	Interesting also an as brought d'esprit editorial experiment four has high jcu of out quality short stories the	110	3.7697974217300003	10	1	2	abdullah + aao + ten-foot chain	1.4571043061307498
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		summary	summary	 African Alma's Alma's Buckle George George George Human Huster John John Of Oliver René Ruth South The although and and and and and are are away becomes bungle by by character defects destinies enable even events eventually fate feeling feminism figure flighty for forgets form from frustrated goes good hands happy her her him his in in in in in instruments interest interference is it lives love lteede lten make man marriage marries men more occasionally of of of of off passive philosophically possesses rather rcbui'i.I reduced regenerate right shadow sisters slipping social sorrow story substantial take than that that the the the the the the the the the the their this this three three three through through to to to to untimely untouched van virtues waiting watchful who wife women women workaday world youngest youth ﬂits	1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		Ath	p241 F 20 '20 380w	'The 'The K M Perhaps Running a a a after and are as author been before blurred book books brass but certain clear contain dark dark diiiicult do for grasped have he is is is is is it it less less listen low might more more much never never note novel novel of of of one or or or pen read river' river‘ saw second seem selves so solo stilled the the the the the the their there there these throbbing through to to to troubled viola vision were what which which wind “To	1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		N Y Evening Post	p10 0 30 '20 270w	Africa In South a add and and and and attempted background be been bits but by by clearly delightful depressing details deﬂnied diggings does drab enlivened fact found glamour has has her her humor in in it its know local more not not nothing of of of of particularly purpose rather real regions rolor she so sombreness story story tales tell than that that the the the the the the these this to to truth truth truth' usually well were whole worse would writer ‘the “So	1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		N Y Times	p28 Ja. 2 '21 780w	Arnold Bennett's Moreover a a a actually an and and are clear dark dark distinguished effect feel fortunes gives gives group has in interesting is is is it it it lives living makes notable novel observing of of of of of old passing people quality rare reality river' river' sense style tale'—lt that that the the the time us vigorous we well which which wives' written ‘The ‘The ‘The “	1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		Pub W	98:1192 O 16 '20 310w	 Gertrude Hardy Joseph Millin‘s Mosher Sarah a a affords background be characters dark destiny difﬁcult erer.’ for harmonious in is it more of recorded setting sombre the to which whose would ‘The “Outside ﬁnd	1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		Sat R	129:478 My 22 '20 70w	a and and are but characters distinctly drawn introduced is not serious simplicity the unpleasantly well with written “It	1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
MILLIN. SARAH GERTRUDE.	Dark river.	381	0.0		The Times [London] Lit Sup	p89 F 5 '20 90w		1910	3.6485135490699996	11	6	7	mlllin + sg + dark river	1.591141658994329
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SﬁLINCOURT).	Third window.	476	1.5	(100) Houghton 20-10315	Ath	p736 Je 4 '20 850w	(seen Antonia Antonia Antonia Antonia's By Captain Latimer Latimer Latimer Malcolm Malcolm’s Miss Miss Miss Saltonhall Saltonhall The The The a a a a acutely agonized an an and and and and be been but by by by certain concentrated conjures contracted cousin cousin dier distressed drawing-room) emotional entire estate for fountain frame friend from ghost had has her her her his his husband husband's in in in in in inten- is is is it it killed knowledge latter life limited lover lovers' maiden marryin mind minds misgivings now obtains of of of of of of of of on overdOse parental powders powers putting result rst settin she siﬁed sleeping so sorrowing standing story succeeded takes telepathic that the the the the the the the the the third this thoughts to torn tragedy two unfaithful unspoken up vision vision war whose widow will window with young	4610	3.59653161449	12	8	12	sedgwick + ad + third window	1.5732267962981086
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SﬁLINCOURT).	Third window.	476	1.5	(100) Houghton 20-10315	Booklist	16:350 Jl '20		4610	3.59653161449	12	8	12	sedgwick + ad + third window	1.5732267962981086
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SﬁLINCOURT).	Third window.	476	1.5	(100) Houghton 20-10315	BOston Transcript	p4 Je 9 ‘20 1200w	 A Anne But Douglas F Few a an as can edgwick equal erfection fiction has in interest intrinsic of of of story style the third today window' work writers ‘The	4610	3.59653161449	12	8	12	sedgwick + ad + third window	1.5732267962981086
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SﬁLINCOURT).	Third window.	476	1.5	(100) Houghton 20-10315	Cleveland	p70 Ag '20 120w		4610	3.59653161449	12	8	12	sedgwick + ad + third window	1.5732267962981086
SEDGWICK, ANNE DOUGLAS (MRS BASIL DE SﬁLINCOURT).	Third window.	476	1.5	(100) Houghton 20-10315	Grlnnell R	15:260 0 '20 260w	H Ipsychic M W a a a among an and artistic attempt belief beneath books both exploit in in in inentalism interest involved is is morbid of of of one penetrate phenomena piece present problems relief senti- sincere survival that that the the the the the theme to to to usual vital welcome work “It ﬁnd ﬂood	4610	3.59653161449	12	8	12	sedgwick + ad + third window	1.5732267962981086
