bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	Booklist	17:305 My '21	A A English From Hayslope Illness It Squire Squire's Squire's The The William William a a a a a about affair all all always an and and and and and are are arises been best better between between breach brother brothers brothers brought but by can charges country critical develops difference differences diminished domineering estates families finally for forgotten fortunes friends gardening gradually has have have healed his in into involved irritation is it jealousy life made makes minor money must neighboring not of of of of of on open opinion or project quarrel quarrel setting slight stand still story the the the the the the the their thing title to turn two unhappy very war when while with worse younger	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	h Bookm	53:358 Je '21 1600w	Follett Important Inherent It Marshall Marshall Mr Mr One To Wilson a a advantage against against all an an approximation are are as at benl- but central conscience devised doing doing easy else exists him his his ideal illusion insomniacs is is is it lacks life most not nothing nothing of of of perfect plus precisely protests read sense son soothing that that that that the the the the themes therapeutic they they to to to triviality universe with yet	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	Boston Transcript	p4 Ap 6 '21 llSOw	E E F In It Marshall Mr a and and charm con- entire is is is itself master of peace realistic related story that the vincingness which with	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	Ind	105:624 Je 11 '21 190w	Archibald In Is It's Marshall The a but by curiously detail dull dullness elaborate fascinated is like mature mind narrative of often one pleasant simple sort the told very youthful	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	Lit R	p3 Ap 30 '21 1450w	  As England In In Marshall's Mr Stanley The Went a a a account always an and are as as as author be builds careful carefully carefully characters chosen consummate country days delight elaborated fabric faithful family foundations from full-sized have have his home idealization in in in is it it life life lived lived many narrow note of of of of of of place quarrel reader realist skill slenderest spacious stories succeeded that that the the the the the the the things to true up used war we which will with with	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	New Statesman	17:444 Jl 23 '21 80w	Balkan English European If Power Rebecca States West a all beaten been bo brain but by by children classes england excluding first-class governing handed have his insipid nationalities not not now now of other really resembled single- smaller the the the would would	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	NY Times	p24 My 1 '21 850w	It This a after-the-war an as as be book cannot certain earlier final happier is of ones period pleasurable reactions the to to	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	Pub W	99:1228 Ap 16 '21 300w	'just Fellows Is It Marguerite Only The almost and any art as doubts english gives gone good happens' has in it knows life make natural nothing of of one one one painstaking phase picture simply so so so that that that the this to true vividly workmanship	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	Sat R	132:152 Jl 30 '21 HOw	It a about and call classes conventional country each estates fall figures get improve in is landed lent love married of on other quiet somno- somnolent tale the their who	4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
MARSHALL, ARCHIBALD.	Hall and the grange.	280	2.0	(l^c) Dodd 21-5540	The Times [London] Lit Sup	p435 Jl 7 '21 450w		4950	3.12036048064	3	7	10	marshall + a + clintons, and others	0.8130764293718026
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	summary	summary	(Book 1919) A After Amok Bast Cape China Christopher; Contents: Digest Doubloon Jetsam; Macassar; Madeira Meaning—chase Review Sea South States The The The The The The The The The The The Town United a achieved adversary ago and and approval beam: been book changed critics eastward; edition england fourth god;' gold; greater having head; here in in include is islands it it its lost man; mark mark; now of of of of of of of passion practicing price published re-Introduced red red republished seas settings slanted small stamped stories success the the the the the the the thiin this title title to two under under us vine; was where wicks with years yourself;	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	Boston Transcript	p9 Ja 11 '22 420w	One R T W adventure and books exotic in most of of recent remarkable the vivid written years	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	Lit R	p251 D 10 '21 850w	  'Where By Canliy H: I Is Is It Kip- Kipling Kipling Not' S Yet a a a a a a a almost and are are as as as been book case definite down ends' excitement far fells good good good greater group has has here high if imitation imitator in indeed intensity interest is its level ling literary lo means mere merely nevertheless no not not of of of of of of one originals pavement phrase plot possess power published pure qualities recently remarkable revivalism say short so so stories stories style such such sure than that that the the the their then? they this tinsel to turn very will with	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	Nation and Ath	29:772 Ag 27 '21 420w		3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	N Y Times	p29 Ja 1 '22 80w	East Is The and effect; fine in is mysterious of splendid technique the with worked writing	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	Sat R	132:566 N 12 '21 430w	Into Throughout an and as binds by characters delicate enhanced enjoyment experience far from idealism is it of of ordinary organic our remote situations the them thread were which whole	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	Spec	126:785 Je 18 '21 780w	'shockers' Although The a a adventures any are author be becomes begun brutality by called can charm considerable depicting displays effect especially exciting from however impossible in is it linish monotonous nature night not of of of of once only reading sensuous separate series skill so story that the the the the their to tropics very what whole	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
RUSSELL, JOHN.	Where the pavement ends.	373	2.5	(2&c) Knopf	The Times [London] Lit Sup	p354 Je 2 '21 540w	'developing He Islands Mr Russell a a a about; against and and and ascribes background be bizarre capability*—it capacity clearly coast desire do does elements evil—on expressed for for good he he he he he he he he him himself his his his his his idiosyncrasy immaterial imperious in incongruous is is it it; its knows makes man man man most no or or out picturesque possesses predicament readers reduces savage sea see sees sees sees shows simplest situation some some supplies takes that that the them they thinks to to to tropical us wants what whether which which which will writes	3530	3.72530040053	4	6	8	russell + j + where the pavement ends	2.0998242974115717
CONNOR, RALPH, pseud. (CHARLES WIL- « LIAM GORDON).	To him that hath.	92	1.75		Lit R	p323 D 31 '21 60w	(3c) Before Canada Doran In Jack Jack's John Justice Maitland Maitland Satisfactory The The a a a a a a a adjustments after agitators along and and and and and animosities are atmosphere back between bullet by catastrophe clears come describes detail economic economic efforts employers fair father's followed for forced from general girl have help his ideas in in in intended into is just labor lines lovers made made manufacturing mill nature of of of of own part peace personal planing play play professional reader relations reorganize riot romantic shape some story strained strike taken takes that the the the the the the the the the the their to to town unrest wake war war which with with workers wounds	400	3.8004005340499996	5	2	3	connor + rp + to him that hath	1.679331033797168
CONNOR, RALPH, pseud. (CHARLES WIL- « LIAM GORDON).	To him that hath.	92	1.75		N Y Times	p20 D 18 '21 300w	He Is There also always and and any at best effect front has has instinct interest interpretations is lack made men most no novelist of of of of of one saw service so some story story-telling sympathetically that the the the the the the there understanding upon war who yet young	400	3.8004005340499996	5	2	3	connor + rp + to him that hath	1.679331033797168
CONNOR, RALPH, pseud. (CHARLES WIL- « LIAM GORDON).	To him that hath.	92	1.75		Outlook	130:71 Ja 11 '22 40w	Inspired Like There accomplishment advance all and and and are author's belief by effort for human in incidents is mutual of situations stirring stories sympathy tense the wide	400	3.8004005340499996	5	2	3	connor + rp + to him that hath	1.679331033797168
WILSON, ROMER.	Death of society.	466	2.0	(2c)	summary	summary	A After He In Ingman Ingman Is It Karl Norway Rosa This a a a a a after age an and and are author's but by chance come comes conventions critic day days death decide ecstasy elderly enchantment englishman few finds for for founded freedom him his home host in is its kind love lovely lovers might must never new new norwegian novel of of of of of of of of patience place relationships respect return see sex society society society stay teaches that the the the the the the there they to to to to to together tomorrow upon urged vision wait wandering where where which wife young	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	Boston Transcript	p!2 N 30 '21 850w	D Is It Its L M The an are as as book can castle charm complications divergence do enchanted enter foundation from is its leave lifted mere no not novels of one or or other provide separate sex sex spell the the the they though till where wide	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	h Dial	71:371 S '21 lOOw	But Shaw The Vivian about an and author's balbutient become book book creation effort expressed for her impatient in is is it itself love nature not not of of one power profound profound quite real say something the the the the the thing to utterance were with would	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	Lit R pll Jl	23 '21 230w	'A As Freud If Into Is Is Its What a a actual ages an and and authoress beautiful been being between book daring emancipated exhibition fearful gave have her here in location mediaeval men might misunderstood moonlsh novel of of of of or picture somewhere sub-title the the the time to tomorrow.' trash turned women	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	Nation	113:156 Ag 10 '21 SOOw	Lewisohn Ludwig Reviewed by	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	New Repub	27:332 Ag 17 '21 550w	468 But Ideal It Norwegian She and and and and and are beautiful book create description devil especially for hauntingly him impossible in in is leaves loop-holes lovely many means not of of paradise passages ridiculous see she some something spirited stirring the the the there this to to too	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	f- New Statesman	17:387 Jl 9 '21 1300w	Her Its She abound absurdities also also and and apt as be beauty courage courage courage delicate extravagance feeble flimsinesses from had has has her her her her ignorance in inevitably is it of of of perceptions produces quick romantic same saved sense sillinesses spring stem such the the the the to vaguenesses which which without work writers	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	h N Y Times	p24 Jl 17 '21 460w	But There a a a are are as at author believe book burlesque certain descriptions fiction fine has impart in intended is its kind managed many modern moments norwegian novel of of of on one quality scenery some tempted the the there times to to to type unearthly when which	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	Sat R	131:423 My 21 '21 250w	Ibsen The admiringly are attaining but characters clearness discuss far from his indeed of terrible they to vision	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	Spec	126:720 Je 4 '21 700w	A Couched a afforded almost an and and and beauty book by can compact convey deal descriptions entirety extremely falls few glamour great in in in it its its its its lies may mountain odd of of one only or pleasure quality reader reading repulsive sentences sound stands the the the the the the theme to vivid which	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
WILSON, ROMER.	Death of society.	466	2.0	(2c)	r- The Times [London] Lit Sup	p290 My 5 '21 550w	It There a a a about all and and and be behind bog- book: both dialogue easily excellent gling heart is is is is it left like may mind nevertheless of prosaic rapturous reader so some something that that the there this transcendental we	4920	2.9461099648	6	5	11	wilson + r + death ot society	1.8160779278168695
FLEMING, BRANDON.	Crooked house.	140	1.75		summary	summary	"Astley-Roble But Christine Collette Copple- Dupont George Gluckstein James Jenny Layton Manderson Margaret McCall One Phyllis Satanic Victorian W West a a a after and and and and at at atmosphere baleful beauty beauty beginning between brutally cleverly connection crooked crooked d'Orsel death denouement eccentric established financier found from garden her host house house: in in into is is is is millionaire mind murdered of of one one's philanthropist plunged real shady shifced shortly society soon stage stone surprise.""—Pub suspicion the the the the the the then then thi: those to to to to very"	1330	3.8802403204300004	7	4	5	fleming + b + crooked house	1.8940860212700599
FLEMING, BRANDON.	Crooked house.	140	1.75		Boston Transcript	p9 Mr 19 '21 240w	The Throughout a aftermath all and and characterization cleverly crime crooked dav delt'etive detail done foibles follies for good his house in is is is it its its make marner narration not occupant of of originality peculiar present rapid rare tales the the the the the the uninteresting virtue which	1330	3.8802403204300004	7	4	5	fleming + b + crooked house	1.8940860212700599
FLEMING, BRANDON.	Crooked house.	140	1.75		Lit R plO Mr	19 '21 130w	The a enough is potent produce satisfactory shudder tale to	1330	3.8802403204300004	7	4	5	fleming + b + crooked house	1.8940860212700599
FLEMING, BRANDON.	Crooked house.	140	1.75		N Y Times	p22 Mr 5 '21 650w	It and annoyed at be be be but credulity good lack of on pretty read readers strain sure the the the the through to will will workmanship	1330	3.8802403204300004	7	4	5	fleming + b + crooked house	1.8940860212700599
FLEMING, BRANDON.	Crooked house.	140	1.75		Pub W	99:577 F 19 '21 300w	DuB G: Impossible It It Proctor a a a acterizations and and and anticipation but char- complete conclusion definite fidelity first in is is is is it motivation mystery not of of of only positive rank space story story sure tale the the the time to turned unities well which with	1330	3.8802403204300004	7	4	5	fleming + b + crooked house	1.8940860212700599
MARSHALL, ARCHIBALD.	Peter Binney.	281	2.0		summary	summary	-was 1899 A America Being Cambridge Cambridge England Englishman In In Is Marshall Mr Not The This a a a a a a all and and and aspirations because becomes been before business but by college content contrasting decides degree determination embarrassments entering entrance examinations father's fellow finally five for for forty- from full fuller go goes has he he himself his his his his his holiday humor in in in in just life made man many meager not of of of of of of of offered own passing published published quietly self-made situation social social son son son son story student succeeds successful suffered take that the the the the three to to unusual up use way were which with with with working years' youth	940	2.9604806408499997	8	3	5	marshall + a + peter blnney	1.6494457613703164
MARSHALL, ARCHIBALD.	Peter Binney.	281	2.0		Boston Transcript	p6 N 16 '21 lOOOw	'Peter Binney' E Edgett F a as as beginnings career for for is it itself light much novelist's of the the throws upon well while worth	940	2.9604806408499997	8	3	5	marshall + a + peter blnney	1.6494457613703164
MARSHALL, ARCHIBALD.	Peter Binney.	281	2.0		Lit R	p237 D 3 '21 390w	  The The able and and as author been bloom but compensate confesses—'a crudities,' few find for freshness has imma- indulgent it it lie much of of pretty qualities reader remains remains soften—so spirit still that the the the the the these to turity undeniable was will work written	940	2.9604806408499997	8	3	5	marshall + a + peter blnney	1.6494457613703164
MARSHALL, ARCHIBALD.	Peter Binney.	281	2.0		NY Times	p!8 Ja 1 '22 450w	In Is a a a a after all any as astonishing burlesque burlesque burlesque; burlesque; by extravagance for have his however identity is loses man never of possible present realist really the the this to volume we which who without written	940	2.9604806408499997	8	3	5	marshall + a + peter blnney	1.6494457613703164
MARSHALL, ARCHIBALD.	Peter Binney.	281	2.0		-j Outlook	130:34 Ja i '22 80w	D Is R The Townsend a and bit but cleverly conceived for full fun humor is is of opportunities overdone situation the	940	2.9604806408499997	8	3	5	marshall + a + peter blnney	1.6494457613703164
BRADLEY, MRS MARY (HASTINGS).	Inno- cent adventuress.	48	0.0	*J2 (5'/4c) Appleton	summary	summary	Adirondacks America America American Angelina Her Italian Julietta Maria Santonin! She a a a a a a acquired admirer ami an ancient and and and and and arrival as beautiful by by chivalry clear compromlBed daughter day emotional enabled fallen family favorably feels field for forced fortune fortunes freedom from had handsome her her her her her herself him hopelessly in in in in inherited into is is is is journalist k-vu leave life lost marriage material meet met millionaire mountain needs night notions of of of of on plight plunged propriety recently relatives reli rescued rich rude sent she she she she shelter shock sister society spend suffer the the the the the to to to to to unattractive us viewed well when when whom whom with with young	790	3.5339341344	9	3	6	bradley + m + innocent adventuress	1.7739894926408106
BRADLEY, MRS MARY (HASTINGS).	Inno- cent adventuress.	48	0.0	*J2 (5'/4c) Appleton	Boston Transcript	p9 Mr 19 '21 230w	'The Is On Saturday a adventuress' exemplary innocent little monday novel pleasant running story the to to told true type—an well whole	790	3.5339341344	9	3	6	bradley + m + innocent adventuress	1.7739894926408106
BRADLEY, MRS MARY (HASTINGS).	Inno- cent adventuress.	48	0.0	*J2 (5'/4c) Appleton	Lit R plO F	19 '21 llOw	Altogether Bradley's Innocent Mrs a an and book but cheerful disposition forth goes heart heroic heroine its like no purpose with with	790	3.5339341344	9	3	6	bradley + m + innocent adventuress	1.7739894926408106
BRADLEY, MRS MARY (HASTINGS).	Inno- cent adventuress.	48	0.0	*J2 (5'/4c) Appleton	NY Times	p27 F 20 '21 400w	Bradley Is It Mrs a albeit and be commands enjoyment for has makes meagre most of only outlined plot rather rather read she sprightly style the the thin to	790	3.5339341344	9	3	6	bradley + m + innocent adventuress	1.7739894926408106
BRADLEY, MRS MARY (HASTINGS).	Inno- cent adventuress.	48	0.0	*J2 (5'/4c) Appleton	-| Sat R	131:403 My 14 '21 2BOw	Bradley's Mrs She The allows an and appeal at audience comedy easy from her her her home in is is is lies light never of realm result she situations spontaneity strength sure the theme to to wander which which with	790	3.5339341344	9	3	6	bradley + m + innocent adventuress	1.7739894926408106
BRADLEY, MRS MARY (HASTINGS).	Inno- cent adventuress.	48	0.0	*J2 (5'/4c) Appleton	The Times [London] Lit Sup	p325 My 19 '21 130w		790	3.5339341344	9	3	6	bradley + m + innocent adventuress	1.7739894926408106
KING, BASIL.	Empty sack.	234	2.0	(l%c) Harper	Booklist	18:85 D '21 + Boston Transcript p4 S 24 '21 1450w	Bob Bob's Chrlstllke Collingham Follett Folletts He In In In Its Jennie Teddy Teddy's The The When a a a a a against almost and and and and and and and banker's became between business by by caste chair change collapsed content death desperation die dog down driven efficiency efforts electric empty even family family father father's five for hand hand heart heavy her heroism him himself his his humanity in is issue its laid laid like love man martyr money murderer novel of of of of of of old on on on one other own own parents partook principle providing purse-proud responsibility result rose sack sacks save social social sociological son son stood stricken struggling sublimity sudden system taught that that that the the the the the the the the the the the the the the thief this to to to to to unaided under underwent up was weight will with with young	3810	3.5339341344	10	3	6	king + b + empty sack	1.7977834328896962
KING, BASIL.	Empty sack.	234	2.0	(l%c) Harper	Lit R pBl O	1 '21 660w	  'white A Bob Col- Follett Jennie Sincere Stanley Went a allowed and and and and author been by class collar' degenerate delicate developed easily effective finds handled have in into is is itself labor lingham love melodrama mere might of of of predicament rare situation skill story study sure tangled the the the the to touch which which with with	3810	3.5339341344	10	3	6	king + b + empty sack	1.7977834328896962
KING, BASIL.	Empty sack.	234	2.0	(l%c) Harper	NY Times	p!3 O 2 '21 680w	Basil But In Is King More actions and and and and as be becomes book camouflage can didactic each express had he he he he he he he he his his in in interested interestingly is more needs new people people portraying puppets purpose rather said say say still story story succeeding telling than that the the the things thinks this to to to uses various wanted wants what what whose with words	3810	3.5339341344	10	3	6	king + b + empty sack	1.7977834328896962
KING, BASIL.	Empty sack.	234	2.0	(l%c) Harper	Sat R	132:595 N 19 '21 160w		3810	3.5339341344	10	3	6	king + b + empty sack	1.7977834328896962
KING, BASIL.	Empty sack.	234	2.0	(l%c) Harper	H- Sprlngf'd Republican plla N G	'21 450w	King Mr a and anonymous another at?o book developed fame few gained growth has he his his in is novel of since steadily step this through years	3810	3.5339341344	10	3	6	king + b + empty sack	1.7977834328896962
KING, BASIL.	Empty sack.	234	2.0	(l%c) Harper	The Times [London] Lit Sup	p697 O 27 '21 410w	It a a a and character clean- full good human imagination is novel novel of of of real sighted study sympathy thought—in tine word writing	3810	3.5339341344	10	3	6	king + b + empty sack	1.7977834328896962
HERBERT. ALAN PATRICK.	House bv the river.	194	2.5	(4c) Knopf 21-3815	summary	summary	Byrne Egerton He His How Into It John Stephen Then U-ere a a a accident aftri!1 all almost almost and and and and and and appeared as at before before by characters charming cries daughter drawn effect evening friend grisly had had happily he he he he height her her her hia him his his house-maid humorous hush in is it its iust kiss knew life little lives married men merely murdered of of one out playfully poet powers recognized resisted rosy satiric scene seemed she strangled style than the the the the the thus to to told tried two upon upon was was was when with work worked worth young	2540	3.73353360036	11	5	6	herbert + ap + house by the river	1.8896314726688384
HERBERT. ALAN PATRICK.	House bv the river.	194	2.5	(4c) Knopf 21-3815	Ath	p472 O 8 '20 950w	'something In Is It K M Quite We a book: commend define easv entertainment excellent heartily is it new.' nnd not this to way	2540	3.73353360036	11	5	6	herbert + ap + house by the river	1.8896314726688384
HERBERT. ALAN PATRICK.	House bv the river.	194	2.5	(4c) Knopf 21-3815	Boston Transcript	p6 Ap 23 '21 340w	'The 'The English G H Herbert Interest Is It Its Its M Mr among and and are battle' be brings brought by by careful characterization cleverness coming entertainment essential faults flaws for foremost forgiven forward goal him him his house improbabilities in its its its its may near nearer no of over1 place qualities river' secret spoil still stylists take the the the to very way whelmed younger	2540	3.73353360036	11	5	6	herbert + ap + house by the river	1.8896314726688384
HERBERT. ALAN PATRICK.	House bv the river.	194	2.5	(4c) Knopf 21-3815	Lit R	p9 Ap 16 '21 580w	As But But It a and architecture are are by done done engages epics every fibre food for house in is it it it leader murder nerve nothing of offers reflection river sense the the this when with with you you your	2540	3.73353360036	11	5	6	herbert + ap + house by the river	1.8896314726688384
HERBERT. ALAN PATRICK.	House bv the river.	194	2.5	(4c) Knopf 21-3815	N Y Times	p24 F 13 '21 HOOw	'The Field Intensely Interesting L M a a a all and and artistic by clearness! crystalline dramatic house in is is it nn noteworthy novel of portrayed real river' simply so so style such the thoroughly vividly	2540	3.73353360036	11	5	6	herbert + ap + house by the river	1.8896314726688384
HERBERT. ALAN PATRICK.	House bv the river.	194	2.5	(4c) Knopf 21-3815	The Times [London] Lit Sup	p567 S 2 '20 650w	'shocker.' Xo a amusement and but doubt essence fiction for give have in is it many no of ordinary pleasure readers sensational story story taste the the to who will	2540	3.73353360036	11	5	6	herbert + ap + house by the river	1.8896314726688384
TERM UN E, ALBERT PAYSON.	Buff: a collie, and other dog stories.	421	2.0	Doran [7s 6d	Booklist	1S:18 O '21	"And Battle Bob Buff Fortunately Mr Oliphant's R Son Terhune's a a an and are are book book classic collie endings first fit for for frequent handkerchief happy hastily hero his his however in is like longest make make of of of of of popularity rank reader search sort stories stories that the the the the these to to unwary up with writing.""—tat"	470	3.46706720071	12	2	3	terhune + ap + buff: a collie	1.1228263558070288
TERM UN E, ALBERT PAYSON.	Buff: a collie, and other dog stories.	421	2.0	Doran [7s 6d	Lit R pll Jl	16 '21 270w	But If It Terhune The a a and are are be book case could crudities even even faults faulty fine found he heart in into man more no of of of of old on or phrases plot put reappear remlniscently spend than that there—little this to to two understanding vocabulary volume were years	470	3.46706720071	12	2	3	terhune + ap + buff: a collie	1.1228263558070288
