bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
WEBSTER. F. A. M.	Black shadow.	547	2.0	342p	N Y Times	p27 Je 10 '23 440w	"  'The Africa Alexandria Captain Continent's Dark Fortunately Ghost Har- Hardeker Hlack If In Intelligence Konml-Chougfa Liritish Mountains N New Princeton Salem Secret Service Shadow1 The The Times Webster Y York a a a aim— and and and and and and as as assume at at authenticity background bizarre black black but catacombs certain deker department descend disguised distant distinction disturber domination during even excitement—it falls fanatical for former gathering great had happenings has have he his in in interior into it knows least man man meeting men natives of of of of of of of of of on one opens origins overthrow peoples physical place.""— plot's providing rule scenes secure served sets shift something story subterranean succeeds supremacy the the the the the the the the the the the the the the they this to to to trace trail trio war we white who with with"	1070	3.57803153888	2	3	4	webster + fam + black shadow	1.8621868201079652
WEBSTER. F. A. M.	Black shadow.	547	2.0	342p	N Y Tribune	p21 Jl 8 '23 360w	Edith Leighton So The a a adventures and and and are are but characters did doubt drawn for handled happened have have it it might moment never not only reasonable sneaking so sure suspicion sympathetic that that that their well well would you you you	1070	3.57803153888	2	3	4	webster + fam + black shadow	1.8621868201079652
WEBSTER. F. A. M.	Black shadow.	547	2.0	342p	Sat R	135:070 My 19 '23 260w	'The Black Gerald Gould He Shadow' a a an and atmosphere combination creating delightful extravagant fancy has he horror impressive in is of of precision: succeeds suspense: thriller with	1070	3.57803153888	2	3	4	webster + fam + black shadow	1.8621868201079652
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	summary	summary	A Bullstone Dartmoor Huxam In Jacob Jacob Jacob Jacob Jacob's Judith Margery Margery Margery Margery Proud The The Without a a a a a a accusations against agony all allowing among an and and and and and and and and and and are becomes before beginning brings but by by case certain character characters chief children contrition conviction court days dies drama explain fanatical farmer feeling finally forcibly founded from growing happiness has he her her her herself herself him him his his his his his husband impending in in in innocence innocence is is is is jealous law lives love make man marriage men mother mother-in- nature nobility of of of of of of of of of out possessed promises prosperous proves readily reconciliation refusal refuses remorse respect restrained return see settled she she she she steels strength strengthened suspicion takes the the the the the there this this this to to to to to tragedy tragic unfaithfulness upon when where which wife wife's with worst would years yield	6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	Boston Transcript	p4 Ap 14 '23 1450w	A E F Kdcett a an and and and both clear hand his in in insight knowledge lift literature novel of people place presents that unerring unl<|ue with	6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	Dial	75:399 O '23 lOOw		6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	Lit R	p792 Je 23 '23 370w	As a among and and backgrounds characters delightful few figures get his human in minor not novels other quaint the very we	6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	N Y Times	p7 Ap 15 '23 2200w		6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	N Y Tribune	p22 Jl 22 '23 700w		6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	N Y World plOe Ap	15 '23 720w	Bi:t Dartmoor E His Osborn The W and and are are as as broad confines earth elemental essential exhibited frailties his his homely humanity humor is is it itself of of on pages printed race— story's strength the the the the the things those those true truth wisdom	6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	Springf'd Republican	p7a Jl 29 '23 200w	'Green Alleys' Phillpotts The appear chronicle does dull in not of once this	6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	The Times [London] Lit Sup	p370 My 31 '23 640w		6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
PHILLPOTTS, EDEN.	Children of men.	410	2.5	471p Macmlllan	Wis Lib Bui	19:414 Jl '23		6310	3.2184883088599996	3	3	10	phillpotts + e + children of men	1.956973886066068
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	summary	summary	$10,OUO (Bookm) 23-1502S Bill Cynthia Giving Honorable Inside Strictlv Sylvia; The The The The The The The The Transmutation a a a a a a a a about about and and and and and and and and and angel; are back; beauty borrowed bought came clothes contents converted country deceive deceive did else's etc etc failed; for for gir! girl going good good got grafter' had her his how how how how husband in ingredients it it: journalistic; lady little love man married married; marry money motor movies new other out- prize rest; shower; someone sophis- story; technique; the the themes ticated time to to to tried tropics vicarious; was was went who wife won	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	Bookm	58:575 Ja '24 250w	A C L The Willcox a absorb and and as attention charming concocted deftly delight down dozen earth editors eyes for for going hands i-ecipe ihe in in is little magazines magazines more of of of of or overworked popular ready score stenographers subway such tales tales the the the the the these tired up writers	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	-I Boston Transcript	p8 N 21 '23 300w	He Lovers Mr Webster's a a agreeable almost an and and and aspect benign characteriza- cloyingly depicting does faculty for from gracious greater happy has his if ii in insight into is it keen lack modern new not of of of part pen psychology pungent short stories strokes the the this tions volume welcome will woman's work	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	"affords agreeable reading for idle hours""h Lit R"	p347 D 8 '23 160w	Nevertheless Realistic a book but certain contain doubt flavor habituated literary modernists much no of perhaps please sentiment tales tart tastes the the the these to to too trifle	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	"few of these stories have vitality."" h N Y Times"	p9 N 11 '23 450w	'Bill Back1 Came In The abounding ala« but cannot delineation; dull excellence glamour here his in is lustre many of over pieces popularity sprinkle the there well-deserved	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	NY Tribune	p!8 D 2 '23 550w	Because Isabel Paterson Unfortunately Why a are are book got have here into magazines so the they they they thin? want what	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
WEBSTER, HENRY KITCHELL.	Other story.	547	2.0	- and other stories. 366p Bobbs	N Y World	p7e D 30 '23 120w	But His One a also are astonished at author complicated complications conversational his in in is lazy might one rather say skill stories structure style the they this told unravel! were which with	1840	3.17835780315	4	3	7	webster + hk + other story	1.83006993091745
SYRETT, NETTA.	Cupid and Mr Pepys; a romance of the days of the great diarist (Eng title Lady Jem).	502	2.0	343p Stokes	summary	summary	A Carteret George He In Jem Jem's Jemi- Lady Lady Montagu—a Mr Mr Pepys Pepys's Philip Philip Philip Sir When a acting all amorousness amusing and and and and arranged art at awkward been been between by by by calculation cause commissioned consents fair falls features first friend further gallant generosity has having he he heart-free her his his his in in indifferent instruct is is latter's learns longer love lover man marriage most no obligingly of of of of of of of one parents part pen portrait prearrangement proves reaps resenting reward service she shrewd sight skill son spite story suitor taxing that the the the the the the the the the the the this thus to to to two unworthy utmost vanity with with wooing	1680	3.5872756933099996	5	2	5	syrett + n + cupid and mr pepys	2.047298812277271
SYRETT, NETTA.	Cupid and Mr Pepys; a romance of the days of the great diarist (Eng title Lady Jem).	502	2.0	343p Stokes		-1 Boston Transcript p4 S 29 '23 650w	Century D H In N and as beginning carry dialect distrust enough in interesting is it its of of of one's reader reproduced seventeenth spite spite the the through to	1680	3.5872756933099996	5	2	5	syrett + n + cupid and mr pepys	2.047298812277271
SYRETT, NETTA.	Cupid and Mr Pepys; a romance of the days of the great diarist (Eng title Lady Jem).	502	2.0	343p Stokes	Lit R	p316 D 1 '23 300w	'light Moreover On Pepys Pepys The This a a and and and and and and and book both comic deal delectable doubt entertaining feinale furnish good good have his in is letter like literature.' maid many most no none of of off offend old other persons relief serving should spirit stage story the tickle times to true we who wife	1680	3.5872756933099996	5	2	5	syrett + n + cupid and mr pepys	2.047298812277271
SYRETT, NETTA.	Cupid and Mr Pepys; a romance of the days of the great diarist (Eng title Lady Jem).	502	2.0	343p Stokes	N Y Times plS S	9 '23 600w	Is Netta Syrett's a agreeable an and and humor new of period picturesque story sympathy tale told unpretentious very with	1680	3.5872756933099996	5	2	5	syrett + n + cupid and mr pepys	2.047298812277271
SYRETT, NETTA.	Cupid and Mr Pepys; a romance of the days of the great diarist (Eng title Lady Jem).	502	2.0	343p Stokes	Springf'd Republican	p9a D 23 '23 120w		1680	3.5872756933099996	5	2	5	syrett + n + cupid and mr pepys	2.047298812277271
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	summary	summary	-of After Argentine Argentine Blancs In Klena Marquis Paris Torre a an and and as as became carried cent classmate construction couple de debacle drained driven engaged entirely extensive former from had he he her her his his husband irrigation last marquis mercenary of of of off off on paramour project rescued settlement she she strength suicide the the the the the the the their them them to to to was was well where where wife	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	Booklist	20:55 N '23	Gualicho In One Paris She a abhorrence among among an and and and as became career common contractors crime demon dissension dupes ended ending engineers evil finally fled fools her her her laborers made murder object of of of of place prostitute she sowed the the the the them to various where wilh	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	Boston Transcript	p4 Ja 9 '24 450\v		6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	Ind	111:171 O 13 '23 700w	Boynton H Reviewed W by	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	Int Bk R plO S	'23 3750w	A Livingston a an arthur book interesting rapid tense	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	-i Lit R	p589 Jl 28 '23 420w	Allan American Blasco Ibanez's In Nevins The To We a above and and artistry at best book by colors conception crafts- cuts demand door florid have high intellectual is is knock learned manship more not nothing novel of pace probably rattling recommend satisfactory sentiment several stimulation—well story style subtlety than the the the they this those those thrillers time to to want who who	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	NY Times	p!9 Jl 29 '23 1450w	'The It Take Temptress' apart arouse as entertaining from is it may may mind nn not novel or questions reader's the the which will within you	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	NY Tribune	p22 Ag 5 '23 lOOOw	Ibanez Isabel Paterson The When a a and and and be book circumstances comes flaw folks has his hollow humble in in is it knack landscapes makes merit more of only other personage realism seem simple spectacular tawdry the to unforced what which would	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	N Y World pfie Ag	5 '23 850w	'Ibanez 'The American Ibanez Nevertheless Ruth Snyder Temptress' We advertisement agree an as at attempt be been best.' cannot for for has he heralded his is much name new of of quality readers said seems sufficient the there this to to vivid whose	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
BLASCO IBANEZ, VICENTE.	Temptress (La tierra de todos); a.uth.	47	2.0	tr. by Leo Onjjley. 405p Uutton	-\ Outlook	134:676 Ag 23 '23 270w	'The 49 American D Four Horsemen.' R South The The Townsend and and author's background best brought decidedly even execution from great his hooks inferior is is is it literary none not novel of of of of one out standpoint story success the the the them to to unusual well	6730	3.38727569331	6	4	10	blasco + iv + temptress	1.765366980475027
ABBOTT, MRS JANE LUDLOW (DRAKE).	Minglestreams.	1	1.75	320p Lippincott	Boston Transcript	p4 Je 6 '23 540w	Adiron- Appletree Appletree Browning Girard Hester Inn Inn Jill Jill John Paris—whom They a a a a after against an and and and and and and as as back backbone both both choice circumstances class college dack.1? diplomat drags dutiful enterprise existence experiment fall family fate for for fortunate fresh from from graduation grandmother had has her her her her hester him his his husband in in in in independence is is is it leading lost love man memory memory middle- not of of of out out over person—a picked promising rebel rescue returns so social spirit stress suitable that the the the the the the to took traditions turned turns under very when who wilds with woods year young	2080	3.4497009244199996	7	1	5	abbott + jl + minglestreams	1.6981460880352264
ABBOTT, MRS JANE LUDLOW (DRAKE).	Minglestreams.	1	1.75	320p Lippincott	Lit R	p016 Ag 18 '23 330w	'whole- (this Except Its The a ality—the and and and and are as atmosphere book chapters decidedly escaped for for girls— guardians in is is is is its known language last little of parents pitfall sentiment- setting simple some.' straightforward the the theme too typical unusual usually what	2080	3.4497009244199996	7	1	5	abbott + jl + minglestreams	1.6981460880352264
ABBOTT, MRS JANE LUDLOW (DRAKE).	Minglestreams.	1	1.75	320p Lippincott	-j- N Y Tribune	p20 Je 10 '23 600w	Edith Leighton This a a a affairs and cannot characters charming fail for freshness from in intended is is it meet of of of outlook people readers response story sympathy that the the the to whom with with written young	2080	3.4497009244199996	7	1	5	abbott + jl + minglestreams	1.6981460880352264
ABBOTT, MRS JANE LUDLOW (DRAKE).	Minglestreams.	1	1.75	320p Lippincott	-| NY World	p9e My 6 '23 600w	Abbott's Despite It Mrs Ruth Snvder a about all before certain characterizations close-up fact fairly good guess holds in interested is is last light long lust of one one outcome page potent probability reading romance spell that the the the the there this until which will	2080	3.4497009244199996	7	1	5	abbott + jl + minglestreams	1.6981460880352264
ABBOTT, MRS JANE LUDLOW (DRAKE).	Minglestreams.	1	1.75	320p Lippincott	Wis Lib Bui	19:443 O '23		2080	3.4497009244199996	7	1	5	abbott + jl + minglestreams	1.6981460880352264
DELEDDA. MME GRAZIA.	The mother; tr.	127	12.0	from the Italian by Mary G. Steegmann (Eng title The woman and the priest). 239p Mac- millan 23-16660	summary	summary	Aar Agnes Agnes Impose In In In In Is Is It Jealousy Paul Paul Paul Sardinia The The a a a a action all and and and and and and any as begins by church church church conflict conflicting days denial devoted dies drama emotions—ambi- end faith for for for for for for has her her her hill him his his his his honor in in is is its laws love love loved many mass mental most mother mother much of of of of of of of parish people; pieces place priest proves question remote right saying setting she she she so so son son soula space spiritual story strong struggle such suffers takes that that the the the the the the the the the the three tion to to to too torn two undoing upon village whether while whom within woman young	1340	3.82803153888	8	3	4	deledda + g + the mother	1.6118058363838657
DELEDDA. MME GRAZIA.	The mother; tr.	127	12.0	from the Italian by Mary G. Steegmann (Eng title The woman and the priest). 239p Mac- millan 23-16660	Lit R	P403 D 29 '23 600w	Booth E: Is Is It T The a a after afterthought analysis and and are artistic as begins book characters dubious economy enthusiasm fine inspires is it live made makes masterpiece novel of of one only realize same skill so subjected supererogation that that that the the the the the the to to to which whole with	1340	3.82803153888	8	3	4	deledda + g + the mother	1.6118058363838657
DELEDDA. MME GRAZIA.	The mother; tr.	127	12.0	from the Italian by Mary G. Steegmann (Eng title The woman and the priest). 239p Mac- millan 23-16660	N Y Times	p8 D 2 '23 720w	'The By Deledda Insight Mme Mother' a actual air almost an an and and been clarity drama epic exquisite fine given has have inevitability interpretation into little moves narrative of of of on precision purpose skillfully so that the the the to unchecked unfolding with worked workmanship	1340	3.82803153888	8	3	4	deledda + g + the mother	1.6118058363838657
DELEDDA. MME GRAZIA.	The mother; tr.	127	12.0	from the Italian by Mary G. Steegmann (Eng title The woman and the priest). 239p Mac- millan 23-16660	Outlook	135:642 D 12 '23 llOw	(a 129 D Intensity Is Is R The Townsend a and and and aroused but correct despair emotion here) human little make masterpiece much-abused of of passion poignant precisely psychology soundness story subject the the the the the tragic word	1340	3.82803153888	8	3	4	deledda + g + the mother	1.6118058363838657
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	summary	summary	American Anxiety British Budapest England England English Glory Heathcote Hungarian Insecure Jill Jill Jill Mordaunt Seeing She The There Vienna When a a a a a a a a about added adventuress affairs after- and and and and another appearance as at at attached awakening bartered be before belief bit came capital clerical company compromised conscience could could course current decided deliberately destroy difficulties employment ended expedient financial fling flotsam force foreigner future gayety get girl had had harmless her her her her her her her herself highest holiday in in in in in intended irresponsible left left life little lonely love loved man military mission no now of of of of of of on on one only other out own price rather resourceless returning she she she she she sister take temporary the the the the the the the the then this titled to to to to to to to tradition troubles war was was was was way when who whom whose with with with young	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Boston Transcript	p6 Jl 18 '23 420w	We a a author bald done good has how in it matter may no of piece recapitulation repellent seem the think work	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Lit R	p739 Je 2 '23 400w	The This and as as book central commonplace detail effect excellent general is it its its lift of of of of out problem quite rut the the the the treatment well	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Nation	116:G7C Je 6 '23 llOw		6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	N Y Times pll My	6 '23 550w	'Sweet A He It Moss's Mr Pepper' The a a a action allow and application are as characterization characters delightful exaggerate has him his his implicit in incidents is is is itself large makes naturalism naturalistic not novelist of or overlard part pleasing read sanity so story superfluous tale tell that that the the theories theories this thoroughly to to to to twist values virtue will wise with	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	"Moss will study a grammar."" Eva Goldbeck h N Y Tribune"	p27 My 13 '23 820w	But He His Moss's Mr Mr This a ability adequately an and and and and be be chiefly complexity developing due evident; failed failure first for has hence his hoped—but hoped—that incapacity is is is is is it it it it make mastering material more novel of organize potential powerful rather select subject synthesize than the theme this to to to to to to to	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	N Y World plOe Ap	29 '23 800w	'Sweet 'The Books Clean E Its Leaguer Letter' Osborn Pepper' Scarlet There W We a a a a akin although as attempt but classic daring daring daring distantly envy for frankly halt hawthorne in is is is is is it it its line marching mind not not of of of pages precisely regard sake sensation's should should state stated story story that that the the to to truth who with written	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	• h Sat R	135:154 F 3 '23 600w	  British Europe Gerald Gould He He Is Moss Mr The The Tziganes a a a a a absence adequate alleged always an and and and can cloud comic considerable continent corrupts create do element engaging envelops eye fluent foreigner has haunting help her her heroine his illusion; in in incidental intoxication introduce knowledge motive music necessary not of of of of of of of of only opera plain pretty sense sights situation stolid story strange style such surrounds that the the the the the the the they to to to unrealities unreality weakness which wit with wraps write	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Spec	130:412 Mr 10 '23 850w	  Moss Mr One's Pepper Sweet a an an and and but character characteristic chief conclusion creation do does enjoyable extraordinary first has have he his human in is is meticulously much net not novel of of one original power promising rarer reproduces reproducing say speecn: summed than that that that the thing up vice virtue way we we when	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	introd. by James Harvey Robinson.	283p J4	MOTHER'S a an letters schoolmaster; to with	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Booklist	20:42 N '23	'Activities 366 372 Education In In Interesting It Knopf Peter Peter Peter Peter The The a a a a a a a a a a accustomed adult aged also and arranged barter be because behavior book busy by can chapter chart charts child child's children city civilization clothing concluding contains declined derives detailed education education ete familiar finding floor food for for from from gives go haa had he her her her him himself idea including is it just learn letters life like mapped mother mother mother's naturally of of of of of of of of of of or out out outlines picture plan plan plan play play principal program public public real remodelled school school school school seven she shelter should so so some son sound symbols talks terms that that that the the the the the the things think thinking thinks to to to to was which with with withdrawn	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Boston Transcript pi Je	2 '23 250\v	Intelligent Is This a a and and authorship bear book but highly ingenious is letters most of of personality real series stamp the thought-provoking which whose withheld	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Cleveland	p75 S '23 Educ R 66:243 N '23 550w		6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Ind	110:378 Je a '23 lOOOw	Franklin He I M by vie wed	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	Lit R	p304 D 1 '23 GOOw	1 Kandel L Reviewed by	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	h New Repub	35:302 Ag 8 '23 800w	A Lima While and as as blind brilliant childhood de educational existing fashioned her her hidebound in indictment is is most needs of of often old order proposed real school sincere substitute the the the the to undoubtedly writer	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
MOSS. GEOFFREY.	Sweet pepper.	364	2.0	406p Dutton 23-8481	N Y World	p7e My 27 '23' 1300\v	K Osborn Questions She She To To W With af- all and and and and and and appeal argues as boy brought communities complexion conservative drawn educational fads fairs fancies far for force from future goes have heart her her her home illustrates initial into issues life living may mind mother near o?i of of of of of plans presents progressive prompter proposals rights school so specifications take the the the the the the the the the they thought to urges very which widely will with wrongs •	6270	3.46852153948	9	7	18	moss + g + sweet pepper	1.8621868201079652
