bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	Lit R	p503 Mr 18 '22 780w	  'The Amy Ap Beresford's Garvice Hartling,' Kenyon Loveman Mr The The a and and artistry as book carry complications consummate description despite despite diction exquisite good himself his his his incident its its lack limpid makes merits method more most nearly not novel of of of of of of of of portend portrayal primary prisoners simplicity skill so striking subtlety than the the tlie unconvincingness without	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	Nation and Ath	31:24 Ap 1 '22 1600w	And Beresford But In J M Mr Murry Once There a a a about and at be become begun bitter book can end escaping except from good has has is is is it it it it it least no nothing only pastime pure read say simple so story story-teller that the this through to to very we	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	New Repub	31:141 Je 28 '22 lOOw		5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	•i New Statesman	18:678 Mr 18 '22 190w	An As Beresfora Ingenious Is Its Mr Rebecca The West a among be be best book book books cannot construction counted dry exceedingly except has his his idea ingenious intellectual is no not observing occasion of of on original out pleasure pleasure quite round style sucked that the the there this this to trouble unleashed written	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	N Y Time* pll Mr	19 '22 620w	'The Field Hartling' In Kenyons L M Prisoners a a a an and and and and and and are artistry as characterization development distinction exceptional group handling has in in individually interest is novel novel of of of por- proportion reality restraint sense shows style that the the the trayal values various which	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	Pittsburgh Mo Bui	27:260 Je '22		5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	Sat R	133:446 Ap 29 '22 200w	Beresford's It Mr accustomed and economy his is mastery material of of style told with	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	Spec	128:309 Mr 11 '22 B60w	'The Hartling Hartling' Having Idea In London Prisoners The a a a acknowledge admirably admirably all and and and and are as at be book characters circumstances cleverly conceived conditions contrived country- differentiation executed full- has house intolerable is is is is its length luxurious made may motive near novel of of of of of of originality out picture presentation protest quite same slight spite that the the the the the the the their theme this though to too we well-written worked worthy	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	Springf'd Republican plSa Ap	23 '22 500w	'Revolution' 'The B Beresford's Comedy,' Dutton G: Is Is Jacob Jervalse Mr Stahl The The a and and attains author best direction distinct finish headed if immediate improvement in is it it its lacks never nevertheless not novel of of predecessor quite right sparkle substance the the the the trilogy upon	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	The Times [London! Lit Sup	p!39 Mr 2 '22 460w	Beresford Beresford's But Improbability Is Kenyon's Mr Mr Mr a about action advantage always and behind carefully cases character construction crowd delineation effective finished grouping has he his his his in is limpid loses more normal of of of of of prison-house shut so special stone strain style that the the the the the the there unusual wall whole with world	5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
BERESFORD. JOHN DAVYS.	Prisoners of Hartllng.	43	1.75	273p Macmillan [7s 6d Col-	WIs Lib Bui	18:216 O '22		5740	3.27756076389	1	11	16	beresford + jd + prisoners of hartling	1.9607922839695784
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	Bookm	56:215 O '22 400w	"1 In In Is J2-187S2 Kngllshman Macmillnn The This Timos a achievement adventures along and and and and and and arrangement at author beginning boy's business character character concerned dealing detail detailing detnil dramatic especially excellent final first following for for from get giving has highest him his his his his his hut in in into invention is it it last life life love marriage material much narrative.""—N novel of of of of of order p.nd picturing quality school school selective sense shown storv success the the the the the the the the then there third to to told values with with with with with year young"	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	Transcript	p4 Ag 5 '22 IGOOw	A B F a contribution d dissection of personality record the to unique valuable	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	_ Nation and Ath	31:24 Ap 1 '22 700w	'Doesn't If Mrs Swinburne Watts-Dunton about alternately amusing and and and and angry asks: at been before dips dropped dyes has he he he he her hilariously him husband's in influence into is look mildly nice?' nonsense now of of or out pathetically picks pink ridiculous suggestions the tub tubs were which white	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	New Statesman	18:732 Ap 1 '22 1800\v		5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	"'"" R' +IONrrY Times"	p5 Ag 20 '22 3250w	And English HI Its Mr- Pines She Swinburne Swinburne The Watts-Dunton Watts-Dunton a a advancing all always and and and as at attempt beauty best biography book boyish but by critical daily debt distilled either emerges essence evaluation exquisitely extraordinary fascination for friendship from has has her her her his hook in in intimate is is life lovers made man memorable no of of of of of or our perhaps placed poetry portrait preserving record tender the the the this through touching what writing years	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	Outlook 132:l.r,8 S	27 '22 14FiOw	Dun Except Gorman H Here It Mrs S Watts a although an and anecdotes be certain chapter ciuite days does except for fumbles height honest hook in inconsequentialitles interest inveterate is itself last makes manifest minor n new nothing number of of of poet's poignancy rather reach recording sentimentality she she some the the the there through throughout to ton's touching volume which	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	St Louis	20:251 O '22		5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	Boston Transcript	p5 D 13 '22 1000\v	The a a account and and been book book by could days: genuine happy have is of only simple truthful unassuming which written	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	h Dial	74:209 F '23 90w	  Dickens: Itv Roland Roland The Whately Whately's a a and book but class class— convincing corresponding displays doddering facil- father gift glibness in invention is is is it lacks laughable middle middle not novel of of of of of pathetic popular proverbially quite reminiscent rest that the the theme treatment upper which words writer: •i'character	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	Int Bk R	p61 D '22 42flw		5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	Lit R	p274 D 2 '22 330w	Finally His Mr Waugh's a a above adjust all and and as book by class conclusion confounded equipment expeditiously for frustrated gloom harps he he his his his honeymoon how in is is knowledge lack life little marries mental new of on out petered predicts protagonist sense should shows soon taciturn that the things this to to understands vague vanity very	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	nature.	11 sense of the general dreariness of	All Impression Not The They a a a alive and and and and and and and are are are both cad characters clear conceived consequence creations deal delicacy desplcableness even good hero however human inherently interesting is is jtv leaves life much of of of of of of one out portrayed reader real rutil- saddening slight stand story strength strong that the the the the the them they those upon very vividly with	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	things^ N ^ ^^^	^5 N 12 ,22 55Qw		5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	-I NY Tribune plO N	26 '22 300w	In Is Is Iv Roland Then We We Whately about about abruptly affair? an and and and are as as average become being character class close come difficulties englishman even ever expect fair- fall favor few genuinely have he him him him his his however human in interesting is it leave leave lot love middle naturally nsrv of of of of ordi- pursue reasonable see seem something sorry successes tenor that that the the the the the the through to to to to to to to upper way we we when would	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
WAUGH, ALEC.	Roland WTiately.	559	2.0	342r>	j- Springf'd Republican	p7a D 17 '22 360w	Is It and attractive be but color deftly designed gayety gracefully much of sure to without	5260	3.18310185185	2	2	15	waugh + a + roland whately	1.5535303263894025
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Booklist	19:88 D '22	22-182!^ Cable Gordon Gordon Gordon's His Iw Madge Madge Madge Other The The The The Their \Vhile a a abdicate actress ajid all an and and and and and are are arrive at at bachelor barriers be be be bedside before biggc-r but but by by calls caught claims come constantly daily death delirium down dream dreams existences extremely fair give gone had had had he heightened her her her his his his his in inheritance interest into is is is known lan least let lies lies lips longings man millions millions naked name ness new of of of of of of of on on others point possibilities prejudices presence proves recovers relatives relatives relatives resent revealed right self she sick side sister situation soar something souls struggles summoned supposed tense- than the the the the the the the their their their they to to to to to to to trail uncertain unconscious uninvited vision way wealth while who whose worth	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Bookm	56:492 D '22 250w	A Altogether J: V Weaver a and constructed interesting psychological study very well well written	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Cleveland	p84 N '22		3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	h Dial	73:680 D '22 90w	As Mr Poole a a a about absorbed allowed and and artistic become but consequently credible: degree display dwindling edged excellence freely greater has have have he he higher himself his his his ideas in in is it it lost make moved narrative neglected notches of of of people plastered power projected quite restraint satire scale seemingly self-fulfilment several shrewdly so so swiftly that that the the theme they to to underlining vitality with would	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Ind	109:350 D 9 '22 420w	Boynton H Reviewed \V by	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Int Bk R	p58 Ja '23 4iOw	'Millions' 'The :\( Hiirhor,1 a a an and and as breakfast but character every excellent family great in is is is it it natural not novel ns of on own piece scale smaller table the true us us workmanship your	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Lit R	p340 D 23 '22 400w	If a a and conceived excellently is is it lold parable parable tale the	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Nation	115:504 N 8 '22 240w	'nice' He In It J Krutch Mr Poole W a a achieve and as be beauty because books but certain falls good here his his in inadequacy is is little of other robust short spiritual strong theme to to too too vision	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	New Repub	32:202 O IS '22 120w	Mr Poole better better—and done has nothing nothing promises that	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	"""+ '— N Y Times"	p!4 S 24 '22 820w	<\nd L Mr Poole R The There a absent accomplished and and are art art balance be character creditable cynic; deftness development earnestness fine finely from highly his his his however in in incident interest ironist is is is is is it its long moral neither nor not noted novel of of of of precision progressive qualities qualities relax revelation sentimentality slightly sustained that the the the theme these this through to upon weighing with work	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	N Y Tribune	p9 O 22 '22 400w		3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Outlook	132:253 O 11 '22 270w	433 D Its R The The Townsend and book has interests is its one reality simplicity singularly strength tensity theme very	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Sprlngf'd Republican	p6a D 3 '22 2oOw	(o Add Just One a a abundant affords and and and becomes book coming direct each effective evident explanation far follow have ihat incident is more narrational objective of of pleasure promptly read recounting satisfaction sentences significance simple situation style telling that the the the the this this through to upon will without you	3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
POOLE, ERNEST.	Millions.	431	1.75	279p Macniil-	Wis Lib Bui	18:275 D '22		3060	3.6440972222199997	3	7	14	poole + e + millions	1.7328540302619224
NEWTON, WILFRID DOUGLAS.	Double crossed.	388	1.75	294p II (7s 6d) Appleton	summary	summary	Canada Canada Canadian Clement Gunning Heloise Heloise Heloise Helolse's Henry Implores In Is Is Is Journey Keys Meduse Seadon Seadon Seadon Smith Very a a a all and and and and answer are astonished boat breathless but by by cabin call can chief closes companion conspirators decides determined do ends entreaties er-do-well even events excited exciting feels for for for from gang girl girlish go happen he he he heiress her her her him him his his in indeed into is is is is laid lawyer learns little little love man man manages marriage marry men.ory ne of of of of of on once one over own planning pretty protect reach rushes s sailing same save she snares so story supposed sure suspicious that the the the the the the the the the the the their their they things thru to to to to to to to to to traveling use victim villains watch when when which who who wilds with young	250	3.7152777777800003	4	3	5	newton + wd + double crossed	1.9257075672174309
NEWTON, WILFRID DOUGLAS.	Double crossed.	388	1.75	294p II (7s 6d) Appleton	Boston Transcript	p4 Ap 12 '22 17Uw	Is It Joins Mr Neuburg and and and and ardent at but carefully chase directly forgets galloping halts his impossibility in it keeps makes mentally moving no notorious of of pace pals playmates reader readily the the the the thing throughout until weary whole written	250	3.7152777777800003	4	3	5	newton + wd + double crossed	1.9257075672174309
NEWTON, WILFRID DOUGLAS.	Double crossed.	388	1.75	294p II (7s 6d) Appleton	Lit R	p609 Ap 22 '22 70w	A Interest and early excited rapid-fire story.with sustained well	250	3.7152777777800003	4	3	5	newton + wd + double crossed	1.9257075672174309
NEWTON, WILFRID DOUGLAS.	Double crossed.	388	1.75	294p II (7s 6d) Appleton	N Y Times	p9 Ap 30 '22 80w	An Mr Newton adventure and excellently handled is know of of one recipes tale their those well who writers written	250	3.7152777777800003	4	3	5	newton + wd + double crossed	1.9257075672174309
NEWTON, WILFRID DOUGLAS.	Double crossed.	388	1.75	294p II (7s 6d) Appleton	The Times [London] Lit Sup	p294 My 4 '22 80w		250	3.7152777777800003	4	3	5	newton + wd + double crossed	1.9257075672174309
BERGENGREN. RALPH WILHELM ALEXIS. a	Gentlemen all and merry companions.	44	2.0	247p Brimmer .	summary	summary	All Cape Contents: Dead Delilah; Eight England Fannie: His In Jonathan Man's Mehitabel Mehitabel: New Nonesuch The The The Then These With a a about adventures all all and and and and appropriated are are back bad becalmed begin bored breeze can capture chairs— comfortably conjugate cranberry day death eye: farm father's fierce first first for forces friend from girls; glue goes her hut idol's in inn; island island love man; men merry missionary none north now of of of of of on on on pirate pirate pirates queen read reigns rest rocking safely sail scholars schoolma'am seated short society—but stirring stories story strategy ten ten tfike that the the the the the the the the the the the them them they they to to to to true; until verb war well wins youngest	1420	3.85763888889	5	4	5	bergengren + r + gentlemen all and merry companions	1.7739894926408106
BERGENGREN. RALPH WILHELM ALEXIS. a	Gentlemen all and merry companions.	44	2.0	247p Brimmer .	Boston Transcript	p4 D 13 '22 4GOw	'hinds; Captain Deep G H Kldd L The a ages all all and and are companions delight find gentlemen hook humor influence interwoven into keen knowledge merry nonsense of of of perfect readers refining sail set so that the them these this to unquestionably whole will will with with	1420	3.85763888889	5	4	5	bergengren + r + gentlemen all and merry companions	1.7739894926408106
BERGENGREN. RALPH WILHELM ALEXIS. a	Gentlemen all and merry companions.	44	2.0	247p Brimmer .	Lit R	I>335 D 23 '22 720w	'The And Bal- Barrie's Benet Bergengren's Bergengron'a Captain H Hook John K Mr Mr Sloan These They They W: after and and and arc are are buccaneer by chanties childish delicious devotees endearingly engaging enjoyed found hankering has higher hook illustrator in in interspersed is is its kin lads.' liab lie most most most musingly narrated of of perfect pirates quite songs style the the their things to which will	1420	3.85763888889	5	4	5	bergengren + r + gentlemen all and merry companions	1.7739894926408106
BERGENGREN. RALPH WILHELM ALEXIS. a	Gentlemen all and merry companions.	44	2.0	247p Brimmer .	N Y Times	p!4 D 17 '22 380w	'pretend Bergengren's Burdened In Knlph These a a a a adventurers are are are as as as be by class crew crime ever forced gentlemen luckless merry of or or pirates plank scut- ship the themselves these they tled to to victim walk with	1420	3.85763888889	5	4	5	bergengren + r + gentlemen all and merry companions	1.7739894926408106
BERGENGREN. RALPH WILHELM ALEXIS. a	Gentlemen all and merry companions.	44	2.0	247p Brimmer .	Sprlngfd Republican	p7a F 4 '23 300w	Bergengren His John Mr Sloan's The a and and and are are bit book but chanties childishness chronicle enjoyable excellent has has he his humor illusion illustrations impossible ingredient is last made makes most naivete not not of of of overworked patently pirates qualities sing splendid sustains that the the the the the the the they thoroughly writing	1420	3.85763888889	5	4	5	bergengren + r + gentlemen all and merry companions	1.7739894926408106
SUTPHEN, WILLIAM GILBERT VAN TAS- SEL.	In jeopardy.	517	1.9	300p Harper	summary	summary	"An Colonial Hildebrand Hildebrand Hugh Hundred It It June Maryland No Northern Now The Tribune WHS Y a a a an an an ancestral and and and aristocratic around awful be been but but came case center chance crown curse doubt during each especially family fatal find gradually grant great had hastily have have have him his history home if in in in is it it it.""—N its its knew last latter; learned lingered lit month mystery no nothing of of of of of of of old onto or out owners pity place purchaser? race reward scion seat shoes some some sort stood story— that that the the the the the the there there through to to to to took trying unsuspecting until upon was was was went what which who why wished would would would would year you you you"	1010	3.3587962963	6	2	6	sutphen + wg + van t. in jeopardy	0.9221201018344112
SUTPHEN, WILLIAM GILBERT VAN TAS- SEL.	In jeopardy.	517	1.9	300p Harper	h Lit R pl!2 O	14 '22 250w	The all allowed are bul denouement elements exciting exercise first his in ingenuity is is its narrated not on person reader riddle story subordinated the the the the theme to to unpleasantly until which	1010	3.3587962963	6	2	6	sutphen + wg + van t. in jeopardy	0.9221201018344112
SUTPHEN, WILLIAM GILBERT VAN TAS- SEL.	In jeopardy.	517	1.9	300p Harper	N Y Times sec7:6 O	1 '22 400w	Mr Sutphen The all and appeared conceptions credit deserves excellent fiction for have in is lethal most mysterious mystery of one power some that the tho time	1010	3.3587962963	6	2	6	sutphen + wg + van t. in jeopardy	0.9221201018344112
SUTPHEN, WILLIAM GILBERT VAN TAS- SEL.	In jeopardy.	517	1.9	300p Harper	NY Tribune pS O	1 '22 150w	Everything Isabel Paterson about agency and and death except excusable is is is it motivated of perhaps plausible quite so story that the this weird well	1010	3.3587962963	6	2	6	sutphen + wg + van t. in jeopardy	0.9221201018344112
SUTPHEN, WILLIAM GILBERT VAN TAS- SEL.	In jeopardy.	517	1.9	300p Harper	Springf'd Republican	"p7a Ja 14 ""23 190w"		1010	3.3587962963	6	2	6	sutphen + wg + van t. in jeopardy	0.9221201018344112
SUTPHEN, WILLIAM GILBERT VAN TAS- SEL.	In jeopardy.	517	1.9	300p Harper	Wis Lib Bui	18:275 D '22		1010	3.3587962963	6	2	6	sutphen + wg + van t. in jeopardy	0.9221201018344112
NEXO, MARTIN ANDERSEN.	Ditte: towards the stars; tr.	388	0.0	by Asia and Rowland Kenney. 2CS|) J2 Holl [7s Gd Heinemann] 22-20733	Booklist	19:87 D '22	Ditte Ditte Ditte's Ditte's Dltte Exquisite Insight Little Mother Peter She The The When a a abandoned about account all alone and and and and as baby become been beyond beyond breaks care children children children coal constitution dies during excessive exhausted flags foisted for for for for foster have he heart her her her her herself himself his horror however human human in in is is is killed kindness long most mother never nnd now of of of of of oldest on orphan others own penniless picking privation railroad relieve sacrifices sacrifices she story strength sympathetic takes tale tenderness that the the the the the the the third to to to toil touches towards track trilogy turn two up upon which while wise with wretch years	2110	3.4915674603199993	7	2	7	DISCARD: nex« + mad + : towards the stars. 	1.100499319094873
NEXO, MARTIN ANDERSEN.	Ditte: towards the stars; tr.	388	0.0	by Asia and Rowland Kenney. 2CS|) J2 Holl [7s Gd Heinemann] 22-20733	Boston Transcript	p7 N 2!» '22 lOOOw	A But D Ditte's Ditte's In Li Mann There We Yet absent all almost are beauty beauty beauty beget begotten being books childhood come expect from from from in in is is kindliness life life like like line.ss loveliness makes nmrvel no nothing of of of of on or or reading seldom sense should softness strangeness surroundings that the there these three to unlove- us we when wonder	2110	3.4915674603199993	7	2	7	DISCARD: nex« + mad + : towards the stars. 	1.100499319094873
NEXO, MARTIN ANDERSEN.	Ditte: towards the stars; tr.	388	0.0	by Asia and Rowland Kenney. 2CS|) J2 Holl [7s Gd Heinemann] 22-20733	Ind 109:38!) D	23 '22 S50w	Hoynton II Reviewed W by	2110	3.4915674603199993	7	2	7	DISCARD: nex« + mad + : towards the stars. 	1.100499319094873
NEXO, MARTIN ANDERSEN.	Ditte: towards the stars; tr.	388	0.0	by Asia and Rowland Kenney. 2CS|) J2 Holl [7s Gd Heinemann] 22-20733	-I Lit R	p287 D 9 '22 lOOOw	And Bjorkman But Edwin I In Is Jacohsen Nexo Pontoppldan This a a a a after although an and another architectural as at bad be big colloquial course developed dishonesty down exactness fear free from good-humored has has he he highly his impressiveness in in incislveness instrument is its language least lost mechanism modulation musical must no of of of of of of of one or out outright perfected piece producing purposes put ranks scientific serves slums streets style style stylist that that the the the the the the the the time translation unfortunately which while with with work wrought	2110	3.4915674603199993	7	2	7	DISCARD: nex« + mad + : towards the stars. 	1.100499319094873
NEXO, MARTIN ANDERSEN.	Ditte: towards the stars; tr.	388	0.0	by Asia and Rowland Kenney. 2CS|) J2 Holl [7s Gd Heinemann] 22-20733	Nation 115:sup626 D	6 '22 520w	Around Ditte Is It J Krutrh Nex5 Sociology The W an an and and and and and are arguments as as assume attack balanced based because but central characters constitutes constitutes depravity dignity dignity drama fact figure full-blooded gives goodness greatness has he his human humanity humble humnn if in is is is it it life like magnificent magnificently makes much nnd not of of of only picturing powerful presented privilege real reality relenting revolve runs sentimentality so social succeeded system the the the the the the the the the the this this to trilogy undercurrent upon upon which which which whole whole without without work work work's you	2110	3.4915674603199993	7	2	7	DISCARD: nex« + mad + : towards the stars. 	1.100499319094873
NEXO, MARTIN ANDERSEN.	Ditte: towards the stars; tr.	388	0.0	by Asia and Rowland Kenney. 2CS|) J2 Holl [7s Gd Heinemann] 22-20733	N Y Times	p27 N 19 '22 600w	390 But He Nex8 a always always and and are at be because because before best boggles clear detail does fatal he he he heart his his his how human if in in is is is it it life make make matter may mi- mistake necessary necessary nice no no not of of of offensive offensive only picture picture prefers presentation reader realist senses spreading that that that the the the the them them them they things tigates to to to true uses vision way with	2110	3.4915674603199993	7	2	7	DISCARD: nex« + mad + : towards the stars. 	1.100499319094873
