bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	N Y World pllm F	9 '30 480w	Fuller M O Reviewed by	4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	Outlook	154:148 Ja 22 '30 250w	F L Robbing The a all an and and and and and book by character criticism deep ease enjoy finish gracious human human illuminated is novel of of old-fashioned personality recommended relations restraint rich social to understanding warm who wise with written	4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	Pratt	p40 summer '30		4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	-| Sat R	149:144 F 1 'SO 800w	(and About Hartley Home.' Instincts Is Is Is It It Jameson L Miss P The Their Voyage a abiding against always and are as book book) but calls defect defect emo- enough for have her her home—of indifferent influence irresponsible; is neutral never not of of of one operates or or people pleasure rather read; sense solidity something stable such than that the the the the the them these they they through tions—is to too weak which whole	4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	Sat R of Lit	6:880 Mr 29 '30 430w	'The 'The But Home' Is It It It It; Lovely Ship,' Voyage a a a a a a a act act act and and and anxious be be between book called cannot complete confident conquest first follow from gives hope is it it last makes masculine most of of of of one one picture point precedes present read reconciliation; second seen self-contained society that that the the the to to transition unique valuable view which which will will woman's work	4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	Spec	144:173 F 1 '30 200w	An Pritchett S V and but by cool efficient entertaining far novel too well-written	4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
JAMESON, STORM (MRS GUY CHAPMAN).	Voyage home.	538	2.5	296p Knopf [7s 6d Heine- mannj 30-2679	Times [London] Lit Sup	p76 Ja 30 '30 420w		4740	3.3261979089200002	1	6	14	jameson + s + voyage home	1.5460935623268113
FLETCHER, JOSEPH SMITH.	Behind the monocle, and other stories.	358	1.0	312p Double-	summary	summary	Twenty-one adventure and mystery of romance tales	320	3.6604231703099996	2	2	4	fletcher + js + behind the monocle	2.047298812277271
FLETCHER, JOSEPH SMITH.	Behind the monocle, and other stories.	358	1.0	312p Double-	Books plO Jl	6 '30 150w	Cuppy Fletcherian Lively Will and and and and appear be best country- dean's flavor fun good—and high in interesting is low manner most of of of proper quiet recent short side stories tales the the the thrills to town very vintage which with	320	3.6604231703099996	2	2	4	fletcher + js + behind the monocle	2.047298812277271
FLETCHER, JOSEPH SMITH.	Behind the monocle, and other stories.	358	1.0	312p Double-	h N Y Times plS Jl	13 '30 ISOw	Fletcher Mr all along and appears author finish for his ideas is nicely of of one opens out primed proper run sort speeds stories the the them then to well when	320	3.6604231703099996	2	2	4	fletcher + js + behind the monocle	2.047298812277271
FLETCHER, JOSEPH SMITH.	Behind the monocle, and other stories.	358	1.0	312p Double-	Springf'd Republican	p5e Ag 10 '30 150w	Those and book detective find fore good in like of plenty short snappy stories their this who will	320	3.6604231703099996	2	2	4	fletcher + js + behind the monocle	2.047298812277271
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	Booklist	27:106 N '30 Bookm 72:xxiv O '30 50w	"Chan Charlie Chinese Duff Francisco.""—Outlook Inspector Inspector San a a a along and assistants been by conducted criminal criminal delivers detective from gun has his his in in investigation murder notches of of one other over party party personally police reaches recent round-the-world said shot takes the the the the three to when who with with"	850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	Books	p!2 S 21 '30 200w	Cuppy Reviewed Will by	850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	N Y Evening Post	p4d O 11 '30 IBOw	Dashiell Hammett Reviewed by	850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	N Y World	p3e O 12 '30 120w	Beckwith C E Reviewed by	850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	Outlook	156:196 O 1 '30 120w	Brooks It's R W all an and book entertaining exciting the through way	850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	Pittsburgh Mo Bui	25:70 O '30 Sat R of Lit 7:511 Ja 3 '31 150w		850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
BIGGERS, EARL DERR.	Charlie Chan carries on.	90	2.0	334p Bobbs	Springf'd Republican	p7e S 28 '30 200w		850	3.4178682919599996	3	1	7	bisters + ed + charlie chan carries on	1.686065815162986
FLETCHER, JOSEPH SMITH.	Borgia cabinet.	358	2.0	259 p Knopf	Booklist	26:235 Mr '30	"Aldersyke All Charles Countess Hertfordshire; In In Manor Sir Stan- Verrlngham's a a about and as as astonishing at certain concerned could desire.""—Books diamond disappearance ending gentry hanging in more most neat necklace of of of of past poisoning scandals the the the the the the well whole will you"	430	3.83021158515	4	3	4	fletcher + js + borgia cabinet	1.9257075672174309
FLETCHER, JOSEPH SMITH.	Borgia cabinet.	358	2.0	259 p Knopf	Books pi	8 Ja 19 '30 150w	A Cuppy Fletcher In Will and dean's efforts flavor flrst-class found generally mature more quality readable the the vintage with	430	3.83021158515	4	3	4	fletcher + js + borgia cabinet	1.9257075672174309
FLETCHER, JOSEPH SMITH.	Borgia cabinet.	358	2.0	259 p Knopf	N Y Times	p28 F 23 '30 150w	The absorbing and baffling is story sufficiently	430	3.83021158515	4	3	4	fletcher + js + borgia cabinet	1.9257075672174309
FLETCHER, JOSEPH SMITH.	Borgia cabinet.	358	2.0	259 p Knopf	N Y World plOm F	2 '30 120w	Fletcher In Mr Out a a a and belongs briskly constructed detective dozen easily fiction forefront from has his last materials naturally of of of pen piece plot reads somewhat stole tale that that that the the thrillers unfolds	430	3.83021158515	4	3	4	fletcher + js + borgia cabinet	1.9257075672174309
CHAMBERLAIN, GEORGE AGNEW.	When beggars ride.	179	7.0	344p 6d) Putnam	summary	summary	1'rince Bols Boulogne Brent Her Herring Herring In Inner Instructing Invested It It Melancours Molly Mr Mr Nona Nona Nona Nona Pans a a and and and and back became bounced bring brought but came certain circle daughter de dinner direct disconcerningly encountered famous fell first followed from had hard her her her her his horseback husband'* in in international intrigue later like love matters millions mother mysterious name of of on on outside party place political ragamuffin reaching run ruthlessly she she she society's some succeeded take the the the thru to to to was was way when whom whom with with with	1000	3.54723089374	5	2	6	chamberlain + ga + when beggars ride	2.017971124680145
CHAMBERLAIN, GEORGE AGNEW.	When beggars ride.	179	7.0	344p 6d) Putnam	-•: Books	p!6 Je 22 '30 300w	'When Beggars If Ride' a along are at blown breezes by closely contrivance do enjoying find flight goes imagination imprac- it its its kiting look mechanical not of of or question source that the the tical to too venture whimsical will you you you	1000	3.54723089374	5	2	6	chamberlain + ga + when beggars ride	2.017971124680145
CHAMBERLAIN, GEORGE AGNEW.	When beggars ride.	179	7.0	344p 6d) Putnam	Boston Transcript	p2 Je 21 '30 450w	'real A B Brent Chamberlain's It Mr Mrs Nona One T albeit ambitious and and as at best character clearer conversation daughter dialogue drawing extremely found good her in in is is is is is it much novels novels' of only quip recall socially such tha that the there there times to well written	1000	3.54723089374	5	2	6	chamberlain + ga + when beggars ride	2.017971124680145
CHAMBERLAIN, GEORGE AGNEW.	When beggars ride.	179	7.0	344p 6d) Putnam	(- N Y Times	p9 My 18 '30 SOOw	'When Beggars Beginning If Ride' a a a a again and auspi- began ciously coming does down down ever ever from goes hill if is it like novel novel out petered pitched popularly promising situation sky-rocket steadily stick the this this with	1000	3.54723089374	5	2	6	chamberlain + ga + when beggars ride	2.017971124680145
CHAMBERLAIN, GEORGE AGNEW.	When beggars ride.	179	7.0	344p 6d) Putnam	Outlook	155:68 My 14 '30 lOOw	Amusing Brooks In R W an but by craftsman excellent great no opinion our shakes written	1000	3.54723089374	5	2	6	chamberlain + ga + when beggars ride	2.017971124680145
CHAMBERLAIN, GEORGE AGNEW.	When beggars ride.	179	7.0	344p 6d) Putnam	Times [London] Lit Sup	p577 Jl 10 '30 220w		1000	3.54723089374	5	2	6	chamberlain + ga + when beggars ride	2.017971124680145
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	summary	summary	An Arnold Arundel Benedict In In Indians Individual Is Maine Mallinson Mary Nason Nason Quebec Quebec Revolutionary Steven Steven's Young a a a acts against and and and and at been blunders bulk by captive dangers enterprise expedition expedition failure friend garrison girl goes hardships has has hazardous he hero heroism his historical house in in interest is its loves make narrative novel of of of of of of of of of on period personal recollections setting since southern spite story success taken the the the the the the the the the the the the the up very which with	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Booklist	26:282 Ap '30	'seems Illustration It There and and are be books but combination doubt find helpful many more new no of of on pretentious scriptural study study the the to will word words	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Books	p21 F 9 '30 700w	C Finger Its J We a a always another appearance as as away before brave erotic false for from has healthy is it it may must novels pendulum romance; see see sex shall sign silly so soon story swing swing swung that the the this thousand to told we well	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Boston Transcript	p2 Ja 25 '30 1850w	D L Mann Reviewed by	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Christian Science Monitor	p7 F 1 '30 850w	As Importance Maine Revolutionary a a a a a adventure and and as as book chronicle days fascinating full-blooded galfant heroic human in is memorial of of of special story this	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Cleveland Open Shelf	p80 My '30		5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	N Y Evening Post	p6m Ja 18 '30 GOOw	  ' 'Arundel' 'Sard 618- 889 And Arnold's Benedict Boyd Canadian Harker In In Is Masefield's Mr Much Revolutionary Roberts Thomas War a accurate advantage an and anything apparently as as characterization deals expedition first good good good half hardships has heroic humor inescapable its journey kind long make march more novel observation of of of of of of of of page piece representation since spirit taken than that the the the the the the there this times to vivid with writing year	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	N Y Times	p8 Ja 12 '30 650w	  'ArundeT American Kenneth Roberts a a a achievement—a an and and aroma belonging but capturing charm chief faint fine fragrance has have historical historical historical in indispensable is is lacked most notably novel novel novels of past really splendidly stirrins succeeded the the to which which	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	N Y World pllm Ja	26 '30 300w	B But Cooper F Fenimore Indian Is It J The a a amount an and and conventional decidedly done his humor is is knowledge lore manner mettle of of of of on ordinary originality out plot put telling that the the unusual vivacity with woodcraft would	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Sat R of Lit	6:1049 My 17 '30 480w	'Arundel,' 'Kenllworth,' 'Vanity Fair.' It It Quebec The The The There We a a a account almost and askance aspect at been book but days defeat definitely enough error especially especially extensiveness far fifths four from good good have interesting is is is is is is is it judgment length long longer look matter much necessary novel of of of of of of one one only pitiful rather seems seldom serious storming story story such than that the the the the these thing thing third though to too unsuccessful when with	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
ROBERTS, KENNETH LEWIS.	Arundel: be- •Ing the recollections of Steven Nason of Arundel, in the province of Maine, attached to the secret expedition led by Benedict Arnold against Quebec.	887	2.5	618p map	Springf'd Republican plO Ja	22 '30 300w	The and but does fortunate history hold in in interest is keep narrative not of of of order permits reading require sort spirit steady that that the the the thread to	5170	3.66212594204	6	7	11	roberts + kl + arundel	1.70027334142939
FLETCHER, JOSEPH SMITH.	Heaven-sent witness, and other stories.	358	2.0	305p Doubleday.	Bookm 71:xviii Jl	'30 50w	360 Twenty-one and and brilliant crimes dealing detective mystery romance short solution stories their with work	210	2.7736154468700005	7	2	3	fletcher + js + heaven-sent witness	2.0752651053540125
FLETCHER, JOSEPH SMITH.	Heaven-sent witness, and other stories.	358	2.0	305p Doubleday.	Books pU My	25 '30 150w	Cuppy Fletcher's Here In Mr Will a and cheese collection engaging faithful for is likable manner—bread most the	210	2.7736154468700005	7	2	3	fletcher + js + heaven-sent witness	2.0752651053540125
FLETCHER, JOSEPH SMITH.	Heaven-sent witness, and other stories.	358	2.0	305p Doubleday.	NY Times	p!7 Je 15 '30 lOOw	Even Fletcher's Mr Only The a and are are book crime deal detection detective few in in many mystery not of of of or other quality rather sorts standard stories stories tales the the them thin this to up usual various with	210	2.7736154468700005	7	2	3	fletcher + js + heaven-sent witness	2.0752651053540125
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	Books	p5 Ag 10 '30 770w	"Alan Chinese Chinese Emperor Evening Helen Her Houghton Huang Kuei-fel Ming Ming's N Post Priest Reviewed Scholartls] Tang Tartar Tartar The The Troy Y [30-23663] [6s a after ago and as audacity be been by chief's considered cord downfall dr.ving for for for from hanged have her herself hundred in la lady lover may misery mistress of of of of people rebels referred responsible royal silken some story succeeded suffered that.""— the the the the the the the the throne to to twenty-five wantonness when which who with years years"	2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	Boston Transcript	p2 Ag 27 '30 180w		2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	New Statesman	35:16 Ap 12 '30 350w	Her Meagher's Miss a a a a although and and are attached black book branch bright but craftsmanship crooked dangling fine-embroidered first gauze gold hair her is little locks materials not nothing of of of of of pair pear- practised published robe seems shoes silk silver that the this to tree worker	2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	N Y Evening Pott	p5a Ag 2 '30 150w	Ayscough Huang Kuei-fei's Meagher's Ming Miss Mrs T'ang T'ang With altogether and and are as author be being but civilization facts for for generally gone has has help her her historical into is life likely literature material of of of of period pleasurable precious rare she somewhat stories story story such the the the the the to used which	2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	N Y Times	p7 S 14 '30 450w		2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	Outlook	155:548 Ag 6 '30 lOOw	Chinese It a a dreamlike fantasy fragile is on theme	2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	Sat R of Lit	7:70 Ag 23 '30 300w	Chinese Chinese English Few H He Here Is Is K Western a analysis and aspect atmosphere be books caught civilization descriptive descriptive entangled find find found has has have he here: in in in in it it it languages literary mental meshes much never norton not of of of of of once or other picture poet-philosophers sensed so than that the the the their to truer volumes volumes who who will will	2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	Springf'd Republican	p7e O 19 '30 250w		2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
MEAGHER, MAUDE.	White Jade.	711	2.0	219p	Times [London] Lit Sup	p372 My 1 '30 200w	'The 'truths' Ayscough; CbU-1 English Everlasting In In Involved Is Is Is Its Mrs Not Po The The The This Wrong.' a a a abounds also an and and and and apart are as as author ballad been before book book by by by by clumsy collaborator competent composed considerable degree dialogue either expressions facetiousness first from from fuses given great has here hero his history in into is is knowledge legend literal literary many marred much of of of of of often or originality particular poem poet problems provided purpose real rendering same shows slangy special story style successfully such tackled talent that the the the the the the the the the the then these times to told translated two undertaking verge version very viewed weak when which who work	2660	3.54723089374	8	3	9	meagher + m + white jade	1.7977834328896962
FLETCHER, JOSEPH SMITH.	PerrU of the Cherry-trees.	359	2.0	305p Doubleday, Doran	Books pi?. My	11 '30 lOOw	A Yorkshire a and country district in love loyalty murder of place tale took which	510	3.54723089374	9	1	3	fletcher + js + ferris of the cherry-trees	1.7684949548049855
FLETCHER, JOSEPH SMITH.	PerrU of the Cherry-trees.	359	2.0	305p Doubleday, Doran	N Y Tlme«	p24 F 16 '30 320w	  Events The and and author bility blame book but but denouement deviates dialogue each fate follow from has himself humor implies in irrevoca- is its logical never never obtrudes of or other pungent; purpose restrained simple slightest the the the the the tragic while with wlstfulness	510	3.54723089374	9	1	3	fletcher + js + ferris of the cherry-trees	1.7684949548049855
FLETCHER, JOSEPH SMITH.	PerrU of the Cherry-trees.	359	2.0	305p Doubleday, Doran	-I NY World pllm F	9 '30 180w	Is Though a and and and are atmosphere bits characterization conflict dreary elemental emotions fine grasp in is of of old-fashioned prevailing really some sourly the there unerring vigorous which	510	3.54723089374	9	1	3	fletcher + js + ferris of the cherry-trees	1.7684949548049855
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	summary	summary	  A Africa Battling Champion Foreign French He He In Legion Marseilles Senegalese Slki South This With World a a a a adoringly an and and and around as bar based becomes begins challenges chance cheap coast continues deep eventually famous fear fights from from hanging harlem he he heroes him him him his his his his in in in in is kindness learns life life little loses love makes makes mean naked neither nigger nor novel of of of old on one outpost poor primitive prize-fighter prize-fighter protectress room she soldiers takes the the the the the the the them to to to touring village way where where where whites woman —Outlook	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Books pi My	18 '30 600w	  'Poor Angel Flores In In In Individu- Italian Marseilles New Nigger' Orio Paris Senegal The Vergani Vergani's Xe- York— a a a alized all and and and are attempted by by con- darkness deep evoked gro has has he heart his in interpreted jurers lens lines literary magnificently manner most novel of of often our persuasive soul spoiled succeeded superb task the the the they throbs writer young	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Boston Transcript	p2 Jl 2 '30 160w		5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	N Y Times	p8 Ap 6 '30 550w	  Is It It Just NVero The This a a a about another black book boxer compelling curiously dedicated defeat from hard impressionism is is is kind manner n not of of of portrait rather realism rocky sentimental soft story telling that the to to uneven varies	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	•J Outlook	155:104 My 21 '30 320w	If In Its Nevertheless Nigger Poor The The actual against ahly and and are as backgrounds been been characterizations dramatic end especially falls five ft had handled have intensely is is it its melodrama more moving novel of proli- reader rich set should simple sincerity so stir story strong the the thousand to told warm with words would	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Sat R of Lit	6:1061 My 24 '30 lOOOw	'The African American Basil Davenport Emperor George George Is Jones.' Jungle Latin Negroes Slgnor The This Vergani a a an an an an and and and appealing appealing are as atavisms barbaric best book but character course diluted enough ferocity for give give good has has him him him hurst in instead interesting into is is know leads literature more more more much much nature negro occasional of of of of of of of out psychology simpler simplicity sometimes straight than than than that that that that the the the the the the this this to to to too true uncontrollable utter vast very we wistfulness wit	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Springf'd Republican	p7e S 7 '30 150w	1071 Though and human hysterical is naive sincere story the	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Times [London] Lit Sup	p!04 F 6 '30 280w		5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Spec	145:732 N 15 '30 1450w	and being letters men more racy s spelt the the ueuer women's	5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
VERGANI, ORIO.	Poor nigger; tr.	1069	2.5	from the Italian by W. W. Hobson. 306p Bobbs	Times [Londonj Lit Sup	p911 N 6 '30 2000w		5530	3.42459243843	10	3	10	vergnnl + o + poor nigger	1.4694650184214009
