bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Terror in the town.	1948	2.0	219p MCKay 47-1338	Chicago Sun Book Week pll Mr	30 '47 70w	An and cliches detective farrago Inconceivably James more Mystery of of Sandoe silly story story the the unreal wild	1.0	2.8643851508099996	3	1	4	aarons + es + terror in the town	1.7749979850285698
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Terror in the town.	1948	2.0	219p MCKay 47-1338	N Y Times	p43 Mr 16 '47 150w	A and Anderson frightening Isaac story suspenseful	1.0	2.8643851508099996	3	1	4	aarons + es + terror in the town	1.7749979850285698
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Terror in the town.	1948	2.0	219p MCKay 47-1338	San Francisco Chronicle	p20 F 16 '47 60w	Anthony Boucher by Reviewed	1.0	2.8643851508099996	3	1	4	aarons + es + terror in the town	1.7749979850285698
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Terror in the town.	1948	2.0	219p MCKay 47-1338	Sat R of Lit	30:30 F 22 '47 40w	B Grade	1.0	2.8643851508099996	3	1	4	aarons + es + terror in the town	1.7749979850285698
BAROIN, JOHN FRANKLIN.	Last of Philip Banter.	44	2.5	19Sp Dodd	Chicago Sun Book Week	p8 F 23 '47 60w	a a about an and and cast decked excruciating ingenuity is is James Jerked Mystery on out psychiatric rather repellent Sandoe stage story tale terminology that The thrust wildly with		3.48584686775	4	0	6	bardin + jf + last of philip banter	1.8584651827665637
BAROIN, JOHN FRANKLIN.	Last of Philip Banter.	44	2.5	19Sp Dodd	N Y Herald Tribune Wkly Bk R	p!8 F	by Cuppy Reviewed Will		3.48584686775	4	0	6	bardin + jf + last of philip banter	1.8584651827665637
BAROIN, JOHN FRANKLIN.	Last of Philip Banter.	44	2.5	19Sp Dodd	N Y Times	p31 Mr 30 '47 200w			3.48584686775	4	0	6	bardin + jf + last of philip banter	1.8584651827665637
BAROIN, JOHN FRANKLIN.	Last of Philip Banter.	44	2.5	19Sp Dodd	New Yorker	23:99 F 22 '47 lOOw	'The All an author's but Deadly first improvement involved mystery over Percheron,' the very		3.48584686775	4	0	6	bardin + jf + last of philip banter	1.8584651827665637
BAROIN, JOHN FRANKLIN.	Last of Philip Banter.	44	2.5	19Sp Dodd	San Francisco Chronicle	p!4 Mr 2 '47	a all and Anthony bad book Boucher but but by characters dull good is lackadaisical make neither nor plain plotting Promising self-analysis start; verbose which		3.48584686775	4	0	6	bardin + jf + last of philip banter	1.8584651827665637
BAROIN, JOHN FRANKLIN.	Last of Philip Banter.	44	2.5	19Sp Dodd	Sat R of Lit	30:26 Mr 1 '47 40w	'detective' Actions characters despite doctor Even hold HOw interest lot neurotic nuts of of of padding pages palpable ponderous psychiatric seems slightly		3.48584686775	4	0	6	bardin + jf + last of philip banter	1.8584651827665637
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	Chicago Sun Book Week	p43 O 10 '47 20w	by Detective James Reviewed Sandoe story «,«,«	4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	Klrkus	15:446 Ag 15 '47 70w		4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	N Y Herald Tribune Wkly Bk R	p34	by Cuppy Reviewed Will	4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	N	16 '47 90w		4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	N Y Times	p40 O 5 '47 180w	Anderson by Isaac Reviewed	4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	New Yorker	23:112 O 4 '47 90w		4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	San Francisco Chronicle	p22 O 12 '47 130w	by D Doyle E Reviewed	4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
GARDNER, ERLE STANLEY.	Fools die on Fri- day, by A.	335	2.6	A. Fair [pseud]. 247p Morrow	Sat R of Lit	30:46 O 11 '47 50w		4.0	3.5501160092800004	5	1	8	gardner + bs + fools die on friday	1.7532412096956314
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	Booklist	43:242 Ap 1 '47	a a a a ability Age and and and and and as At at buried Cobb cold conquer considerable country describes designated died difficulties disease During During eight every family foreboding Freudian great guests himself his his hi» homo Hudson hundred In in in in inch is lasted lawyer lives man meet nearly New northeastern novel of of of of on part patent people proved Ruston snowfall starvation States story symbolism that that that the the the The the the the There thousand three time time time time to United used weeks York	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	Klrkus	16:42 Ja 15 '47 90w		4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	Nation	165:23 Jl 5 '47 660w	A and Diana estimable mature novel Trilling	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	New Repub	116:34 Ap 14 '47 260w	by Farrelly John Reviewed	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	-I NY Times	p5 Ap 13 '47 600w	    '47 'The 'The 13 900w a a a a action against almost an and and and and and Ap appurtenances are are are are as background be been Bk Bride But But but captivating catch-as-catch-can clear Cobb Cobb comes coming countenance Despite developed ear enjoys even excellent familiar faults few fine for forgives genuine good gradually Great Great gusto H had hammock hand handicaps handles has Herald him his his his his if Implied In in Integrated interest internal is is is Is Is Is is it it It its James left left life Mac- many may Mr much neglected not NY of of of of of of one or out out overcomes own pages painted painted painter pattern people performance plO portions portrait portrait portrait psyches purple-to-orchid R reader recommended reservations Robinson Ruston sadly sake sex skill Snow' Snow' so so some some soon startling stencils subconscious such such sufficiently Sugrue that that that The the the the the the The the the the their their them There these things Thomas to to Too trade Tribune understanding very warped what which with with with with Wkly	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	New Yorker	23:116 Ap 12 '47 170w	a a a about absorbing against all allegory almost An an and and as as as as battle chronicle forces has his human Is lighthanded living man's manners morals most Mr natural of of of or overwhelming people pleasantly read Robinson stress tale tense the this treatment under understanding well whether wit	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	San Francisco Chronicle	p!9 My 26 '47 120w	by Edith James Reviewed	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
ROBINSON, HENRY MORTON.	Great snow.	761	2.75	277p Simon & Schuster	Sat R of Lit	30:23 Ap 12 '47 800w	a a a abstractions and and and are as at burdened But carry controlled deliberate earnest firm Havlghurst Is is Is It it It not novel of our our peril plight quiet reading sense strains that This twilight Walter while winter you you	4.0	3.67865429234	6	3	8	robinson + hm + great snow	1.7977834328896962
MOODEY, MARION MCCOOK.	Here comes the peddler!	642	1.6	11. by Kyra Markham. [32p]	Horn Bk	23:442 N '47 220w	a a A ages and and brought by california came camp day dresses for for For girl gold-mining goods in In is It Jordan life M machine nine of old one peddler Pioneer Reviewed setting sewing Sixties sketches story ten that the the the the thing—a to twelve-year- when which wonderful	3.5	3.49150812065	7	2	5	Hathi: moodey marion mccook + here comes the peddler!	1.16
MOODEY, MARION MCCOOK.	Here comes the peddler!	642	1.6	11. by Kyra Markham. [32p]	Klrkus	15:464 S 1 '47 90w		3.5	3.49150812065	7	2	5	Hathi: moodey marion mccook + here comes the peddler!	1.16
MOODEY, MARION MCCOOK.	Here comes the peddler!	642	1.6	11. by Kyra Markham. [32p]	Library J	72:1474 O 15 '47 70w	  a absorbed accustomed After and becomes book by country's Elizabeth few for in is Italicized large libraries of of one our pages perfect picture print reader Recommended Sussdorff the the this this to yesterdays	3.5	3.49150812065	7	2	5	Hathi: moodey marion mccook + here comes the peddler!	1.16
MOODEY, MARION MCCOOK.	Here comes the peddler!	642	1.6	11. by Kyra Markham. [32p]	N Y Times	p37 N 2 '47 180w	10 7 a Contrasting deeper Ellen's gain girls H in K Lipp- lives living mann Mary modern of on perspective their to values will with years	3.5	3.49150812065	7	2	5	Hathi: moodey marion mccook + here comes the peddler!	1.16
MOODEY, MARION MCCOOK.	Here comes the peddler!	642	1.6	11. by Kyra Markham. [32p]	San Francisco Chronicle plO N	16 '47 250w	10 12 a about Alice alive and and and characters combined expressions faces for girls ham's have Kyra lovely make make Mark- Markham Miss Miss Moodey of old on story Taylor The the them to to touching very very warm years	3.5	3.49150812065	7	2	5	Hathi: moodey marion mccook + here comes the peddler!	1.16
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Cath World	166:237 D '47 170w	673 and author B black by children conquest drawings for for has Illustrated in is J large Mexico not of of of readers Reviewed sized softened story tale The the the the the tho Thompson told violence which white with younger	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Chicago Sun Book Week pin N	19 '47 80w	by King Martha Reviewed	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Commonweal	47:151 N 21 '47 50w	a and autumn book cortez Hernan In is Miss Ne.wcomb's near nowhere of of of pictures rhythm Rojankovsky's show story sweep the the the though way with written	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Horn Bk	23:435 N '47 120w	A by C Moore Reviewed	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Kirkus	15:506 S 15 '47 160w	A dramatic episode recounted vividly	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Library J	72:1383 O 1 '47 70w	Anttonen but by context distinguished Feodor for for illustrations J K kovsky not only Recommended Rojan-	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	N Y Herald Tribune Wkly Bk R	p7	a Becker effect glittering hero in is is L M of romantic spirit story tensely The the told worship;	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	N	16 '47 360w		4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	N Y Times	p43 N 16 '47 140w	a A accuracy and and are attractive author B book brief by colorful Cortez distinction form has help illustrations in make many most of of of page R Rojankov- several size sky story sympathy The the The them this told unusual with	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
NEWCOMB, COVELLE (MRS ADDISON BUR- BANK).	Cortez, the Conqueror; il.	672	3.0	by Feodor Rojankovsky. 106p Random house	Sat R of Lit	30:37 O 18 '47 230w	  a and are arresting art black book book dramatic drawings drawings for for has Illustrated in is lovers many Miss Newcomb not of of of One people readers so so softened story strong stunning that the the the the These think this today treasure violence what white will with wonders young younger	4.0	3.64009280742	8	3	10	Hathi: newcomb covelle + cortez the conqueror	0.9073684210526316
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Booklist	43:326 Je 15 '47	a a a about an and and are as attic author be because being birds by Chicago city colored decided delicate Edouard for habits he he he his His his his illustrations in in in insects interest Interested job living looking lost main murder newspaper observations of philosopher poet reporter Sandoz sketches squirrels supposed suspect The the The their to to too was was watching when write	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Chicago Sun Book Week	p3 My 18 '47 350w	'Enchanted 'the A a about about action adventures an and as As as as as book by city; Drury exciting explains Faulkner found full Heming- I in itn John lover.' nature nature novel of of or Streets' subtitle such suspense the then unlikely urban way	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Cleveland Open Shelf	p!5 .11 '47		4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Kirkus	15:207 Ap 1 '47 90w	and appeal completely criticism generally humor is it its kind nature nice observation of personal seem than This unorthodox Very wider with would wry	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	N Y Herald Tribune Wkly Bk R	p6	by Reviewed Richardson Wright	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	-i NY Times	p36 My 18 '47 320w	'47 18 500w a a a a acquired an an and and another apologetic are are as at be book Borland both can care didn't directness ever exasperating excellent; fact for framework freshness got gratifying Hal hard hare he he his hoot In interesting is is It job most My naturalist nature observations observations observations of of or painful personal reporter significance social sometimes somewhat soul-searchings story take that The the the the the the The This times to uses whether whether writer writer	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	San Francisco Chronicle	p!2 Hy 19 '47 750w	[The] a almost and anyone book excellent Floyd for for G J lover makes nature new opens reading the up whole world	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Sat R of Lit	30:22 Jl 26 '47 750w	'Enchanted a a also daydreams descriptive displays for gift Halle In in is It J L large of part particular passages record simple Streets' writing	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Wis Lib Bui	43:94 Je '47		4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Am J Pub Health	37:469 Ap '47 320w	(Columbia 1930 1930 administrator American an an and and approach as average be Book book book Digest edition essential every expectancy first five for For G great health in Increase interest is judges Law lawyers life life lowering necessitates need of of of of of others point present public R) rates recommended reference Review revision see sentimental short since Smlllie somewhat Substantial the the the the This to to to to trustees up value W whose work year	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Am J Soc	63:152 S '47 600w	a a ample and applicability as authors B be be breadwinner but can careful context detail economic evaluation evaluation family for general have his importance in in In Indirectly interested judgment judgred making of of of of only particular problem provided R Reed society sociologist terms The the the The the the the this this to to will within work	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Am Soc R	12:381 Je '47 70w		4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Ann Am Acad	251:201 My '47 600w	a a a and and are as assumptions authors based basic basis be be be before being best between budgets but can Care Committee considerable Costs could data dependents draw E editions estimates estimates estimates every evidence family fifteen from give great have Health his Hutchlnson improvement in In income information last made made making man many Medical Mention money more National new of of of of of of of of on on on P possible regarded revision series should still studies substantial Survey than that the the the the the the the the The the the their therefore They to to two value was years	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Columbia Law R	47:341 Mr '47 130w		4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Library J	71:1627 N 15 '46 70w	A by Eales L Reviewed	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	Management R	36:121 F '47 lOOw		4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	-i- Social Forces	26:104 O '47 550w	a and authoritative be beings book by carefully cash done everyone faced human is Is is L lives necessity of of on placing should Smith studied T The the the value who with	4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
DUBKIN, LEONARD.	Enchanted streets [the unlikely adventures of an urban nature lover; 11.	253	2.75	by Edouard Sandoz]. 21 up Little	U S Quarterly Bkl	3:49 Mr '47 220w		4.0	3.6572312451699998	9	6	18	Hathi: dubkin leonard + enchanted streets	1.09
KNIQHT, CLIFFORD.	Affair of the Golden Buzzard.	503	0.0	236p %Z McKay 47-699	Chicago Sun Book Week	p7 F 2 '47 70w	by characters Clifford Detective his his his James Knight making narrative react Sandoe seem short-witted situations slowly so story- sustains that they to	2.5	2.82861562258	10	2	3	knight + c + affair of the golden buzzard	1.8584651827665637
KNIQHT, CLIFFORD.	Affair of the Golden Buzzard.	503	0.0	236p %Z McKay 47-699	N Y Tlmei	p34 Ja 26 '47 140w	'47 180w 9 A Anderson Bk by Cuppy F good Herald Isaac N pis R Reviewed story Tribune Will Wkly Y	2.5	2.82861562258	10	2	3	knight + c + affair of the golden buzzard	1.8584651827665637
KNIQHT, CLIFFORD.	Affair of the Golden Buzzard.	503	0.0	236p %Z McKay 47-699	Sat R of Lit	30:28 Ja 18 '47 50w	Average but chapters crime elucidation fast finish grinds hinging of old on Opening pace quadruple set slow somewhat suspenseful to train-orders	2.5	2.82861562258	10	2	3	knight + c + affair of the golden buzzard	1.8584651827665637
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	Booklist	43:348 Jl 1 '47	and Blonde; brief Clue Clue detective Horse Hungry novels: of of Runaway The the The the Two	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	Chicago Sun Book Week	p9 Mr 2 '47 160w	by James Reviewed Sandoe	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	Kirkus	14:628 D 16 '46 70w	A character draw new—if of pre-fab—Gardner sure-fire	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	N Y Herald Tribune Wkly Bk R	p22	by Cuppy Reviewed Will	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	N Y Times	p38 Mr 2 '47 HOw	'47 23 230w a admirers and and and Anderson answer Bill but delight Eldon F get has he he hear him hope how is Isaac knows legal Mason more none observer of of of Perry put right shrewd so that that the the the this to to together tricks We	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	New Yorker	23:100 Mr 1 '47 lOOw	a as Fine from Mason Perry short vacation	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	San Francisco Chronicle	p!7 Mr 9 '47	but enjoyable Gardner Second-string	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
GARDNER, ERLE STANLEY.	Two clues: The clue of the runaway blonde [and] The clue of the hungry horse.	335	2.6	238p Morrow	Sat R of Lit	30:44 Mr 8 '47 40w	'clue' 40W and and as believable; customary Eldon Gardner good handled likable logical not opener plots second skill so suspense with	4.0	3.67865429234	11	3	8	gardner + es + two clues	1.765366980475027
