bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
FIRBANK, ARTHUR ANNESLEY RONALD.	Five novels; with an introd.	297	5.0	by Osbert Sit- well. 472p New directions	r Spec	183:900 D 23 '49 360w	'impressionism' 298 a absurd aesthetic amusing and are are bland bright but Char- D dialogue do entertaining fancy Firbank's Flrbank flutterlngs for herence I imaginative improprieties in inco- Inconsequent Interest interested it leaves make me me me more names Nor not of of of of once only Osbert ques R really rivulets seems shallow Sir Sitwell's sketch sometimes still stories stories tepid The the the the the the there these they think this to up very volume was What with witty	4.0	3.63829692376	1	3	10	firbank + aar + five novels	1.83006993091745
FIRBANK, ARTHUR ANNESLEY RONALD.	Five novels; with an introd.	297	5.0	by Osbert Sit- well. 472p New directions	Time	54:114 N 21 '49 800w		4.0	3.63829692376	1	3	10	firbank + aar + five novels	1.83006993091745
FIRBANK, ARTHUR ANNESLEY RONALD.	Five novels; with an introd.	297	5.0	by Osbert Sit- well. 472p New directions	Times [London] Lit Sup	pS24 D 16 '49 3300w		4.0	3.63829692376	1	3	10	firbank + aar + five novels	1.83006993091745
BURTON, MILES.	Devil's reckoning.	126	2.26	Doubleday	Kirkus	16:631 D 1 '48 70w	Detective story	4.0	3.7416406598300003	2	2	4	burton + m + devil's reckoning	2.017971124680145
BURTON, MILES.	Devil's reckoning.	126	2.26	Doubleday	N Y Times	p28 F 6 '49 HOw	absorbing after an and Anderson begun blending Burton even has has holds identity in in interest Isaac Miles murderer of past present reader succeeded suspect tale the the the the the the to which	4.0	3.7416406598300003	2	2	4	burton + m + devil's reckoning	2.017971124680145
BURTON, MILES.	Devil's reckoning.	126	2.26	Doubleday	San Francisco Chronicle	p!5 Mr 6 '49	by D Doyle E Reviewed	4.0	3.7416406598300003	2	2	4	burton + m + devil's reckoning	2.017971124680145
BURTON, MILES.	Devil's reckoning.	126	2.26	Doubleday	Sat R of Lit	32:32 F 12 '49 50w	Adroitly ample and and blithe constructed dirty lOOw midst moors plot ruins sleuths spookish work	4.0	3.7416406598300003	2	2	4	burton + m + devil's reckoning	2.017971124680145
CLARK, PHILIP.	Dark river.	169	2.0	233p Simon	Chicago Sun Je	10 '49 60w	& 49_915Q by Detective James Reviewed Sandoe Schuster story	4.0	3.5694010997199994	3	1	6	clark + p + dark river	1.7977834328896962
CLARK, PHILIP.	Dark river.	169	2.0	233p Simon	N Y Herald Tribune Wkly Bk R	p!7	by Cuppy Reviewed Will	4.0	3.5694010997199994	3	1	6	clark + p + dark river	1.7977834328896962
CLARK, PHILIP.	Dark river.	169	2.0	233p Simon	N Y Times pll Je	12 '49 200w	'49 130w 22 above-average and are B book characterization E good hidden-danger in moments My of tenseness There this	4.0	3.5694010997199994	3	1	6	clark + p + dark river	1.7977834328896962
CLARK, PHILIP.	Dark river.	169	2.0	233p Simon	New Yorker	25:96 Je 4 '49 lOOw		4.0	3.5694010997199994	3	1	6	clark + p + dark river	1.7977834328896962
CLARK, PHILIP.	Dark river.	169	2.0	233p Simon	San Francisco Chronicle	p!3 Je 12 '49 60w	by D Doyle E Reviewed •<„	4.0	3.5694010997199994	3	1	6	clark + p + dark river	1.7977834328896962
CLARK, PHILIP.	Dark river.	169	2.0	233p Simon	Springf'd Republican	p7B Jl 17 '49 90w	"4flw 4g ^ ^ ^ ^^ Feverish.""R g"	4.0	3.5694010997199994	3	1	6	clark + p + dark river	1.7977834328896962
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Booklist	45:248 Mr 15 '49	a a a ago Alcott and celebrities Concord for friend girls hundred Louisa novel novelty of of other schoolteacher schoolteachers story tells the This Thoreau were when women years young	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Chicago Sun Ag	8 '49 llOw	A adults and B by-srone charming days for girls King love M older please reconstruct story to who will	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Christian Science Monitor	p7 Mr 10 '49	a about along And and and book brimful Charm daguerreotypes days F Farragut's fashionable for fun good Griswold H her impression in ladles make McGuffy's Miss moves Mrs of of personages reader Readers' right Riser's rollicking school story The the the upon vivid young	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Klrkua	17:5 Ja 1 '49 190w	21 Ow	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Library J	74:558 Ap 1 '49 80w	 and C entertaining Field instructive Recommended story Very W	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	^	"2! ™""1"""" WWy Bk R p9"	''Teen-age 'gay' a absorb Alcott's an and and and and at author's be Bechtel being being being between book But clear delighted detail easy girls good historic In is L like lively Louisa material Melody mental of offers overladen oversentl- point S share small story style teaching the the the This to toward varies view way will will with worth-while young	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	N Y Times	p24 Mr 13 '48 ISOrv	12 a a about action and and and appear authenticated B background Baker bibliography briefly customs deal delightful descriptions especially footnotes from gay Girls great has has her historical humor Kiser learn Melody's Mrs N of of people plenty real relish romance story suspense The the the the They told upward wardrobe who will will with with	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Sat R of Lit	32:38 Mr 12 '49 180w	a a a a affair an appeal at be clothes dear details England England entertaining establishing forgotten great have Her her her humor irrepressible Is is It love Melody never New New of of people picture pretty that the the time tradition were when will	4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	School <&. Society	69:63 Ja 22 '49 30w		4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Sprlngf'd Republican	p5D Ap 17 '49 130w		4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
KISER, MRS MARTHA GWINN.	Gay Melody; decorations by Jane Castle.	503	2.5	214p Longmans	Wis Lib Bui	45:50 Mr '49		4.0	3.7651278725699995	4	6	11	Hathi: kiser martha gwinn + gay melody;	1.1
HAGEN. MIRIAM ANN.	Dig me later.	382	2.25	186p Doubleday	N Y Times	p21 Ag 14 '49 140w	49-482S average Bullock Detective Elizabeth seasonal story to up Well	4.0	4.0	5	1	1	hagen + ma + dig me later	1.8621868201079652
JESSEY, CORNELIA.	Teach the angry spirit.	467	3.0	249p Crown	Booklist	46:63 O 15 '49	actor an and and and Angel Angeles are are background be book central characters children climax deny during forget forms Garcia her in is LJfe loot-suit Los Mercy Mexican Mexican novel of of of oldest origin quarter recent riots the the The the The the the the the this time to to two wants wants war who who	4.0	3.7416406598300003	6	3	6	jessey + c + teach the angry spirit	2.0998242974115717
JESSEY, CORNELIA.	Teach the angry spirit.	467	3.0	249p Crown		-1 Kirkus 17:480 S 1 '49 160w	468 a a an an and and at community family flight give hand honesty in Interest is its life Mexican not novel.' of of problem the the to top understanding warm ways what ••A	4.0	3.7416406598300003	6	3	6	jessey + c + teach the angry spirit	2.0998242974115717
JESSEY, CORNELIA.	Teach the angry spirit.	467	3.0	249p Crown	_ N Y Herald Tribune Bk R	p!4 N 20 '49 410w	'Teach 'Teach ^^ a a adding adds and and and and and and and and and anger Angry Angry Anne as as at balance be be book book but California clearly conceived constant deeply difficult dilemma dramatically effect enough flattening for frequent g good groups has help her her However however however Ifl0w in Inclusion intelligence irritating is is is is is is is is it It its its j Jes- merely Mexican minority moving Mrs not not nothing novel obviously of of of of of often one our out out phrases phrases plot presented prose protest recommended say sensible sey's she should skillful Spanish Spanish Spirit' Spirit1 standard story style subject suggests The the the the the the the the times to to to to toward understanding Unfortunately unnecessary use well what Whitmor will with words worked written „ „	4.0	3.7416406598300003	6	3	6	jessey + c + teach the angry spirit	2.0998242974115717
JESSEY, CORNELIA.	Teach the angry spirit.	467	3.0	249p Crown	N Y Times	p6 O 2 '49 320w	  A a a a Aaron an an and are author's book but can cast characters concern despite difficult editorial engrossing escape fascinating group Her into is most moving narrative neither No nor of of of of our overtones; paced personal problems profoundly simply social some story story- such swiftly teller: tensions terms the the the theme this those told tract Tralster translation weapons with with	4.0	3.7416406598300003	6	3	6	jessey + c + teach the angry spirit	2.0998242974115717
JESSEY, CORNELIA.	Teach the angry spirit.	467	3.0	249p Crown	San Francisco Chronicle	p22 O 12 '49 750w	a along An author's awkwardnesses carry H honest in innocent it J Jackson novel of often reader spite story that the the will with	4.0	3.7416406598300003	6	3	6	jessey + c + teach the angry spirit	2.0998242974115717
JESSEY, CORNELIA.	Teach the angry spirit.	467	3.0	249p Crown	"the means she employs to tell it."" Robert Pick (- Sat R of Lit"	32:17 O 1 '49 440w	'Teach a Angry any author be but by by continuous dialogue fascinated fiction first from give great has In in Interested is it it its mar means meant mind not novel of of of only organized phrases piece rather reader reader's realism repeti- scarcely short Spanish Spirit' suffers tell the the the the this this tive To to to to use very well what which will	4.0	3.7416406598300003	6	3	6	jessey + c + teach the angry spirit	2.0998242974115717
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	Kirkus	17:68 F 1 '49 ICOw	   A a a all an and and and archconservatlve career case clamor connections considerably cub deter- discovers earnest embellished father foreign gets glossy had has has He he helps his his histories Ideological in in In ings Interested league lean- maladjusted man minedly more New newspaper-clty-room nineteen-thirtles normally of of of of organization out own people process psyches public-relations reporter reporter sinister some step- stepsister story straighten suspected suspicious that that that The the the the the the the the three to undercurrents with with woman worldly Yorker young	2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	N Y Herald Tribune Wkly Bk R	p!8	by Delancey Ferguson Reviewed	2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	N Y Times	p21 My 16 '49 230w	'49 (as 15 360w always and and and and Ann apparent are Bonner Bonner's but can charm cliches concreteness diffuse effectively Eliot explored; first focus he his humorless—his in Intellectual into is is is ism lacks lapses many merely Mr Mr My not not novel novel) obtuse of of often often on ostensible problems rarely reader Schakne section sympathize the the There to too too touched We while who with write	2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	New Yorker	25:105 Ap 16 '49 160w	a are are as at but Dark dealt Fascist here hints into looking machinations moment moribund of ones perennially personalities such the the theme twisted with worth	2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	San Francisco Chronicle	p22 Ap 14 '49	   'The 'The A a and any at author better—well both But capable could did do enough fast-paced feeling from get H he I I if In in in is it J jackson Last Legacy.' mantic' maybe methods motion-picture niques novel of rate remind Ro- so sometimes still story tech- tendency that the the the the think think to type-casting used which will you you	2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	Sat R of Lit	32:49 Ap 16 '49 400w	  'The a a a All ambition and and and are artist artists as as as as as behind best better book by can concoction concoctions cover dual exalted experience fashion filled from George has he him In in in Instance is is Its its L Last man many many molds Moore more more N no of of of of one one out own passages passed plan plastic prefigure promising quarrel Romantic' Rothman say self-conscious slick so something SOOw study sums superficial synthetic synthetic tale that that the the the their There they this Thomas thought to unless up very well with with with Wolfe written young	2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
BONNER, CHARLES.	The last romantic.	86	3.0	279p Coward-McCann	Sprlngf'd Republican	p4D My 29 '49 240w		2.0	3.27138398828	7	1	7	bonner + c + last romantic	1.2768369406655793
GEREN, PAUL FRANCIS.	Pilgrimage of Peter Strong; drawings by Cyrus LeRoy Baldrldge.	339	12.75	229p Harper	summary	summary	1944]— [Book a a a ambulance an and and and and and and awareness before Bk book Burma cruelty destruction Diary' Digest East evolved experiences extensively faith Far From Geren growth has he Herald his Im- in In In Is Joining midst miscellany mystic N of of of of of of parables Paul people philosophy places pressionistic R Review sacrifices senseless sequence sketches spiritual successor suffering the The the the them this to traces traveled Tribune unit volume—a war Wkly Y •Burma		3.4832813196599997	8	0	2	geren + pf + pilgrimage of peter strong	2.0998242974115717
GEREN, PAUL FRANCIS.	Pilgrimage of Peter Strong; drawings by Cyrus LeRoy Baldrldge.	339	12.75	229p Harper	•• Crozcr Q	26:181 Ap '49 700w	all and anxious Any author be book Burma Burma by Diary Diary enjoyed fact flavor Franklin H has have here Immediately It J latter of of one Peter read recommends somewhat Strong that The the the the the there this to to travel unusual volume was whimsical who who will with written		3.4832813196599997	8	0	2	geren + pf + pilgrimage of peter strong	2.0998242974115717
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	Booklist	45:314 My 16 '49	1'Inter A a a a Africa African After After an and away brother But descent dies disastrous discovers during Dutch fire Fleter from girl goes herself home In in In in Jan Kathryna Katryna keeps London marriage marries marry met mistress New of Pieter's Pieter's reluctance restlessness she South South the the time to to toward unexplained war war which York	3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	Christian Science Monitor pll Je	9 '49 240w		3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	Klrkus	17:92 F 15 '49 130w	1670 and Backgrounded begun colors details farm feminine for in in In life local of provides reading scenery soberer solid tastes the the the this	3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	N Y Herald Tribune Wkly Bk R	p!5	by Hubbard Margaret Reviewed	3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	NY Times plS Ap	17 '49 280w	'49 'Afrikanders,' 15 270w a a adjectival Africa Africaners Afrikaans all and author's Barkham breed but calling cattle color contrived do errors except excuse gem given glaring habit hard help her her hump-backed If In Indeed indigenous is is is Is is It John lend lushly many may McNaughton's Miss My name names Nor of of of of of of one: phrases plot prose Province reader recognize scenery sometimes South spelling synthetic the the The the The the the these to to to tolerant under verisimilitude weight Western which	3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	Sat R of Lit	32:29 Je 4 '49 140w	a african an attention Brown C color fails farm for her her hold If imbues life M makes McNaughton Miss of of on please readability richness sense sense sinister surely that the to will with	3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
MCNAUGHTON, MILDRED.	While fountain.	594	3.0	280p Doubleday	Times [London] Lit Sup	p693 O 28 '49 240w		3.66666666667	3.56187503981	9	3	7	mcnaughton + m + white fountain	1.7362924327385016
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Booklist	45:366; 393 Jl 1 '49; Jl 15 '49	and background bullied but but but by common devotion downfall English families family Father's finally for for form fortunes Hunter Hunters intertwined is it Lockwood Lockwoods Lockwoods manipulation money not novel of of of of Oliver only other paves people's poor poor Reade's Reades thanks that The the The The the The the the the Thea this three to to unknown was way wealthy were were were which years	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Canadian Forum	29:166 O '49 llOw	a a afraid am and be book both D distinctly drawback E else enjoy find flavor glance H H has however I In In in It its M no No novelists of of one plot readers school second setting spite the the theme; this Thlrkell to twentieth-century Victorian who will will worth Young-Angela	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Christian Science Monitor pll Jl	21 '49	a a a and and and are are best city elements episodes French humor In In lightness north-of-England novel of of presented provincial sense setting The the the the the touch town vigor welcome which with	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	-| Commonweal	50:517 S 2 '49 B50w	12lw a a a a analyze and and are as as at before belongs between cavil comedy conclusion Cournos deserve difficult either English fail false feel feels few few final final fitting flrst good here In in in Indeed is is is is is is Is is It It it It it it; John known Lockwood manners may more Mr Mrs not not note of of one or pages pages pages part perhaps pity; possible quality readers scene seems so some story supreme that that that that the the the the the the The the the Thea their to to to to truth unkind us went what when which which Whipple whole with writers	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Klrkus	17:279 Je 1 '49 160w		4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Library J	74:1026 Jl '49 80w	A amusing and Anne appeal dialogue easy Interest lively love of plenty readable Should superficial tale to Whitmore with women	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Library J	74:1558 O 15 '49 50w		4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	N Y Herald Tribune Wkly Bk R	p4	'Because a and and and and are artistry as by caricature characters cision—undistorted Conrad delicacy drawn economy English equal expertness explores flexible France George great her is is It it levels life Lockwoods' Mrs of on pre- presents provincial rapier; several sharp style tempered the understanding unerring Whipple's with with with with written	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	N Y Times	p!4 Jl 24 '49 400w	'49 24 550w A book Cobb consistently interesting Jane Jl mature unusual	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	San Francisco Chronicle	p21 8 25 '49 600w	by Jane Reviewed Voiles	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
WHIPPLE, MRS DOROTHY, Because	the Lockwoods.	979	3.5	301p Macmlllan	Springf'd Republican	p7B Ag 14 '49 270w	a a an bit English explore F girl's interesting J life long Miss novels of of of of purpose quiet S some story tells tenacity that Whipple writer young	4.0	3.7181534470899997	10	5	11	whipple + d + because of the lockwoods	0.8183811391145536
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	Chicago Sun Ag	19 '49 230w	by Detective James Reviewed Sandoe story	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	N Y Times	p!4 S 4 '49 270w	'The a and and and asking: body Bullock But can't changing course depth Elizabeth entirely Fischer follow for Hands' has has help in inherent Intentional? Is Is it It's mood Mr not obstacle of one or other pace plot race reader Restless set surprises than the the the those to up Whether which while worth-	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	New Yorker	25:68 Ag 20 '49 lOOw	a age background better-than-aver- Solid stuff tough with	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	Springf d Republican	p5D S 11 '49 90w		4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	-I Ann Am Acad	261:186 Ja '49 440w	1943 a a a affect also an and and another answered as author be book brings centers centers? certain certainly corroborated cultural edition Emil events factor first Fischer's forces habitats has have highly history human IB If important in In in in is It It it Lengyel Mr nationalism nevertheless new new not of of of one out played published questions raises revised revision rise role shifting should significant since states stimulating the the the the then This those to views volume which will	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	Atlantic	183:90 Mr '49 300w	and apart Barrett be book documentation Even for from historical its its just of sobriety solid stoicism this tone valuable William would	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	Christian Science Monitor pit D	2 '48	(which 200- a a a ago) and book contrives crowd deal erby first Fischer five future great Henry immediate into is most Mr odd of of of of of on pages problems published revised some Sow- stimulating the the the thinking this to urgent valuable version work world years	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	Pol Scl Q	64:151 Mr '49 600w	a a abandon age agree all and and But community? conclusion could cultural culture culture does dominated dominated domination Dr entire Europe Europeans even Everyone Fischer's function Garrett globe has hereafter hope in Is leadership leadership Mattingly mean means more must nothing of of of of or or passed peoples political politics power proves SOOw sweeping that that the the the the they think this Unless western when will world	4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	San Francisco Chronicle	p!7 N 28 '-IS 400w		4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
FISCHER, BRUNO.	Restless hands.	298	2.5	Dodd	School & Society	68:256 O 9 '48 30w		4.0	3.63829692376	11	3	10	fischer + b + restless hands	1.9257075672174309
DUNCAN, DAVID.	Madrone tree.	256	3.0	230p Macmillan	Klrkus	16:627 D 1 '48 130w	A a and and And as clever combination criminal double fetish for Impulse In Investigation is It market mystery mystery nonetheless of Psychological rather sale special story superstition surrounds tastes the this	4.0	3.63091522833	12	2	7	duncan + d + madrone tree	1.8621868201079652
DUNCAN, DAVID.	Madrone tree.	256	3.0	230p Macmillan	Library J	74:59 Ja 1 '49 80w	$2 a a although an and At be bridge depth E F In mystery novel one price recommended Tentatively texture this unconventional Wai- would	4.0	3.63091522833	12	2	7	duncan + d + madrone tree	1.8621868201079652
DUNCAN, DAVID.	Madrone tree.	256	3.0	230p Macmillan	N Y Herald Tribune Wkly Bk R	p!6	a and and come Cuppy goofy in Into love Mithralc murders narrated of picturesque prose puzzle quantities sometimes strictly symbols Two whodunit Will	4.0	3.63091522833	12	2	7	duncan + d + madrone tree	1.8621868201079652
