bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	Commonweal	33:627 Ap 11 '41 370w	a a a a American apparent approach art author's beauty but death delicate E entire feeling foundation have her humanity I In Is is literary living loser memory Miss neighbors' of of of possess posthumous prose quality quicken R Roberts's solid stories sudden supplies that the the the the there these Through to to to tolerant too understanding V volume which Wyatt yet	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	Library J	66:220 Mr 1 '41 50w	A and and are buy commonplace deep emotions everyday feeling filled from gamut human I lifts literature living M numor of of of poetry real run stature stories that the the the the them These to Turner with worth-while	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	■ Nation	152:637 My 3 '41 60w	A a a about an and and as as but Celtic Connemara country decidedly detail dialogue disturb earth earthy emotional Even exaltation flavor from from half-dozen has in in Irish Kentucky like may mellow might mixture move mystical of people people poetic quiet readers realistic satisfies sense stem stories suffused tang that that the the the their told twilight well who with	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	Nation	152:758 Je 28 '41 800w	all although American and and and and appealing are are be book complicated continually Doren Dorothy first fresh had had her her her her; If if if in in in inestimably interesting Is is is It it Kentucky Kentucky Kentucky known known language last literature made Miss never never nevertheless one original own passionate peak peculiar people poorer probably qualities reached Roberts sense she some strange sweet that the the the the this unreal Van warm would	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	New Repub	104:410 Mr 24 '41 380w	by Ferguson Otis Reviewed	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	N Y Times	p6 Mr 23 '41 800w	a a a a all and and and and and and apart applies as as as as better bromidlc certain contained Despite detail dialogue distinguishes does E ear earthy Elizabeth even eye felicitous followed for for for H habitat has have her her her her homeliness However however humor In in in is is Is it it it it it known legend-like little Madox Man.' may Miss mostly much novels novels of of of of of of often one people quality realist regionallst—or remains remote repeated Roberts Roberts seeing seldom sense sets she she short simple something sound South stories stories term that the the the the the the the The there thinks This this Though Time timeless to to true usual volume Walton which which which wholly whose work writes	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	New Yorker	17:68 Mr 29 '41 390w	'Not 'The 'The 762 a a admirers after all-too- almost and and and announcement appears are are as as At away baffling beautiful became began between book broken by clearer Clifton coarse-grained collection comprehensibility continued death draw drawn early Elizabeth even even evidence Fadiman flow four from Gods' Great greatest happen heart her her her her Hers herself In in in In- Inaccessibility inaccessible Into into is is it It it know last least Madox major; Man' Man.' marked Meadow' Miss More more not of of of of of of of of or others point power powerfully private read Roberts Roberts' sad seem seemed short shortly showed six something stories Strange talent That the the the The the The them them them; Then this Time Time to to to to to tragically two universe unwittingly veil very was was we were while Wittingly world you you you you	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	Sat R of Lit	24:10 N 22 '41 330w	'41 autumn Bates by G G pll Pratt Reviewed	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	Springf'd Republican	p7e Mr 30 '41 700w	a absolute book delicate depths Each feeling for for from give have human In into is is is It its its library more much of of of one one's other own palls pick popular probing re- reading satisfaction six story style the The the time time to to to to up volume when worth writing writing	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ROBERTS, ELIZABETH MADOX.	Not by strange gods.	759	2.5	244p Viking	+' Time	37:100 Mr 17 '41 350w	a a a a an and archaic As Elizabeth emotions exquisite for has her her Her Her is is Its love Madox of of of own personal primness; principal prose quieter Roberts sensitiveness sentient sort strength strength subtlest the the the thin though to to ultimate values weakness weakness well-executed woman	3.44444444444	3.5171963430599997	2	9	13	roberts + em + not by strange gods	2.0752651053540125
ABBEY. KIERAN.	Run with the hare.	1942	2.0	234p Scrtbner	Booklist	38:81 N 1 '41	Mystery story	4.0	3.8404440574699996	3	2	4	abbey + k + run with the hare	2.017971124680145
ABBEY. KIERAN.	Run with the hare.	1942	2.0	234p Scrtbner	Books plC S	7 '41 120w	a a a bush Cuppy doesn't done every grow Here's in manner on polite product that the thriller to turn Will	4.0	3.8404440574699996	3	2	4	abbey + k + run with the hare	2.017971124680145
ABBEY. KIERAN.	Run with the hare.	1942	2.0	234p Scrtbner	N Y Times	pl7 Ag 10 '41 230w	(or /•urprised Abbey Abbey and and Anderson as as as at author bear bearer but cleared dark finally has have He herself In is is Is is is Is Isaac It Kieran Kieran Let maintained more much much mystery name name new no novice of of pleased reader she?) skillfully So Susan suspense that that the the the the the The the to up us us watching when will writing	4.0	3.8404440574699996	3	2	4	abbey + k + run with the hare	2.017971124680145
ABBEY. KIERAN.	Run with the hare.	1942	2.0	234p Scrtbner	Springf'd Republican	p7e Ag 24 '41 180w		4.0	3.8404440574699996	3	2	4	abbey + k + run with the hare	2.017971124680145
WHITE, ETHEL LINA.	Some must watch.	950	2.0	819p Harper [7s 6d; 3s 6d; 2s 6d Ward, Lock]	Booklist 38:5'i O	15 '41	A a a almost an and border commits country desolate fifth four homicidal horror-mystery in in isolated maniac mansion murders on story succeeds the Welsh which with	3.5	3.6205920766199995	4	2	6	white + el + some must watch	1.956973886066068
WHITE, ETHEL LINA.	Some must watch.	950	2.0	819p Harper [7s 6d; 3s 6d; 2s 6d Ward, Lock]	Books	pl7 Mr 30 '41 240w	    all altitude and And and and any any Art as as astonishing at At book brows conclusion crime Cuppy demand diabolical doesn't Ethel every for her high in in interest is is isn't it it it's jitters killings lays like Lina Miss much new of of of on once one overdone perhaps rate reading required retrospect right season seem shock should so somehow spots story sundry Take that the the the the The the their thickly those thriller to up veriest wallowers way well White White's who Will with you	3.5	3.6205920766199995	4	2	6	white + el + some must watch	1.956973886066068
WHITE, ETHEL LINA.	Some must watch.	950	2.0	819p Harper [7s 6d; 3s 6d; 2s 6d Ward, Lock]	New Repub	104:478 Ap 7 '41 SOw	'Some a a all and and as as at before detective elements eluding exasperating flend-in-human- form getting got has he her him is it miss Mort Mrs Must mysterious no nosy old plenty Post potent RadclilTe Watch' with With young	3.5	3.6205920766199995	4	2	6	white + el + some must watch	1.956973886066068
WHITE, ETHEL LINA.	Some must watch.	950	2.0	819p Harper [7s 6d; 3s 6d; 2s 6d Ward, Lock]	NY Times	p25 Mr 30 '41 200w	'As a a an and and Anderson arms.' atmosphere author been book book carrying climax collapsed creating English? enough few fitting flaws girl has her her her hesitates horror in in in in in In Isaac Isn't King's last murdering occurs of of of on one out page point reached sentence: she so story successful suspense terror that The the The the the the the the them there this to to without worst writing	3.5	3.6205920766199995	4	2	6	white + el + some must watch	1.956973886066068
WHITE, ETHEL LINA.	Some must watch.	950	2.0	819p Harper [7s 6d; 3s 6d; 2s 6d Ward, Lock]	New Yorker	17:72 Mr 29 '41 60w		3.5	3.6205920766199995	4	2	6	white + el + some must watch	1.956973886066068
WHITE, ETHEL LINA.	Some must watch.	950	2.0	819p Harper [7s 6d; 3s 6d; 2s 6d Ward, Lock]	Wis Lib Bui	37:118 Je '41		3.5	3.6205920766199995	4	2	6	white + el + some must watch	1.956973886066068
ABBOTT, JANE LUDLOW (DRAKE) (MRS FRANK ABBOTT).	Lorrle. 287D $2	1942	2.0	Llpplncott	Books plO Jl	6 '41 160w	a a a a affair Bell by by Chicago dancer doctor for friend from heroine in Is is is is is Lisle Lorrie's Lorrle Lorrle love love man modern of rescued Reviewed set she stage starvation the the triangle When who whom with young young		3.68088811493	5	0	3	abbott + jl + lorrie	1.095286667132686
ABBOTT, JANE LUDLOW (DRAKE) (MRS FRANK ABBOTT).	Lorrle. 287D $2	1942	2.0	Llpplncott	N Y Times	p22 Je 29 '41 170w			3.68088811493	5	0	3	abbott + jl + lorrie	1.095286667132686
ABBOTT, JANE LUDLOW (DRAKE) (MRS FRANK ABBOTT).	Lorrle. 287D $2	1942	2.0	Llpplncott	Times [London] Lit Sup	p521 O 18 '41			3.68088811493	5	0	3	abbott + jl + lorrie	1.095286667132686
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Booklist	38:114 D 1 '41	Detective story	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Books	pl8 S 14 '41 300w	allowing and any as author belongs Cuppy detection everybody fact flavored for for fun highly Innes's isn't It like major Mr preferably productions seems Take that that the this this to us way Will with with you	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Manchester Guardian	p3 Jl 1 '41 270w	a a accustomed adventure all amalgam and and and and appeal be book book boy's But cated cheek curious desert detective E enormously far farce finally having his his inclined Innes Innes's into Is is island Just learning little may more most Mr Mr of of of of of of others Punshon pushed R readers rollicking sophisti- spy story suspect tale The the the the the theme this time To to tongue too type will wit with written yarn	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	NY Times	p20 S 14 '41 260w	'Appleby 'Orphan a a a a adventure against against almost always and and and and and Ararat' author's brilliance burlesque but character-searching chronicle clever coherence—and diverting event excellence—of extravaganza fantasia has his His in in in Innes international intrigue Ironic Irvin is is Island' it's Kay less Macaulay's mass minor murder murder-mys- of of on opening out plays recalls Rose satiric story tale tale tery than the the the This thus very very violence wildest wit with worked	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	New Yorker	17:76 S 13 '41 60w	and humorously is mysteries of of one outstanding plotted Superbly the the this written year	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Sat R of Lit	24:18 S 20 '41 40w	amazingly an angel Appleby avenging corner crowds de detecting fantastically finish force good In into into of Super-abundance talk thrilling Tour turning with	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Spec	166:640 Je 13 '41 60w	  a action all and blend but detective-work Fairfield good is John nice of ormulu pretty rapid story The the under with	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Time	38:100 O 6 '41 70w		3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
STEWART, JOHN INNES MACKINTOSH (MICHAEL INNES, pseud).	Appleby on Ara- rat.	855	2.0	254p Dodd [7s 6d Gollancz] (W) 41-17617	Times [London] Lit Sup	p285 Je 14 '41 150w	  ail allotments almost an and and and are arrive as at be bo bound celebrated detective detective Every every flamboyance flavour has he He he here his In in incident inhabited Innes's is is is isle last later like look luxuriant make might more Mr murder mystery nothing of on or others overlooked plots quality richly Richness rival romances Seas sentence sooner South stories than the the the The The thrillers to to tropics uninhabited was writes	3.5	3.5602960383099997	6	6	9	Hathi: stewart j i m john innes mackintosh + appleby on ararat	1.21
WHITE, KATHRYN.	Miss Stanton of The cryer.	950	2.0	318p Penn	Books	pl8 F 23 '41 90w	A a all and and are Bell but by by clear contrary created determines efforts expectations father father's feminine finds from good guided had her her her her ideas in inexperienced Inherits Intuition is Journalism Lisle mainly newspaper ones reputation Reviewed She she she succeeds that the to to unwholesome which woman yellow young		3.68088811493	7	0	3	white + k + miss stanton of the cryer	2.0998242974115717
WHITE, KATHRYN.	Miss Stanton of The cryer.	950	2.0	318p Penn	N Y Times	pl7 F 16 '41 200w	by Charlotte Dean Reviewed		3.68088811493	7	0	3	white + k + miss stanton of the cryer	2.0998242974115717
WHITE, KATHRYN.	Miss Stanton of The cryer.	950	2.0	318p Penn	Sprlngf'd Republican	p7e My 18 '41 190w			3.68088811493	7	0	3	white + k + miss stanton of the cryer	2.0998242974115717
ROBERTS, WALTER ADOLPHE.	The pome- granate.	760	2.5	313p Bobbs	summary	summary	1916 1917 a a action American an and by career career Carlbbea; complicated country de events experiences Felipe Felipe's follows Imaginary in in is Latin liberal love of of political scene Somar story The the The the the this time young	4.0	3.8936293716400003	8	2	3	roberts + wa + the pomegranate	1.956973886066068
ROBERTS, WALTER ADOLPHE.	The pome- granate.	760	2.5	313p Bobbs	Books	pl2 Mr 9 '41 440w	'The a also and and and attention backgrounds by character complexity eventful focus holds is it its John Latin-American of on Patton personal political Pomegranate' romantic story	4.0	3.8936293716400003	8	2	3	roberts + wa + the pomegranate	1.956973886066068
ROBERTS, WALTER ADOLPHE.	The pome- granate.	760	2.5	313p Bobbs	N Y Times	p28 Mr 23 '41 700w	'The a a added Adolphe also And author author background be Caribbean.' chronicle Cournos for hence his informed is is it John land Mr novel of of of of of of on people readable right right Roberts sort sort south that the the the the the This this to us valuable W well yarn	4.0	3.8936293716400003	8	2	3	roberts + wa + the pomegranate	1.956973886066068
ABEL, HILDE.	Victory was slain.	2	2.5	320p	summary	summary	1934 and based beaten by civil crats days' Dollfuss Fascists Historical in novel of on Social-demo- the the the three Vienna war were when	2.5	3.28725874329	9	2	6	abel + h + victory was slain	2.017971124680145
ABEL, HILDE.	Victory was slain.	2	2.5	320p		4 Books pl4 O 26 '41 440w	'Victory a a Abel's able act again again all and and Austrian be be been book book But But came Central could death decade democracy document during effort effort Europe events fact follow for freedom grettable hardly have heed her her her heroism how how human in in into is knowledge knowledge lack last late late little man may may Miss moving moving much must never of of of of once plea precise presupposes re- read realize saved—and senseless Slain,' slaughter sound story terrifying that that the the the the This this those those to too too turned Ursula view Was was Wasser- we who who will with	2.5	3.28725874329	9	2	6	abel + h + victory was slain	2.017971124680145
ABEL, HILDE.	Victory was slain.	2	2.5	320p	New Repub	106:124 Ja 26 '42 480w	Boyle by Kay Reviewed	2.5	3.28725874329	9	2	6	abel + h + victory was slain	2.017971124680145
ABEL, HILDE.	Victory was slain.	2	2.5	320p	N Y Times pfi O	12 '41 SOOw	  a a a and and and and any as as book book compassion conviction deep defeat felt fight first for freedom Hauser have have hot how human I indecision Intensity is is Is is is It It it It Its lived lost love Marianne matter message miss More no no novel of of one other our political poverty proves read recently should shown step surrender terror than that The the This thoroughly toward unless utter we we well which why why will with with written	2.5	3.28725874329	9	2	6	abel + h + victory was slain	2.017971124680145
ABEL, HILDE.	Victory was slain.	2	2.5	320p	New Yorker	17:102 O 11 '41 50w	a Abel and and and But clear critical do earnest events her in in interesting is know knowledge make Miss moving much not novel of or seems that the themselves time to very Vienna zeal	2.5	3.28725874329	9	2	6	abel + h + victory was slain	2.017971124680145
ABEL, HILDE.	Victory was slain.	2	2.5	320p	Sat R of Lit	24:14 O 11 '41 450w	a actual and and and and are are battle bewilderment but can chapters concentration constant demands describing do focus further he hero's in inserted irrelevant is It K lack leave mighty much no not occupy of on other person Plant R reader rich scenes space state story strength subject that The the the the The the the There There they to too uncertainties unfortunately whom	2.5	3.28725874329	9	2	6	abel + h + victory was slain	2.017971124680145
WHITE, LESLIE TURNER.	The river of no return.	950	2.0	278p Macrae Smith CO.	Books	pl3 My 18 '41 90w	a a American by Cuppy In Jungle Mystery-adventure Reviewed setting South tale Will with		3.68088811493	10	0	2	white + lt + the river of no return	2.0998242974115717
WHITE, LESLIE TURNER.	The river of no return.	950	2.0	278p Macrae Smith CO.	Wis Lib Bui	37:140 Jl '41			3.68088811493	10	0	2	white + lt + the river of no return	2.0998242974115717
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Booklist	38:7 S '41	and and and artist author blitzkrieg but common courage criticisms days during failures good government's illustration In Just life London make mention not of of of omitting on paying people portray temper text the the the the their they to tribute	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Books	p5 Jl 6 '41 600w	  'Bomber's 'know' a about about an And Any anything been Blitzkrieg book by cannot cannot could England evening Far- feel first found has have hearing hearts imagine in in is is it it Just life London long months Moon' move Mr must not of of one one one one One or or our over pictures read reading reading realizes really right son Sonia that the the the the there there though to to Tomara understand way when with	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Cath World	154:255 N '41 120w		4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Christian Century	68:959 Jl 30 '41 90w		4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Christian Science Monitor pll Mr	29 '41 350w	by Harold Hobson Reviewed	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Commonweal	34:404 Ag 15 '41 390w	by C Cort J Reviewed	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Foreign Affairs	20:378 Ja '42 20w	by G R Reviewed Woolbert	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Library J	66:613 Jl '41 120w	by H Reviewed S Taylor	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	-[ Manchester Guardian	p7 F 4 '41 270w	  a a a a A about account all always and and and and and and and ardent are as at at battle been been book But by by by citizen does drawings E elsewhere energy enraged failure faithful Farson for for front generous gives go goodwill happened has has he He he he he he heart- himself his his in in In in in in is is is is its just large less line London's London's Londoners M man more Mr Mr no not of of of official on ordinary pains particularly people people perfectly pleasant portraits praise praise Purvis's resistance see share shelters sickened some something something spot sympathies talk than than that the the the the the the the things this To to to to to to to to tune use vehement warming which Whitehall Whitehall with with	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	N Y Times	p3 Jl 13 '41 65Ow		4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Spec	166:178 F 14 '41 420w	  (his (Just a a about accent Aldwych all american and and and and appallingly as assistance August bad bear book cannot conditions critical description dialogue doesn't dull edgeable English fact Farson Farson's first-rate Graham Greene halting have he he he help him his His his In In in is is is is is is journalist; Just knowl- known last liking little London London misses misses most Mr Mr Mr nan need not of of of out pencilllngs picture propaganda Purvis's recognise says sense sentimental since sometimes term the the the the the the the the the things to Tom tube unexcited us—though vivid) we we we which writer	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Springf'd Republican	p7e Jl 6 '41 360w	'carry A and and and are arousing bombed book British carrying city civilian contains curiosity death defense describing destruction devoted England examples Farson for from grim has humor in in In injury institution is is its latent lives Londoners made manages manner many morbid Mr much- never of of of of of on on or overplayed pays portraying possible property reaction revelation sake save scenes sky special struggle Surprising sympathy that that that the the the the the the the the the the the their to to to to to tragic tribute untiring very volume which which work workers	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
FARSON, NEGLEY.	Bomber's moon; with 48 11.	288	2.0	Gollancz	Times [London] Lit Sup	p45 Ja 26 '41 700w	'Life') (in a accept amazing and and apart as because British— can character complimentary defeat defeatism even Farson flattery for from He highly his idea Intellectuals is midget Mr much never not of of of one our ourselves own quotation respect shows suspect that The the the the thinking to too us Whitehall who will wins wishful yet	4.0	3.77907638726	11	4	13	Hathi: farson negley + bomber's moon	1.09
WHITE, PATRICK.	The living and the dead.	951	2.6	383p Viking	summary	summary	  a a a a advantage affair after an an and and are are aspects brother certain characters daughter degrading desperation Eden Elyot empty-headed experimenter finds girl gives grass-widow her her herself his in In in increasingly Indulge Jewess Kitty left leisured liaisons—that loose love lover lover—without main middle-class minded modern- mother mother N neither nor novel of of of of of of over- period satisfaction scholarly secret son standards Standlsh succession takes The the the the the three Times to to to-be today's typical unsatisfying wholly widow- wing with work writer Y young	3.2	3.46230260815	12	5	11	white + p + the living and the dead	2.0998242974115717
WHITE, PATRICK.	The living and the dead.	951	2.6	383p Viking	"own private hell."" Iris Barry h Books"	p8 F 9 '41 320w	  a adult always are as as background bedrooms book childhood clear clubs definition details each effort existence figures glimpses her his horrors in in Indescribable is is Is It it lack main makes night of of of only or out peer perhaps precise railroad rather reading seem sensation small stations suffering that the the The the the There they throughout to uneasy vivid which whole	3.2	3.46230260815	12	5	11	white + p + the living and the dead	2.0998242974115717
WHITE, PATRICK.	The living and the dead.	951	2.6	383p Viking	Manchester Guardian	p3 Jl 4 '41 120w	by Gibson Reviewed Wilfrid	3.2	3.46230260815	12	5	11	white + p + the living and the dead	2.0998242974115717
WHITE, PATRICK.	The living and the dead.	951	2.6	383p Viking	Nation	162:276 Mr 8 '41 500w	'dead' 'living' a a a aims and and and at at at audience audience B beware blurred bold brilliant com- comfort deeply discriminating for for fort-lovers He he He heart in is Is L lazy Let masterful mind namby-pamby no no observer on or original outlines pamper Patrick penetrating performance probes puts rather Salomon sentimentality than the the the the the There this to too White's who work	3.2	3.46230260815	12	5	11	white + p + the living and the dead	2.0998242974115717
WHITE, PATRICK.	The living and the dead.	951	2.6	383p Viking	New Statesman & Nation	22:114 Ag 2 ■41 300w	Anthony by Reviewed West	3.2	3.46230260815	12	5	11	white + p + the living and the dead	2.0998242974115717
