docid	tm_author	tm_title	tm_year	review_year	rownum	review_title	prize_author	bestseller_year	is_bestseller	obscure	firstpub	birthyear	us_national	lowest_date	standard_auth	review_wordcount	review_sentiment
mdp.39015030741071	coxe, george harmon	jade venus	1945.0	1945.0	3407.0	jade venus.	False		False	False	1945	1901.0	True	1945	coxe, george harmon	480.0	3.62819956616
uc1.$b105915	warner, rex	men of stones, a melodrama	1950.0	1950.0	3927.0	men of stones; a melodrama.	False		False	False	1950	1905.0	False	1950	warner, rex	6460.0	3.26010404162
mdp.39015063753738	atherton, gertrude franklin horn	black oxen	1923.0	1922.0	1027.0	black oxen.	False	1923.0	True	False	1923	1857.0	True	1922	atherton, gertrude f	4850.0	3.65763888889
mdp.39015066069165	caspary, vera	white girl	1929.0	1929.0	5003.0	white girl.	False		False	False	1929	1904.0	False	1929	caspary, vera	2560.0	3.5078264315400003
uc1.$b105627	spence, hartzell	radio city	1941.0	1941.0	4255.0	radio city.	False		False	False	1941	1908.0	False	1941	spence, hartzell	1250.0	3.34044405747
uc1.$b312359	raymond, ernest	mary l	1931.0	1932.0	2799.0	mary leith.	False		False	False	1931	1888.0	False	1931	raymond, ernest	2810.0	3.2552024746900003
mdp.39015014453354	newhouse, edward	iron chain	1946.0	1946.0	1442.0	iron chain.	False		False	False	1946	1911.0	True	1946	newhouse, edward	3380.0	3.63139204545
uc1.$b105554	sorensen, virginia eggertsen	a little lower than the 	1942.0	1942.0	1303.0	little lower than the angels.	False		False	False	1942	1912.0	False	1942	sorensen, virginia e	3690.0	3.78211195241
uc1.$b245222	williams, ben ames	black pawl	1922.0	1922.0	1227.0	black pawl	False		False	False	1922	1889.0	False	1922	williams, ben ames	2380.0	3.23919753086
mdp.39015016913363	o'faoláin, seán	bird alone	1936.0	1936.0	661.0	bird alone.	False		False	False	1936	1900.0	False	1936	o'faoláin, seán	11320.0	3.5594329896900003
mdp.39015063998317	niven, frederick	mrs. barry	1933.0	1933.0	817.0	mrs. barry.	False		False	False	1933	1878.0	False	1933	niven, frederick	3110.0	3.5556195965400006
mdp.39015004932284	buchan, john	witch wood	1927.0	1927.0	1686.0	witch wood.	False		False	False	1927	1875.0	False	1927	buchan, john	5580.0	3.58202914193
mdp.39015030113255	young, francis brett	sea horses	1925.0	1925.0	1482.0	sea horses.	False		False	False	1925	1884.0	False	1925	young, francis brett	8020.0	3.53622320381
mdp.39015013149045	freeman, r. austin (richard austin)	cat's eye	1923.0	1927.0	1055.0	cat's eye.	False		False	False	1923	1862.0	False	1923	freeman, r. austin (	4120.0	3.64085267134
uc2.ark+=13960=t1ng4gw8m	palmer, frederick	old blood	1916.0	1916.0	1866.0	old blood.	False		False	False	1916	1873.0	True	1916	palmer, frederick	2110.0	3.76482815965
mdp.39015035915126	kelland, clarence budington	dreamland	1935.0	1935.0	2480.0	dreamland.	False		False	False	1935	1881.0	True	1935	kelland, clarence bu	1340.0	3.6331557922800006
uc1.$b800104	sylvester, harry	dayspring	1945.0	1945.0	2751.0	dayspring.	False		False	False	1945	1908.0	True	1945	sylvester, harry	4680.0	3.06222885033
mdp.39015031297297	morley, christopher	thorofare	1942.0	1942.0	323.0	thorofare. 4c9p $2.75	False		False	False	1942	1890.0	True	1942	morley, christopher	6740.0	3.773981021680001
uc1.b3834440	garnett, david	beany-eye	1935.0	1935.0	2843.0	beany-eye.	False		False	False	1935	1892.0	False	1935	garnett, david	5300.0	3.42725938065
mdp.39015059406291	phillpotts, eden	stormbury	1931.0	1932.0	4506.0	stormbury.	False		False	False	1931	1862.0	False	1931	phillpotts, eden	2370.0	3.83564554431
mdp.39015003675355	ford, ford madox	last post	1928.0	1928.0	271.0	last post.	False		False	False	1928	1873.0	False	1928	ford, ford madox	7520.0	2.7138497652599995
mdp.39015063514775	footner, hulbert	cap'n sue	1927.0	1928.0	129.0	cap'n sue.	False		False	False	1927	1879.0	True	1927	footner, hulbert	840.0	3.40704225352
mdp.39015051166422	hecht, ben	gargoyles	1922.0	1922.0	2689.0	gargoyles.	False		False	False	1922	1893.0	False	1922	hecht, ben	5010.0	2.11527777778
mdp.39015046411024	mundy, talbot	full moon	1935.0	1935.0	2288.0	full moon.	False		False	False	1935	1879.0	False	1935	mundy, talbot	560.0	3.75543719485
uc1.b4098089	galsworthy, john	swan song	1928.0	1928.0	1071.0	swan song.	True	1928.0	True	False	1928	1867.0	False	1928	galsworthy, john	14610.0	3.2974539545
mdp.39015064415238	tarkington, booth	the midlander	1923.0	1924.0	1749.0	the midlander.	True	1924.0	True	False	1923	1869.0	True	1923	tarkington, booth	13720.0	3.25
wu.89006956460	phillpotts, eden	grey room	1921.0	1921.0	1017.0	grey room.	False		False	False	1921	1862.0	False	1921	phillpotts, eden	7010.0	3.85030040053
nyp.33433074875893	mckenna, stephen	sonia, betwee	1917.0	1917.0	1553.0	sonia; between two worlds.	False		False	False	1917	1888.0	False	1917	mckenna, stephen	5750.0	3.73988147775
wu.89052496338	knight, john alden	ol' bill : and other stories	1942.0	1943.0	3704.0	ol' bill, and other stories; drawings by milton c.	False		False	False	1942	1890.0	False	1942	knight, john alden	270.0	3.83648790747
uc2.ark+=13960=t2n58f02b	monkhouse, allan	true love	1920.0	1920.0	290.0	true love.	False		False	False	1920	1858.0	False	1920	monkhouse, allan	4240.0	3.40791896869
uc1.b4099072	sauer, julia l (julia lina)	fog magic	1943.0	1943.0	4167.0	fog magic.	False		False	False	1943	1891.0	True	1943	sauer, julia l (juli	10860.0	3.79560988433
mdp.39015063976685	young, e. h. (emily hilda)	miss mole	1930.0	1930.0	5368.0	miss mole.	False		False	False	1930	1880.0	False	1930	young, e. h. (emily 	2940.0	3.696253902190001
uc1.$b298722	peeples, edwin a. (edwin augustus)	swing low	1945.0	1945.0	3322.0	swing low.	False		False	False	1945		True	1945	peeples, edwin a. (e	4220.0	3.7464997042
uc1.$b57073	mirza, youel b. (youel benjamin)	stripling	1940.0	1940.0	1500.0	stripling.	False		False	False	1940	1886.0	False	1940	mirza, youel b. (you	1660.0	3.81828433347
uc2.ark+=13960=t3nv9cn6h	cooke, marjorie benton	threshold	1918.0	1918.0	607.0	threshold. il	False		False	False	1918	1876.0	False	1918	cooke, marjorie bent	2130.0	3.03776529338
uc1.32106002139753	rawlings, marjorie kinnan	the yearling;	1938.0	1938.0	35.0	the yearling; decorations by edward shenton.	True	1938.0	True	False	1938	1896.0	False	1938	rawlings, marjorie k	10760.0	3.77549295775
uc1.b3346856	roberts, dorothy james	marshwood	1949.0	1949.0	926.0	marshwood.	False		False	False	1949	1903.0	False	1949	roberts, dorothy jam	1770.0	3.74164065983
mdp.39015005616571	march, william	company k	1931.0	1933.0	1768.0	company k	False		False	False	1931	1893.0	True	1931	march, william	5510.0	3.79374228077
mdp.39015004655315	malraux, andré	royal way	1935.0	1935.0	1468.0	royal way; tr.	False		False	False	1935	1901.0	False	1935	malraux, andré	6220.0	3.50692006617
mdp.39015010916388	mackenzie, compton, sir	east wind	1937.0	1937.0	1430.0	the east wind [eng title: east wind of love].	False		False	False	1937	1883.0	False	1937	mackenzie, compton, 	10110.0	3.54328223625
mdp.39015022466539	hughes, rupert	love song	1934.0	1934.0	5476.0	love song.	False		False	False	1934	1872.0	True	1934	hughes, rupert	2450.0	3.42310984308
uc1.b4083124	wakeman, frederic	the hucksters	1946.0	1946.0	239.0	hucksters.	False	1946.0	True	False	1946	1909.0	True	1946	wakeman, frederic	10800.0	3.36201298701
uc1.$b301205	lutes, della t. (della thompson)	millbrook	1938.0	1938.0	5393.0	millbrook.	False		False	False	1938	1872.0	False	1938	lutes, della t. (del	2790.0	3.8338028169
mdp.39015030750395	hughes, richard arthur warren	in hazard	1938.0	1938.0	2219.0	in hazard.	False		False	False	1938	1900.0	False	1938	hughes, richard arth	11990.0	3.49431403234
mdp.39015051166414	hecht, ben	erik dorn	1920.0	1921.0	1695.0	erik dorn.	False		False	False	1920	1894.0	True	1920	hecht, ben	7180.0	2.65487316422
uc1.$b389794	maclennan, hugh	precipice	1948.0	1948.0	2488.0	the precipice.	False		False	False	1948	1907.0	False	1948	maclennan, hugh	6150.0	3.39239891135
uc1.32106008377712	remarque, erich maria	the road back	1931.0	1931.0	2840.0	road back: tr.	False	1931.0	True	False	1931	1898.0	False	1931	remarque, erich mari	15170.0	3.5398810328500003
mdp.39015031306148	warner, rex	professor	1939.0	1939.0	1959.0	the professor.	False		False	False	1939	1905.0	False	1939	warner, rex	6270.0	3.53586793397
uc1.b3872842	household, geoffrey	arabesque	1948.0	1948.0	4190.0	arabesque. (atlantic monthly press bk)	False		False	False	1948	1900.0	False	1948	household, geoffrey	1000.0	3.6502505616
uc1.b3553137	williams, ben ames	happy end	1939.0	1939.0	4370.0	happy end; foreword by kenneth roberts: 11.	False		False	False	1939	1889.0	False	1939	williams, ben ames	340.0	3.55977988994
uc1.$b243151	herbert, a. p. sir, (alan patrick)	old flame	1925.0	1925.0	0.0	old flame.	False		False	False	1925	1890.0	False	1925	herbert, a. p. sir, 	2710.0	3.68247194563
uc1.32106002119383	jones, idwal	vermilion	1947.0	1947.0	4271.0	vermilion.	False		False	False	1947	1890.0	False	1947	jones, idwal	180.0	3.48584686775
uc1.$b244031	raine, william macleod	texas man	1928.0	1928.0	2741.0	texas man.	False		False	False	1928	1871.0	True	1928	raine, william macle	580.0	3.40704225352
uc1.$b312347	raine, william macleod	ironheart	1923.0	1923.0	1361.0	ironheart. 28sp $1.75	False		False	False	1923	1871.0	True	1923	raine, william macle	2350.0	3.606929231730001
uc1.$b795058	heym, stefan	crusaders	1948.0	1948.0	3160.0	crusaders.	False		False	False	1948	1913.0	False	1948	heym, stefan	8100.0	3.51691722827
mdp.39015050606741	wilson, harry leon	lone tree	1929.0	1929.0	4997.0	lone tree.	False		False	False	1929	1867.0	True	1929	wilson, harry leon	1730.0	3.6943481276
uc1.b3727148	wilson, harry leon	professor how could	1924.0	1924.0	3480.0	professor, how could you!	False		False	False	1924	1867.0	True	1924	wilson, harry leon	3350.0	3.55555555556
mdp.39015063024932	hichens, robert	last time	1924.0	1924.0	2294.0	the last time.	False		False	False	1924	1864.0	False	1924	hichens, robert	1760.0	3.66666666667
mdp.39015059406051	ostenso, martha	dark dawn	1926.0	1926.0	4244.0	dark dawn.	False		False	False	1926	1900.0	True	1926	ostenso, martha	7110.0	3.22850924918
uc1.$b105983	williams, ben ames	owen glen	1950.0	1950.0	6200.0	owen glen.	False		False	False	1950	1889.0	True	1950	williams, ben ames	5180.0	3.42195059842
nyp.33433075768121	wiley, hugh	lady luck	1921.0	1922.0	3006.0	lady luck.	False		False	False	1921	1884.0	True	1921	wiley, hugh	600.0	3.64409722222
uc2.ark+=13960=t3pv6cj3w	o'donovan, gerald	vocations	1922.0	1922.0	965.0	vocations.	False		False	False	1922	1871.0	False	1922	o'donovan, gerald	10680.0	3.66782407407
mdp.39015030021789	undset, sigrid	the snake pit	1929.0	1929.0	6008.0	snake pit: tr.	True		False	False	1929	1882.0	False	1929	undset, sigrid	6690.0	3.83328079687
uc1.$b104529	wickenden, dan	wayfarers	1945.0	1945.0	4293.0	wayfarers. 371 p $2.76	False		False	False	1945	1913.0	False	1945	wickenden, dan	6080.0	3.60917163774
uc2.ark+=13960=t1jh3f213	gregory, jackson	short cut	1916.0	1916.0	1470.0	short cut.	False		False	False	1916	1882.0	False	1916	gregory, jackson	670.0	3.70620842572
uc1.$b101688	edmonds, walter dumaux	rome haul	1929.0	1929.0	993.0	rome haul.	False		False	False	1929	1903.0	True	1929	edmonds, walter duma	7390.0	3.57972867545
mdp.39015031932927	reid, leslie	saltacres	1927.0	1927.0	2085.0	saltacres.	False		False	False	1927		False	1927	reid, leslie	2100.0	2.8684059633
mdp.39076006304096	hamsun, knut	vagabonds	1930.0	1930.0	5358.0	vagabonds; tr.	True		False	False	1930	1859.0	False	1930	hamsun, knut	4330.0	3.16042317031
uc1.$b244201	freuchen, peter	white man	1946.0	1946.0	2934.0	white man.	False		False	False	1946	1886.0	False	1946	freuchen, peter	3260.0	3.5631313131300004
uc1.$b244338	zugsmith, leane	reckoning	1934.0	1934.0	211.0	the reckoning.	False		False	False	1934	1903.0	False	1934	zugsmith, leane	2710.0	3.8525915359
uc1.$b103189	montross, lynn	half gods	1924.0	1924.0	2083.0	half gods.	False		False	False	1924	1895.0	False	1924	montross, lynn	3530.0	3.11111111111
pst.000005912681	gilpatric, guy	canny mr.	1948.0	1948.0	3952.0	canny mr.	False		False	False	1948	1896.0	False	1948	gilpatric, guy	810.0	3.6502505616
uc1.$b106069	lane, rose wilder	free land	1938.0	1938.0	1515.0	free land.	False		False	False	1938	1886.0	False	1938	lane, rose wilder	7030.0	3.68976525822
inu.32000009267644	mitchison, naomi	conquered	1923.0	1923.0	3453.0	the conqueredwith an introd.	False		False	False	1923	1897.0	False	1923	mitchison, naomi	6680.0	3.51540692405
mdp.39015054061430	larsen, nella	quicksan	1928.0	1928.0	2866.0	quicksand.	False		False	False	1928		True	1928	larsen, nella	4260.0	3.16116700201
mdp.39015030019981	rølvaag, o. e. (ole edvart)	pure gold	1930.0	1930.0	4003.0	pure gold; english text by sivert erdnhl and the author.	False		False	False	1930	1876.0	False	1930	rølvaag, o. e. (ole 	6720.0	3.15808185917
uc1.b3589244	roy, gabrielle	tin flute	1947.0	1947.0	1166.0	tin flute [tr.	False		False	False	1947	1909.0	False	1947	roy, gabrielle	3510.0	3.68359807246
uc1.$b536436	lavin, mary	tales from bective bridge	1942.0	1942.0	81.0	tales from bectlve bridge.	True		False	False	1942	1912.0	False	1942	lavin, mary	2380.0	3.58409951325
nyp.33433076090327	fuessle, newton a. (newton augustus)	gold sh	1921.0	1921.0	532.0	gold shod.	False		False	False	1921	1883.0	False	1921	fuessle, newton a. (	3890.0	3.26048064085
uc1.$b106348	miller, merle	island 49	1945.0	1945.0	2148.0	island 49.	True		False	False	1945	1919.0	False	1945	miller, merle	2710.0	3.46011087009
mdp.39015068357212	miller, max	daybreak fo	1944.0	1944.0	1563.0	daybreak for our carrier.	False		False	False	1944	1899.0	True	1944	miller, max	2070.0	3.7499387855
mdp.39015003976340	huxley, aldous	antic hay	1923.0	1923.0	2738.0	antic hay.	False		False	False	1923	1894.0	False	1923	huxley, aldous	15750.0	3.24986405655
uc1.$b56726	grayson, charles	show case	1936.0	1936.0	2558.0	show case.	False		False	False	1936	1903.0	False	1936	grayson, charles	750.0	3.70006872852
mdp.39015063918067	fletcher, j. s. (joseph smith)	black house in harley street	1928.0	1928.0	5039.0	black house in ! harley street.	False		False	False	1928	1863.0	False	1928	fletcher, j. s. (jos	960.0	3.40704225352
nyp.33433075765374	smith, constance i	ten hours	1921.0	1921.0	1068.0	ten hours (eng title, intensity).	False		False	False	1921		False	1921	smith, constance i	1780.0	2.95060080107
uc1.b4095579	green, henry	blindne	1926.0	1926.0	4052.0	blindness.	False		False	False	1926	1905.0	False	1926	green, henry	2020.0	3.69042437432
uc1.$b610327	levin, meyer	old bunch	1937.0	1937.0	3685.0	the old bunch.	False		False	False	1937	1905.0	True	1937	levin, meyer	5260.0	3.27885482417
mdp.39015063941499	mccutcheon, george barr	merivales	1928.0	1929.0	4664.0	the merivales.	False		False	False	1928	1866.0	True	1928	mccutcheon, george b	950.0	3.79623208507
mdp.39015048880846	lewis, sinclair	dodsworth	1929.0	1929.0	1578.0	dodsworth.	True	1929.0	True	False	1929	1885.0	True	1929	lewis, sinclair	14760.0	3.29884089558
mdp.39015000619257	greene, graham	third man	1950.0	1950.0	4533.0	third man.	False		False	False	1950	1904.0	False	1950	greene, graham	2240.0	3.626828509180001
uc1.b3688221	hall, james norman	far lands	1950.0	1950.0	5832.0	far lands.	False		False	False	1950	1887.0	True	1950	hall, james norman	5030.0	3.71675336801
mdp.39015014283074	lincoln, joseph crosby	head tide	1932.0	1932.0	1332.0	head tide.	False		False	False	1932	1870.0	True	1932	lincoln, joseph cros	3430.0	3.60554930634
uc1.$b783848	hamilton, patrick	riverside	1947.0	1947.0	3833.0	riverside [eng title: slaves of solitude].	False		False	False	1947	1904.0	False	1947	hamilton, patrick	5090.0	3.60006629102
mdp.39015008310479	hammett, dashiell	glass key	1931.0	1931.0	5496.0	glass key.	False		False	False	1931	1894.0	True	1931	hammett, dashiell	1280.0	3.7439116244
mdp.39015000674443	marshall, archibald	claimants	1934.0	1934.0	3142.0	claimants. 283)) $2	False		False	False	1934	1866.0	False	1934	marshall, archibald	1780.0	3.7051830718
pst.000015374950	tarkington, booth	the plutocrat	1927.0	1926.0	454.0	the plutocrat.	True	1927.0	True	False	1927	1869.0	True	1926	tarkington, booth	6030.0	3.19042437432
uc1.b4088950	sabatini, rafael	lost king	1937.0	1937.0	3394.0	the lost king.	False		False	False	1937	1875.0	False	1937	sabatini, rafael	3050.0	3.734625789
uc1.$b56295	appel, benjamin	runaround	1937.0	1937.0	1733.0	runaround.	False		False	False	1937	1907.0	True	1937	appel, benjamin	3360.0	3.19872758241
uc1.$b105436	sherriff, r. c. (robert cedric)	chedworth	1944.0	1944.0	4689.0	chedworth.	False		False	False	1944	1896.0	False	1944	sherriff, r. c. (rob	2160.0	3.7999510284
mdp.39015030946936	bodenheim, maxwell	crazy man	1924.0	1924.0	1940.0	crazy man.	False		False	False	1924	1893.0	True	1924	bodenheim, maxwell	8210.0	3.59259259259
uc1.$b312535	small, sidney herschel	fourscore	1924.0	1924.0	3139.0	fourscore.	False		False	False	1924	1893.0	False	1924	small, sidney hersch	5400.0	3.3589743589700003
uc1.$b614528	timmermans, felix	pallieter	1924.0	1924.0	2828.0	pallieter: tr.	False		False	False	1924	1886.0	False	1924	timmermans, felix	6680.0	3.53333333333
mdp.39015003345694	fearing, kenneth	big clock	1946.0	1946.0	835.0	the big clock.	False		False	False	1946	1902.0	True	1946	fearing, kenneth	3300.0	3.54855371901
mdp.39015008031729	thurber, james	13 clocks	1950.0	1950.0	387.0	the 13 clocks; 11.	False		False	False	1950	1894.0	False	1950	thurber, james	2210.0	3.71212484994
uc1.$b105475	storm, hans otto	count ten	1940.0	1940.0	5597.0	count ten.	False		False	False	1940	1895.0	False	1940	storm, hans otto	7200.0	3.65274636761
mdp.39015054194546	ferber, edna	show boat	1926.0	1926.0	212.0	show boat.	True	1926.0	True	False	1926	1887.0	True	1926	ferber, edna	11210.0	3.5036939465099994
mdp.39015041310429	benson, e. f. (edward frederick)	inheritor	1930.0	1930.0	5901.0	inheritor.	False		False	False	1930	1867.0	False	1930	benson, e. f. (edwar	2400.0	2.85667707249
uc1.$b104361	ferber, edna	they brought their women : a book of short stories	1933.0	1933.0	566.0	they brought their women.	True		False	False	1933	1887.0	True	1933	ferber, edna	4320.0	3.63904899135
njp.32101064787698	benson, e. f. (edward frederick)	miss mapp	1923.0	1922.0	3605.0	miss mapp.	False		False	False	1923	1867.0	False	1922	benson, e. f. (edwar	2140.0	1.85763888889
nyp.33433074926563	bennett, arnold	roll-call	1918.0	1919.0	1680.0	roll-call.	False		False	False	1918	1867.0	False	1918	bennett, arnold	14810.0	3.64842439218
mdp.39015031225496	belloc, hilaire	shado	1929.0	1929.0	2301.0	shadowed! with thirtyseven drawings by g.	False		False	False	1929	1870.0	False	1929	belloc, hilaire	3320.0	3.61612659185
mdp.39015063544798	cohen, lester	sweepings	1926.0	1926.0	2501.0	sweepings.	False		False	False	1926	1901.0	False	1926	cohen, lester	3850.0	3.79760609358
uc1.32106002089198	bellamann, henry	kings row	1940.0	1940.0	4621.0	kings row.	False	1942.0	True	False	1940	1882.0	False	1940	bellamann, henry	4740.0	3.4984114198800005
uc1.$b244258	fergusson, harvey	wolf song	1927.0	1927.0	5233.0	wolf song.	False		False	False	1927	1890.0	True	1927	fergusson, harvey	15950.0	3.46743119266
uc1.b3688084	cohen, octavus roy	sunclouds	1924.0	1924.0	3235.0	sunclouds.	False		False	False	1924	1891.0	True	1924	cohen, octavus roy	1160.0	3.73333333333
uc1.$b101589	dowdey, clifford	tidewater	1943.0	1943.0	675.0	tidewater. (atlantic monthly press bk)	False		False	False	1943	1904.0	False	1943	dowdey, clifford	2790.0	3.71148790747
mdp.39015030855681	bates, ralph	sirocco and other st	1939.0	1939.0	4286.0	sirocco, and other stories [eng title: miraculous horde].	False		False	False	1939	1899.0	False	1939	bates, ralph	6390.0	3.71989841074
uc1.b4097895	bates, h. e. (herbert ernest)	dear life	1949.0	1949.0	5119.0	dear life.	False		False	False	1949	1905.0	False	1949	bates, h. e. (herber	3520.0	3.48585342433
mdp.39015063915634	bartley, nalbro isadorah, mrs	godfather	1929.0	1930.0	4268.0	godfather.	False		False	False	1929	1888.0	False	1929	bartley, nalbro isad	1130.0	3.54723089374
uc1.$b80845	duhamel, georges	fortunes of the pasquiers	1935.0	1935.0	617.0	fortunes of the paaquiers; tr.	False		False	False	1935	1884.0	False	1935	duhamel, georges	5120.0	3.68676108623
mdp.39015063526993	colver, alice ross	windymere	1931.0	1931.0	2211.0	windymere.	False		False	False	1931	1892.0	False	1931	colver, alice ross	1340.0	3.30184534271
mdp.39015063746435	fielding, archibald e	scarecrow	1937.0	1937.0	1747.0	scarecrow.	False		False	False	1937	1900.0	False	1937	fielding, archibald 	650.0	3.52885482417
mdp.39015056245924	barnes, djuna	nightwood	1936.0	1937.0	3693.0	nightwood.	False		False	False	1936	1892.0	True	1936	barnes, djuna	6120.0	3.4957419096300004
uc1.b4097611	dunsany, edward john moreton drax plunkett, baron	guerrilla	1944.0	1944.0	1290.0	guerrilla.	False		False	False	1944	1878.0	False	1944	dunsany, edward john	3580.0	3.26660953314
uc1.b3116816	train, arthur cheney	tut, tut! mr. tutt	1923.0	1923.0	1633.0	tut, tut!	False		False	False	1923	1875.0	True	1923	train, arthur cheney	3380.0	3.69427829134
mdp.39015030017753	bojer, johan	emigrants	1925.0	1925.0	3203.0	the emigrants; tr.	False		False	False	1925	1872.0	False	1925	bojer, johan	4520.0	3.09037458511
inu.30000048939361	faulkner, william	sanctuary	1931.0	1931.0	3787.0	sanctuary.	True		False	False	1931	1897.0	True	1931	faulkner, william	6850.0	3.30082015231
uc1.b3810834	buchan, john	midwinter	1923.0	1923.0	2600.0	midwinter.	False		False	False	1923	1875.0	False	1923	buchan, john	4840.0	3.54848649628
uc1.$b244307	young, francis brett	woodsmoke	1924.0	1924.0	696.0	woodsmoke.	False		False	False	1924	1884.0	False	1924	young, francis brett	7240.0	3.41025641026
dul1.ark+=13960=t5p855w55	beerbohm, max, sir	seven men	1919.0	1920.0	1934.0	seven men.	False		False	False	1919	1872.0	False	1919	beerbohm, max, sir	6790.0	3.64356269881
mdp.39015014862471	yerby, frank	floodtide	1950.0	1950.0	1895.0	floodtide.	False	1950.0	True	False	1950	1916.0	True	1950	yerby, frank	1890.0	3.20518207283
uc1.b3688400	cabell, james branch	jurgen : a comedy of justice	1923.0	1919.0	1417.0	jurgen; a comedy of justice.	False		False	False	1923	1879.0	True	1919	cabell, james branch	1860.0	2.8808456117900003
uc1.$b323525	cain, james m. (james mallahan)	butte	1946.0	1947.0	3728.0	butterfly.	False		False	False	1946	1892.0	True	1946	cain, james m. (jame	4600.0	2.71435937097
mdp.39015030113347	young, stark	feliciana	1935.0	1935.0	184.0	feliciana.	False		False	False	1935	1881.0	True	1935	young, stark	4510.0	3.75543719485
mdp.39015031222949	caldwell, erskine	southways	1938.0	1938.0	4187.0	southways.	False		False	False	1938	1903.0	True	1938	caldwell, erskine	5640.0	3.62705932565
mdp.39015030735644	bellamannn, henry	crescendo	1928.0	1928.0	3618.0	crescendo. 2%p $2.50	False		False	False	1928	1882.0	False	1928	bellamann, henry	1830.0	3.5058685446
uc1.$b299707	buck, charles neville	iron will	1927.0	1927.0	1764.0	iron will.	False		False	False	1927	1879.0	True	1927	buck, charles nevill	1320.0	3.3894495412800003
nyp.33433074815634	buck, charles neville	roof tree	1921.0	1921.0	634.0	roof tree, il •j1.76 uhc) doubleday 21-4167	False		False	False	1921	1879.0	True	1921	buck, charles nevill	2540.0	3.70060080107
mdp.39015002711482	powys, theodore francis	mark only	1924.0	1924.0	1024.0	mark only.	False		False	False	1924	1875.0	False	1924	powys, theodore fran	5690.0	3.55555555556
njp.32101043049954	broun, heywood	sun field	1923.0	1923.0	1698.0	sun field.	False		False	False	1923	1888.0	True	1923	broun, heywood	7340.0	3.22485046221
mdp.39015030728003	chase, mary ellen	plum tree	1949.0	1949.0	3986.0	plum tree.	False		False	False	1949	1887.0	True	1949	chase, mary ellen	3370.0	3.76151445523
njp.32101068165883	chambers, robert w. (robert william)	in secret	1919.0	1919.0	2061.0	in secret.	False		False	False	1919	1865.0	True	1919	chambers, robert w. 	1930.0	3.1744608157200003
mdp.39015030947710	brooks, john	big wheel	1949.0	1949.0	2981.0	big wheel.	False		False	False	1949	1920.0	False	1949	brooks, john	3350.0	3.49331252786
inu.32000001373853	brooke, jocelyn	scapegoat	1949.0	1950.0	1815.0	the scapegoat.	False		False	False	1949	1908.0	False	1949	brooke, jocelyn	5840.0	3.40685162954
mdp.39015031600409	chandler, raymond	big sleep	1939.0	1939.0	5398.0	the big sleep.	False		False	False	1939	1888.0	True	1939	chandler, raymond	1150.0	3.58893082905
uc1.$b86172	brinig, myron	you and i	1945.0	1945.0	4322.0	you and i.	False		False	False	1945	1897.0	True	1945	brinig, myron	2020.0	3.2394638983599995
uc1.32106014315219	charteris, leslie	last hero	1930.0	1930.0	547.0	last hero.	False		False	False	1930	1907.0	False	1930	charteris, leslie	280.0	3.32084634062
inu.30000108896071	smith, thorne	turnabout	1931.0	1931.0	3510.0	turnabout.	False		False	False	1931	1892.0	True	1931	smith, thorne	1220.0	2.95123022847
uc1.$b322813	boyd, james	long hunt	1930.0	1930.0	5602.0	long hunt.	False		False	False	1930	1888.0	False	1930	boyd, james	5820.0	3.57111804833
mdp.39015030727997	chase, mary ellen	windswept	1941.0	1941.0	3365.0	windswept.	False	1941.0	True	False	1941	1887.0	True	1941	chase, mary ellen	6700.0	3.8178330431
mdp.39015063947157	prouty, olive higgins	lisa vale	1938.0	1938.0	1356.0	lisa vale.	False		False	False	1938	1882.0	True	1938	prouty, olive higgin	3130.0	3.68976525822
mdp.39015076846669	silone, ignazio	fontamara	1934.0	1934.0	127.0	fontamara; tr.	False		False	False	1934	1900.0	False	1934	silone, ignazio	6130.0	3.66717875562
uc1.$b63774	simpson, lola jean	treadmill	1929.0	1929.0	6097.0	treadmill.	False		False	False	1929		True	1929	simpson, lola jean	2330.0	2.9720873786400004
mdp.39015047692283	keeler, harry stephen	washington square enigma, a my	1933.0	1933.0	785.0	washington square enigma.	False		False	False	1933	1890.0	True	1933	keeler, harry stephe	1120.0	3.75936599424
uc1.$b236097	coolidge, dane	gun-smoke	1928.0	1928.0	4754.0	gun-smoke.	False		False	False	1928	1873.0	True	1928	coolidge, dane	510.0	3.60469483568
uc1.$b59447	armer, laura adams	southwest	1935.0	1935.0	2674.0	southwest: 11.	False		False	False	1935	1874.0	True	1935	armer, laura adams	3950.0	3.61715243872
uc2.ark+=13960=t95718d66	atherton, gertrude franklin horn	avalanche	1919.0	1919.0	689.0	avalanche; a mystery story.	False		False	False	1919	1857.0	False	1919	atherton, gertrude f	3130.0	3.28557192683
nyp.33433074968714	drummond, hamilton	betrayers	1919.0	1919.0	2418.0	betrayers.	False		False	False	1919	1857.0	False	1919	drummond, hamilton	710.0	3.841127482380001
uc1.$b151917	asch, sholem	salvation	1934.0	1934.0	1554.0	salvation: tr.	False		False	False	1934	1880.0	True	1934	asch, sholem	5830.0	3.7543192265
uc1.$b104463	flavin, martin	the enchanted	1947.0	1947.0	4259.0	enchanted; with drawings by cyrus leroy baldridge.	True		False	False	1947	1883.0	False	1947	flavin, martin	4110.0	3.4905645785000003
